# full:global:R0_P3:s206
# job: {"algorithm": "PPO", "batch_completion_weight": 1500.0, "batch_size": 64, "candidate": "R0", "deadline_bucket_edges": [1, 3, 6, 12, 24], "evaluation_objective": {"batch_completion_weight": 1000.0, "full_dollar_cost_unchanged": true, "service_backlog_weight": 1000.0}, "gae_lambda": 0.95, "gamma": 1.0, "job_fingerprint": "061a2b45ee536f9968f991a40afcf885f1e6aa0ce424d008c6590c955cab8e99", "learning_rate": 0.0003, "learning_rate_schedule": "fixed", "n_epochs": 10, "n_steps": 2048, "net_arch": [128, 128], "normalize_observations": false, "protocol_sha256": "afcdacc992bdf9ba219fab251a2576812e0180aa189da49994056d935b549dda", "region": "global", "seed": 206, "service_backlog_weight": 700.0, "stage": "full", "subtract_idle_cost": false, "target_kl": null, "timesteps": 501760, "train_scenario": "env/scenarios/global_model_v2_2025.yaml", "urgency_potential_weight": 250.0, "variant": "P3"}
# command: C:\Python314\python.exe train_v3.py --scenario C:\Users\jagal\copilot-worktrees\dc-energy-joint-optimization\jagal-microsoft-literate-umbrella\env\scenarios\global_model_v2_2025.yaml --model-path C:\Users\jagal\copilot-worktrees\dc-energy-joint-optimization\jagal-microsoft-literate-umbrella\models\ppo_v3_reward_sweep\_tmp\full_global_R0_P3_s206_8cb5fc961cff459490a1377bf6d598ef\model.zip --diagnostics-path C:\Users\jagal\copilot-worktrees\dc-energy-joint-optimization\jagal-microsoft-literate-umbrella\models\ppo_v3_reward_sweep\_tmp\full_global_R0_P3_s206_8cb5fc961cff459490a1377bf6d598ef\training.json --timesteps 501760 --seed 206 --lr 0.0003 --lr-schedule fixed --n-steps 2048 --batch-size 64 --n-epochs 10 --gamma 1.0 --gae-lambda 0.95 --net-arch 128 128 --peak-penalty-weight 0.015 --service-backlog-weight 700.0 --batch-completion-weight 1500.0 --reward-scale 0.0001 --urgency-potential-weight 250.0 --deadline-bucket-edges 1 3 6 12 24
# started: 2026-08-06T15:07:55.348044+00:00

Using cpu device
-----------------------------
| time/              |      |
|    fps             | 569  |
|    iterations      | 1    |
|    time_elapsed    | 3    |
|    total_timesteps | 2048 |
-----------------------------
-----------------------------------------
| time/                   |             |
|    fps                  | 410         |
|    iterations           | 2           |
|    time_elapsed         | 9           |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.011565301 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17         |
|    explained_variance   | -0.0297     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0179     |
|    n_updates            | 10          |
|    policy_gradient_loss | -0.0154     |
|    std                  | 0.993       |
|    value_loss           | 0.0658      |
-----------------------------------------
-----------------------------------------
| time/                   |             |
|    fps                  | 377         |
|    iterations           | 3           |
|    time_elapsed         | 16          |
|    total_timesteps      | 6144        |
| train/                  |             |
|    approx_kl            | 0.012862104 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.441       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0253      |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.993       |
|    value_loss           | 0.129       |
-----------------------------------------
-----------------------------------------
| time/                   |             |
|    fps                  | 363         |
|    iterations           | 4           |
|    time_elapsed         | 22          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.014381453 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.692       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00385     |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.019      |
|    std                  | 0.993       |
|    value_loss           | 0.109       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -696        |
| time/                   |             |
|    fps                  | 352         |
|    iterations           | 5           |
|    time_elapsed         | 29          |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.013735797 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.863       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0229      |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.016      |
|    std                  | 0.991       |
|    value_loss           | 0.101       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -696        |
| time/                   |             |
|    fps                  | 334         |
|    iterations           | 6           |
|    time_elapsed         | 36          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.011834465 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0187      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0171     |
|    std                  | 0.991       |
|    value_loss           | 0.31        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -696        |
| time/                   |             |
|    fps                  | 327         |
|    iterations           | 7           |
|    time_elapsed         | 43          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 0.014913143 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.891       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0256      |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0159     |
|    std                  | 0.99        |
|    value_loss           | 0.153       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -696        |
| time/                   |             |
|    fps                  | 319         |
|    iterations           | 8           |
|    time_elapsed         | 51          |
|    total_timesteps      | 16384       |
| train/                  |             |
|    approx_kl            | 0.012637943 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00736     |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0154     |
|    std                  | 0.986       |
|    value_loss           | 0.138       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 316         |
|    iterations           | 9           |
|    time_elapsed         | 58          |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.014683806 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00552     |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0163     |
|    std                  | 0.985       |
|    value_loss           | 0.151       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 312         |
|    iterations           | 10          |
|    time_elapsed         | 65          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.013575654 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.9       |
|    explained_variance   | 0.741       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.118       |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.017      |
|    std                  | 0.986       |
|    value_loss           | 0.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 311         |
|    iterations           | 11          |
|    time_elapsed         | 72          |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.016137479 |
|    clip_fraction        | 0.179       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0462      |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0146     |
|    std                  | 0.981       |
|    value_loss           | 0.234       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 308         |
|    iterations           | 12          |
|    time_elapsed         | 79          |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.017668717 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0611      |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.978       |
|    value_loss           | 0.192       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -697        |
| time/                   |             |
|    fps                  | 306         |
|    iterations           | 13          |
|    time_elapsed         | 86          |
|    total_timesteps      | 26624       |
| train/                  |             |
|    approx_kl            | 0.017659867 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0579      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0174     |
|    std                  | 0.977       |
|    value_loss           | 0.246       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -701        |
| time/                   |             |
|    fps                  | 306         |
|    iterations           | 14          |
|    time_elapsed         | 93          |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.015685383 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.7       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0351      |
|    n_updates            | 130         |
|    policy_gradient_loss | -0.0188     |
|    std                  | 0.974       |
|    value_loss           | 0.372       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -701        |
| time/                   |             |
|    fps                  | 306         |
|    iterations           | 15          |
|    time_elapsed         | 100         |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.012705243 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.7       |
|    explained_variance   | 0.784       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.363       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.972       |
|    value_loss           | 1.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -701        |
| time/                   |             |
|    fps                  | 305         |
|    iterations           | 16          |
|    time_elapsed         | 107         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.017399307 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.7       |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0924      |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.968       |
|    value_loss           | 0.34        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -701        |
| time/                   |             |
|    fps                  | 303         |
|    iterations           | 17          |
|    time_elapsed         | 114         |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.017311838 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.6       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.249       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.0174     |
|    std                  | 0.967       |
|    value_loss           | 0.433       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 8.93e+03   |
|    ep_rew_mean          | -705       |
| time/                   |            |
|    fps                  | 304        |
|    iterations           | 18         |
|    time_elapsed         | 121        |
|    total_timesteps      | 36864      |
| train/                  |            |
|    approx_kl            | 0.01582781 |
|    clip_fraction        | 0.182      |
|    clip_range           | 0.2        |
|    entropy_loss         | -16.6      |
|    explained_variance   | 0.969      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.171      |
|    n_updates            | 170        |
|    policy_gradient_loss | -0.0168    |
|    std                  | 0.968      |
|    value_loss           | 0.492      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 8.93e+03    |
|    ep_rew_mean          | -705        |
| time/                   |             |
|    fps                  | 304         |
|    iterations           | 19          |
|    time_elapsed         | 127         |
|    total_timesteps      | 38912       |
| train/                  |             |
|    approx_kl            | 0.014449989 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.6       |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.36        |
|    n_updates            | 180         |
