timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok,forecast_gross_h1_mw,forecast_gross_h3_mw,forecast_gross_h6_mw,forecast_gross_h12_mw,forecast_net_h1_mw,forecast_net_h3_mw,forecast_net_h6_mw,forecast_net_h12_mw
2025-10-31 23:00:00+00:00,CAISO_NP15,27633,710,15299,11624,33983.0,2025-10-31T23:00:00Z,causal-ridge-shortlag-v2,True,27280.510866733734,26846.641522184687,26444.973334507566,20824.11475753743,13545.353642553708,18754.079975748824,25288.79516193969,20309.021456525013
2025-10-31 23:00:00+00:00,ISONE_NEMA,12852,1126,1,11725,18007.25,2025-10-31T23:00:00Z,causal-ridge-shortlag-v2,True,12381.768392029222,11226.690689485584,9880.107819342675,10113.463529584853,11288.37173837501,10217.913829922716,8958.21964064867,9107.528947601295
2025-10-31 23:00:00+00:00,MISO_MINN_HUB,67821,13110,24,54687,101249.75,2025-10-31T23:00:00Z,causal-ridge-shortlag-v2,True,67718.33278634945,65266.76473365235,59293.909193366075,60693.7626093696,55711.86238669473,52950.14417013542,46139.46036485746,47751.54588572629
2025-10-31 23:00:00+00:00,SPP_NORTH_HUB,30245,8253,34,21958,46366.75,2025-10-31T23:00:00Z,causal-ridge-shortlag-v2,True,30129.399913660207,29445.54273320896,28316.50464894309,29884.05476513436,21565.694426640228,19949.15654239624,17794.15733755527,18378.32462817955
2025-11-01 00:00:00+00:00,CAISO_NP15,26242,524,10738,14980,33983.0,2025-11-01T00:00:00Z,causal-ridge-shortlag-v2,True,25598.11317754535,25469.638754198946,25460.492192361988,20699.576310115168,18361.656584033695,21570.130591428664,26021.16009373445,17873.781427693542
2025-11-01 00:00:00+00:00,ISONE_NEMA,12697,1071,1,11625,18007.25,2025-11-01T00:00:00Z,causal-ridge-shortlag-v2,True,12421.65754528471,11511.676848884805,10423.304857328458,10215.154150173388,11418.812387405043,10606.98851702795,9575.062218619518,9186.199936060082
2025-11-01 00:00:00+00:00,MISO_MINN_HUB,67360,12366,3,54991,101249.75,2025-11-01T00:00:00Z,causal-ridge-shortlag-v2,True,66270.91967623598,62772.401393757966,56879.81363892663,63237.318212812475,53687.93247554621,51221.40521515436,44500.163990932066,49475.25848450985
2025-11-01 00:00:00+00:00,SPP_NORTH_HUB,30134,10567,0,19567,46366.75,2025-11-01T00:00:00Z,causal-ridge-shortlag-v2,True,29991.90752402966,29170.575543671323,27852.054132416484,29305.596845659005,17916.18571406527,15859.83345063881,14150.706813594235,16166.69471827631
2025-11-01 01:00:00+00:00,CAISO_NP15,26940,723,2190,24027,33983.0,2025-11-01T01:00:00Z,causal-ridge-shortlag-v2,True,27482.101716036173,27394.094652436765,23856.434789832772,19889.67924689558,28399.149510689498,27590.70880074874,25544.891466770106,17042.78702998639
2025-11-01 01:00:00+00:00,ISONE_NEMA,12326,1123,1,11202,18007.25,2025-11-01T01:00:00Z,causal-ridge-shortlag-v2,True,11720.209317948043,10786.491739213432,10556.766501422837,10558.241117095786,10597.491434619184,9725.86728479046,9574.701354382862,9401.190602380475
2025-11-01 01:00:00+00:00,MISO_MINN_HUB,66557,11585,3,54969,101249.75,2025-11-01T01:00:00Z,causal-ridge-shortlag-v2,True,65415.23208307437,61897.46787394587,57543.272175417515,66239.16395497334,54001.779565170116,51339.14835284668,45681.555695532355,51286.993023301184
2025-11-01 01:00:00+00:00,SPP_NORTH_HUB,29928,12491,0,17437,46366.75,2025-11-01T01:00:00Z,causal-ridge-shortlag-v2,True,29636.07504632545,28832.413054008655,27815.76635600662,29951.962085297284,16044.290718706037,14151.950661786439,12799.285986144441,16459.464405639206
2025-11-01 02:00:00+00:00,CAISO_NP15,27113,1048,59,26006,33983.0,2025-11-01T02:00:00Z,causal-ridge-shortlag-v2,True,27146.887803414433,25704.659557148003,22486.272441770205,21909.894327804905,24706.636845871257,24649.120913610746,23159.02811931706,17184.101262366312
2025-11-01 02:00:00+00:00,ISONE_NEMA,11485,1276,1,10208,18007.25,2025-11-01T02:00:00Z,causal-ridge-shortlag-v2,True,10646.44663465553,9962.714249552766,10172.903121410201,10963.326805251565,9324.400434881281,8674.914029579471,8927.561196151497,9657.327481208195
2025-11-01 02:00:00+00:00,MISO_MINN_HUB,65361,11254,3,54104,101249.75,2025-11-01T02:00:00Z,causal-ridge-shortlag-v2,True,63856.552799497615,60182.68613251368,58154.431465471476,68542.0239065737,52568.12450467122,48199.115238467195,45004.33818042684,50916.466648345
2025-11-01 02:00:00+00:00,SPP_NORTH_HUB,29643,14143,0,15500,46366.75,2025-11-01T02:00:00Z,causal-ridge-shortlag-v2,True,29313.691411275748,28640.83277385862,27925.74193194789,30627.045459741883,14198.019699148117,12568.375568634954,11716.633089137129,16749.612778401483
2025-11-01 03:00:00+00:00,CAISO_NP15,25946,975,0,24971,33983.0,2025-11-01T03:00:00Z,causal-ridge-shortlag-v2,True,25259.25648201113,23877.75198114585,21348.91211409458,23949.460025801196,24014.48644582437,22602.05913395367,21252.73696175966,16375.871224378589
2025-11-01 03:00:00+00:00,ISONE_NEMA,11013,1286,1,9726,18007.25,2025-11-01T03:00:00Z,causal-ridge-shortlag-v2,True,10842.45896297905,10755.558593884354,10601.869758289333,11075.03427408364,9593.676294136094,9560.249271850163,9365.255163847243,9756.857351384484
