timestamp_utc,market_id,gross_demand_mw,net_load_mw,wind_mw,solar_mw,market_scale_mw,da_lmp_usd_per_mwh,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok
2026-03-01T21:00:00Z,CAISO_NP15,24890.0,7442.0,2286.0,15162.0,32722.8,-1.11042,26517.57895082644,25625.028534557325,25927.818600374907,12719.195388860995,14946.866244511133,16543.71985096272,2026-03-01T21:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-03-01T21:00:00Z,ERCOT_LZ_NORTH,55466.333356,12220.297618469443,16047.726137147223,27198.30960038333,71754.41932255,-0.15,54097.28106202364,54297.01748922433,54028.547542194414,27284.51181853035,28716.96822785288,29452.446489967533,2026-03-01T21:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-03-01T21:00:00Z,ISONE_NEMA,12086.0,10300.0,1182.0,604.0,17608.25,89.61,13908.894176280906,13970.504811990395,14716.650752215925,13053.720694342612,13348.5887387986,13656.57223754659,2026-03-01T21:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-03-01T21:00:00Z,MISO_MINN_HUB,68870.0,47656.0,8930.0,12284.0,91510.75,25.76,72914.02945253179,72454.44118780902,71792.6942446769,58342.811343888665,58925.57101908345,59031.66410916611,2026-03-01T21:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-03-01T21:00:00Z,NYISO_NYC_J,5575.3275,5575.3275,772.0,0.0,7054.87155,67.54,5824.7715636738185,5822.215011072864,5706.88632692242,5824.7715636738185,5822.215011072864,5706.88632692242,2026-03-01T21:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-03-01T21:00:00Z,SPP_NORTH_HUB,31817.0,19576.0,12241.0,0.0,41569.45,22.9925,31647.380186661707,31899.745708707324,32164.758555158154,20301.94897696097,19920.00971564234,19140.89107819794,2026-03-01T21:00:00Z,bundle-2f15011435d8697103800f66,True
2026-03-01T22:00:00Z,CAISO_NP15,24626.0,7047.0,2771.0,14808.0,32722.8,-0.6174,25625.028534557325,25927.818600374907,25322.595114644213,14946.866244511133,16543.71985096272,17585.015132773675,2026-03-01T22:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-03-01T22:00:00Z,ERCOT_LZ_NORTH,56379.597058,15233.875418138903,16441.825000455552,24703.896639405542,71754.41932255,0.52,54297.01748922433,54028.547542194414,53476.00635024184,28716.96822785288,29452.446489967533,28627.091133811147,2026-03-01T22:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-03-01T22:00:00Z,ISONE_NEMA,14035.0,12442.0,1307.0,286.0,17608.25,102.09,13970.504811990395,14716.650752215925,15462.00360773229,13348.5887387986,13656.57223754659,13718.05497683068,2026-03-01T22:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-03-01T22:00:00Z,MISO_MINN_HUB,69174.0,48744.0,10171.0,10259.0,91510.75,36.55,72454.44118780902,71792.6942446769,71517.24006185208,58925.57101908345,59031.66410916611,57826.71910024974,2026-03-01T22:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-03-01T22:00:00Z,NYISO_NYC_J,5748.5745,5748.5745,770.0,0.0,7054.87155,96.35,5822.215011072864,5706.88632692242,5616.15447591623,5822.215011072864,5706.88632692242,5616.15447591623,2026-03-01T22:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-03-01T22:00:00Z,SPP_NORTH_HUB,32055.0,18745.0,13310.0,0.0,41569.45,24.4294,31899.745708707324,32164.758555158154,31991.544504163485,19920.00971564234,19140.89107819794,16679.52024073346,2026-03-01T22:00:00Z,bundle-2f15011435d8697103800f66,True
2026-03-01T23:00:00Z,CAISO_NP15,23566.0,7130.0,2503.0,13933.0,32722.8,0.98092,25927.818600374907,25322.595114644213,24768.54824245957,16543.71985096272,17585.015132773675,18734.52766059343,2026-03-01T23:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-03-01T23:00:00Z,ERCOT_LZ_NORTH,56230.841356,24674.379291822217,18373.737414172225,13182.724650005555,71754.41932255,21.09,54028.547542194414,53476.00635024184,52802.72889798266,29452.446489967533,28627.091133811147,25869.974908083695,2026-03-01T23:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-03-01T23:00:00Z,ISONE_NEMA,15903.0,14687.0,1189.0,27.0,17608.25,105.64,14716.650752215925,15462.00360773229,16312.002816322874,13656.57223754659,13718.05497683068,15060.114255145983,2026-03-01T23:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
2026-03-01T23:00:00Z,MISO_MINN_HUB,71390.0,54861.0,10708.0,5821.0,91510.75,57.94,71792.6942446769,71517.24006185208,70899.87965708229,59031.66410916611,57826.71910024974,57358.794049029726,2026-03-01T23:00:00Z,bundle-fbcddb17c6afab4b862b2d0a,True
2026-03-01T23:00:00Z,NYISO_NYC_J,5910.5341,5910.5341,654.0,0.0,7054.87155,95.01,5706.88632692242,5616.15447591623,5596.783368249775,5706.88632692242,5616.15447591623,5596.783368249775,2026-03-01T23:00:00Z,bundle-5e6c704f87cc84392722a1dc,True
2026-03-01T23:00:00Z,SPP_NORTH_HUB,32534.0,18518.0,14016.0,0.0,41569.45,33.1658,32164.758555158154,31991.544504163485,31747.709303895183,19140.89107819794,16679.52024073346,14905.03338795353,2026-03-01T23:00:00Z,bundle-2f15011435d8697103800f66,True
2026-03-02T00:00:00Z,CAISO_NP15,23654.0,8184.0,2341.0,13129.0,32722.8,12.86928,25322.595114644213,24768.54824245957,24044.710615696582,17585.015132773675,18734.52766059343,19990.697311810844,2026-03-02T00:00:00Z,bundle-7c9cd8b3c5e3cdaef57583cc,True
2026-03-02T00:00:00Z,ERCOT_LZ_NORTH,55244.770629,35371.12427572222,18900.685042966667,972.9613103111112,71754.41932255,29.99,53476.00635024184,52802.72889798266,50866.633579188325,28627.091133811147,25869.974908083695,28206.063351885157,2026-03-02T00:00:00Z,bundle-109861ef5e61f980f9d7e90b,True
2026-03-02T00:00:00Z,ISONE_NEMA,16564.0,15415.0,1145.0,4.0,17608.25,101.85,15462.00360773229,16312.002816322874,16589.524485485515,13718.05497683068,15060.114255145983,16031.552847112524,2026-03-02T00:00:00Z,bundle-300300ae302ff22f5c9d57a4,True
