timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok,forecast_gross_h1_mw,forecast_gross_h3_mw,forecast_gross_h6_mw,forecast_gross_h12_mw,forecast_net_h1_mw,forecast_net_h3_mw,forecast_net_h6_mw,forecast_net_h12_mw
2025-05-31 20:00:00+00:00,CAISO_NP15,28478,556,16050,11872,33983.0,2025-05-31T20:00:00Z,causal-ridge-shortlag-v2,True,29026.426485714303,30655.838054830987,31952.806793708467,26223.267102614816,12625.114656278996,16200.939259531295,22310.532002931417,25179.65441171788
2025-05-31 20:00:00+00:00,ISONE_NEMA,11393,472,271,10650,18007.25,2025-05-31T20:00:00Z,causal-ridge-shortlag-v2,True,11463.070683098307,11588.399534336193,11018.496961969777,9070.03520279476,10733.518589114949,10953.88361923749,10496.840159565441,8472.264775718573
2025-05-31 20:00:00+00:00,MISO_MINN_HUB,73593,5919,12569,55105,101249.75,2025-05-31T20:00:00Z,causal-ridge-shortlag-v2,True,74930.67699692446,76050.50073156666,72579.15055034526,56015.321779020196,57974.948172213815,62977.83099642911,62914.06588489535,45514.910124833375
2025-05-31 20:00:00+00:00,SPP_NORTH_HUB,36750,4865,803,31082,46366.75,2025-05-31T20:00:00Z,causal-ridge-shortlag-v2,True,37328.88954241046,37028.896035911515,33722.523786710015,25730.48033346352,31407.81904423356,29474.44625092932,23184.736047997416,12238.026771871939
2025-05-31 21:00:00+00:00,CAISO_NP15,29674,741,16334,12599,33983.0,2025-05-31T21:00:00Z,causal-ridge-shortlag-v2,True,30481.120525883838,31901.87632577036,31735.17105646793,25553.972506321807,14305.321748364873,18336.374486005116,23538.008588019286,25261.744238683255
2025-05-31 21:00:00+00:00,ISONE_NEMA,11735,527,197,11011,18007.25,2025-05-31T21:00:00Z,causal-ridge-shortlag-v2,True,12057.545598118366,12006.60930211621,10565.698828533885,9006.077911490953,11387.537841250696,11424.45471489186,10022.911189994513,8361.979417625691
2025-05-31 21:00:00+00:00,MISO_MINN_HUB,74914,5918,11831,57165,101249.75,2025-05-31T21:00:00Z,causal-ridge-shortlag-v2,True,75626.43087981897,75601.8513460078,70545.09331673504,55639.572118392825,59630.552690696975,63199.72242519206,61314.13466016989,44592.127901796484
2025-05-31 21:00:00+00:00,SPP_NORTH_HUB,37779,4711,690,32378,46366.75,2025-05-31T21:00:00Z,causal-ridge-shortlag-v2,True,38090.276342313526,37052.8668694064,32814.18706845713,25394.053020625644,32191.460621369937,29279.152020400776,22100.572208901518,12509.664515700051
2025-05-31 22:00:00+00:00,CAISO_NP15,30260,982,15872,13406,33983.0,2025-05-31T22:00:00Z,causal-ridge-shortlag-v2,True,30682.253758356186,31523.511770714656,30959.520793592637,25480.66594138216,15135.460033303363,19398.84240588598,24369.714475202785,24575.92668180594
2025-05-31 22:00:00+00:00,ISONE_NEMA,12099,606,89,11404,18007.25,2025-05-31T22:00:00Z,causal-ridge-shortlag-v2,True,12233.252027503495,11737.471058621837,10161.712975132217,9066.13373190445,11574.327437266133,11105.222602250928,9532.006522745938,8310.792001702466
2025-05-31 22:00:00+00:00,MISO_MINN_HUB,75901,6029,10106,59766,101249.75,2025-05-31T22:00:00Z,causal-ridge-shortlag-v2,True,76278.87696187085,75361.92575705415,69115.52018129604,56988.26613829856,62278.96447471888,64771.163494440865,60261.67570830788,45423.32166912039
2025-05-31 22:00:00+00:00,SPP_NORTH_HUB,38151,4730,592,32829,46366.75,2025-05-31T22:00:00Z,causal-ridge-shortlag-v2,True,37903.835679819815,36039.33945899963,31382.72903561448,25543.409178925212,32030.56036376951,28154.13563512345,20594.880522404677,13366.822653219619
2025-05-31 23:00:00+00:00,CAISO_NP15,30838,1341,13749,15748,33983.0,2025-05-31T23:00:00Z,causal-ridge-shortlag-v2,True,31430.640676758398,31738.43961342149,30039.834768229368,24667.580677741207,18614.447147377734,21926.80881737795,25209.516368784403,23400.002495374127
2025-05-31 23:00:00+00:00,ISONE_NEMA,12541,684,19,11838,18007.25,2025-05-31T23:00:00Z,causal-ridge-shortlag-v2,True,12675.46146480681,11915.028386307647,9857.014852219903,9596.62470545818,11997.628564296236,11238.815821702992,9129.388823934496,8780.792899706761
2025-05-31 23:00:00+00:00,MISO_MINN_HUB,75781,5758,6343,63680,101249.75,2025-05-31T23:00:00Z,causal-ridge-shortlag-v2,True,75271.29232865934,72344.46988081376,64177.228304072334,58350.94486635203,66057.09402213653,65593.78268919584,57668.330185551706,47861.415564757204
2025-05-31 23:00:00+00:00,SPP_NORTH_HUB,37817,4271,479,33067,46366.75,2025-05-31T23:00:00Z,causal-ridge-shortlag-v2,True,37016.35675788846,34462.471318448224,29793.02593800654,26001.14906064094,31999.595410795046,27471.527617600168,20012.323264251583,15197.448925892775
2025-06-01 00:00:00+00:00,CAISO_NP15,31993,1895,12364,17734,33983.0,2025-06-01T00:00:00Z,causal-ridge-shortlag-v2,True,32489.110426423686,31898.29219836278,29279.45362486107,23768.48171918545,20125.08745411666,23499.320975249422,25952.91270266822,21758.682584559756
2025-06-01 00:00:00+00:00,ISONE_NEMA,12245,721,1,11523,18007.25,2025-06-01T00:00:00Z,causal-ridge-shortlag-v2,True,11630.229385421011,10364.257902680507,8931.355022561505,9889.231298970546,10886.967775512447,9613.471489556021,8196.511159243599,9050.598214053787
2025-06-01 00:00:00+00:00,MISO_MINN_HUB,74213,5247,1737,67229,101249.75,2025-06-01T00:00:00Z,causal-ridge-shortlag-v2,True,72476.12070087106,67075.90523497437,58031.08799350131,61138.43359635194,67924.26390730945,62690.21946790811,51841.355768130416,50566.98622806021
2025-06-01 00:00:00+00:00,SPP_NORTH_HUB,36649,4852,302,31495,46366.75,2025-06-01T00:00:00Z,causal-ridge-shortlag-v2,True,35267.97273869299,32114.186054416543,27932.271810822902,26955.455329198692,29335.2969093768,24084.720094463963,17724.920214459158,16772.158269408388
2025-06-01 01:00:00+00:00,CAISO_NP15,33079,2381,9597,21101,33983.0,2025-06-01T01:00:00Z,causal-ridge-shortlag-v2,True,33137.384496343904,31872.555638536975,28214.975220146414,23125.76010925678,24145.076024654547,25642.36552194027,25828.522537289762,19824.936862493283
2025-06-01 01:00:00+00:00,ISONE_NEMA,11780,754,1,11025,18007.25,2025-06-01T01:00:00Z,causal-ridge-shortlag-v2,True,11279.49579792911,10130.293399431237,8798.745499995,10114.057915314064,10517.00273927042,9375.917677720858,8026.78114149845,9211.171470419164
2025-06-01 01:00:00+00:00,MISO_MINN_HUB,72653,5633,154,66866,101249.75,2025-06-01T01:00:00Z,causal-ridge-shortlag-v2,True,70292.24961191324,63951.14922375578,55811.073721704255,61664.360061992,64481.54628935943,57406.890553163954,47398.20384766963,48561.64977400011
2025-06-01 01:00:00+00:00,SPP_NORTH_HUB,35004,6899,46,28059,46366.75,2025-06-01T01:00:00Z,causal-ridge-shortlag-v2,True,33257.49342567131,29718.71505415794,26137.20555041993,27890.14722206524,24843.82550533872,19176.518527806944,14353.78496453862,17291.446162322172
2025-06-01 02:00:00+00:00,CAISO_NP15,34174,2715,5037,26422,33983.0,2025-06-01T02:00:00Z,causal-ridge-shortlag-v2,True,34003.11974975472,31696.830558373527,26443.584149752165,23551.328015098807,29386.794322965656,27872.95149951066,24668.40567408743,18358.894922716096
2025-06-01 02:00:00+00:00,ISONE_NEMA,10995,736,1,10258,18007.25,2025-06-01T02:00:00Z,causal-ridge-shortlag-v2,True,10233.97628000846,9264.265990806814,8994.940956743496,9854.542878584447,9508.999956587835,8570.301000466414,8305.316327397437,8882.399848744062
2025-06-01 02:00:00+00:00,MISO_MINN_HUB,70602,6436,115,64051,101249.75,2025-06-01T02:00:00Z,causal-ridge-shortlag-v2,True,67680.33247220588,61385.13852442829,54928.52694448046,64204.998125476144,60484.641483201005,55213.02168434521,48225.33602819309,50746.125948454726
