interaction_count,mean_raw_ramp_reward,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
2048,-3.023632452715936e-06,3.023632452715936e-06,72,-9.54112121040004e-05,26.402131299953908
4096,7.861889732160923e-07,-7.861889732160923e-07,76,2.186227352905513e-05,51.731941299978644
6144,4.059084442254348e-06,-4.059084442254348e-06,76,0.00012118095109649272,76.11104859993793
8192,5.957383110892079e-06,-5.957383110892079e-06,76,0.00015393882082755792,100.96330270008184
10240,9.851090768147307e-06,-9.851090768147307e-06,76,0.00025269032119507024,125.73823280003853
12288,1.222468013098415e-05,-1.222468013098415e-05,76,0.0003325581115878021,151.01230169995688
14336,1.4072768424281237e-05,-1.4072768424281237e-05,76,0.0003833354423091102,176.6574015999213
16384,1.820006568087072e-05,-1.820006568087072e-05,76,0.0004810807087479529,203.16389780002646
18432,2.1261467323124193e-05,-2.1261467323124193e-05,76,0.0005703294841943997,228.68830189993605
20480,2.2740917339024443e-05,-2.2740917339024443e-05,76,0.0006176545246586984,254.07225900003687
22528,2.2973610775679224e-05,-2.2973610775679224e-05,76,0.0006187517109498503,279.56415909994394
24576,2.5839996551575996e-05,-2.5839996551575996e-05,76,0.0006905508540215277,304.49758279998787
26624,2.9767289995709597e-05,-2.9767289995709597e-05,76,0.0007984692045637851,330.3693433001172
28672,3.002026450594346e-05,-3.002026450594346e-05,76,0.000816045746595843,356.113618100062
30720,3.3174951908654e-05,-3.3174951908654e-05,76,0.0008966940162262844,380.8618966001086
32768,3.453264309046703e-05,-3.453264309046703e-05,76,0.0009249572303170089,406.2541928999126
34816,3.4895733683421915e-05,-3.4895733683421915e-05,76,0.0009430297409933155,431.16116179991513
36864,3.671046524753022e-05,-3.671046524753022e-05,76,0.0009908730744022122,455.8884765000548
38912,3.773339200492337e-05,-3.773339200492337e-05,76,0.0010214803451186504,481.18005640013143
40960,4.049755385835398e-05,-4.049755385835398e-05,76,0.0010820332171997988,505.9158242000267
43008,4.0137597067589975e-05,-4.0137597067589975e-05,76,0.0010816677485579772,530.5513349999674
45056,4.204876710474272e-05,-4.204876710474272e-05,76,0.0011403368032935229,555.3929765999783
47104,4.146352178469322e-05,-4.146352178469322e-05,76,0.0011190117701666046,580.5087788000237
49152,4.1090293071804334e-05,-4.1090293071804334e-05,76,0.0011106302149310663,606.3914336001035
51200,4.4195918185626875e-05,-4.4195918185626875e-05,76,0.0011979747358906185,631.3095752999652
53248,4.441946852634409e-05,-4.441946852634409e-05,76,0.0011999564633378896,660.1249573000241
55296,4.400420773819867e-05,-4.400420773819867e-05,76,0.0011850577750056259,688.133984999964
57344,4.513244492879084e-05,-4.513244492879084e-05,72,0.0012245304649102769,713.3351259999909
59392,4.65639505635608e-05,-4.65639505635608e-05,76,0.0012535678038391631,738.5927482999396
61440,4.627751853951026e-05,-4.627751853951026e-05,76,0.0012402277407361172,763.6980697999243
63488,4.6033500046386146e-05,-4.6033500046386146e-05,76,0.0012581918552572228,790.830068100011
65536,4.7835655796987913e-05,-4.7835655796987913e-05,76,0.0012819432857283032,819.2213763999753
67584,4.831591971522122e-05,-4.831591971522122e-05,76,0.0013127304279657093,844.9601400000975
69632,5.035084440951145e-05,-5.035084440951145e-05,76,0.0013398428027803784,869.9098364999518
71680,4.916485663940554e-05,-4.916485663940554e-05,76,0.0013476756768832558,896.6882509000134
73728,4.829755997318803e-05,-4.829755997318803e-05,76,0.0012845001788564581,924.110401700018
75776,5.159994775656939e-05,-5.159994775656939e-05,76,0.00139096821720505,958.2235036999919
77824,4.923863182962385e-05,-4.923863182962385e-05,76,0.0013350864209934973,984.7692243999336
79872,5.09975130214156e-05,-5.09975130214156e-05,76,0.0013847312583842122,1014.9370999000967
81920,4.9715217986549866e-05,-4.9715217986549866e-05,76,0.0013413336347867827,1041.9801670999732
83968,5.445583512698386e-05,-5.445583512698386e-05,76,0.001467315780474925,1070.1190643999726
