timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok,forecast_gross_h1_mw,forecast_gross_h3_mw,forecast_gross_h6_mw,forecast_gross_h12_mw,forecast_net_h1_mw,forecast_net_h3_mw,forecast_net_h6_mw,forecast_net_h12_mw
2025-06-30 23:00:00+00:00,CAISO_NP15,31407,2180,17778,11449,33983.0,2025-06-30T23:00:00Z,causal-ridge-shortlag-v2,True,31981.92895052395,32860.29575398782,32501.268388627803,26308.607574891696,14354.769642973399,20637.57524088752,25762.736402085204,23188.301994783607
2025-06-30 23:00:00+00:00,ISONE_NEMA,20450,242,81,20127,18007.25,2025-06-30T23:00:00Z,causal-ridge-shortlag-v2,True,19808.399202484474,17393.328814965134,14438.21131966126,15908.740620130742,19534.322172701148,17139.57668669292,14257.019966479607,15609.34911169525
2025-06-30 23:00:00+00:00,MISO_MINN_HUB,104678,11188,4606,88884,101249.75,2025-06-30T23:00:00Z,causal-ridge-shortlag-v2,True,102142.71367223124,94693.2067093807,82195.01079588497,76919.86076309637,88283.49803360733,83191.79941268679,73231.73035424884,65142.03230073882
2025-06-30 23:00:00+00:00,SPP_NORTH_HUB,43743,10147,720,32876,46366.75,2025-06-30T23:00:00Z,causal-ridge-shortlag-v2,True,42797.878879902,40147.253567802625,35329.90980737762,31060.465836332456,31512.291802202853,27670.693361989997,21534.868782164613,19300.282507246775
2025-07-01 00:00:00+00:00,CAISO_NP15,33243,2085,17020,14138,33983.0,2025-07-01T00:00:00Z,causal-ridge-shortlag-v2,True,34014.1098312696,34406.02215507835,32579.613960496903,26443.613208022623,17850.55293360052,23540.88982737857,26737.300705344645,23569.176480340004
2025-07-01 00:00:00+00:00,ISONE_NEMA,19843,369,11,19463,18007.25,2025-07-01T00:00:00Z,causal-ridge-shortlag-v2,True,18720.328529168484,16018.326377398156,14156.35956060833,15827.282938828053,18310.29838673453,15588.213750524093,13808.016303988887,15246.30983544299
2025-07-01 00:00:00+00:00,MISO_MINN_HUB,101380,9065,2033,90282,101249.75,2025-07-01T00:00:00Z,causal-ridge-shortlag-v2,True,97789.11808057173,89209.79827333993,77202.9775529591,80649.09616539725,89416.79288158745,82626.1923661442,71005.87324976733,69568.86865414793
2025-07-01 00:00:00+00:00,SPP_NORTH_HUB,42490,7640,387,34463,46366.75,2025-07-01T00:00:00Z,causal-ridge-shortlag-v2,True,40983.01667615478,37557.29007030519,32866.0357731923,32664.19698414489,34236.51949416342,30863.993190291534,25247.826518223526,26024.38661738379
2025-07-01 01:00:00+00:00,CAISO_NP15,34779,2157,15411,17211,33983.0,2025-07-01T01:00:00Z,causal-ridge-shortlag-v2,True,35397.18439643357,34592.96681456793,31305.102789303855,26135.97893860418,21013.48467529529,25126.727671491713,26543.51123385255,22705.810826850757
2025-07-01 01:00:00+00:00,ISONE_NEMA,18924,454,0,18470,18007.25,2025-07-01T01:00:00Z,causal-ridge-shortlag-v2,True,17684.706051810506,15162.091186702655,14208.173519133323,15477.627342026512,17198.38912160394,14653.280435539948,13788.394560155277,14713.179761888534
