timestep,price_usd_kwh
0,0.0509974495233269
1,0.0480281616851871
2,0.0521105255075871
3,0.0525895068929129
4,0.0461317338334872
5,0.0476368585985883
6,0.0508962609736628
7,0.0499353890867999
8,0.0506437178792089
9,0.0487928559667711
10,0.0527174762662079
11,0.0525112884574622
12,0.0509279245535884
13,0.0533293088962406
14,0.0518540388337946
15,0.0488732468461632
16,0.0516361764707487
17,0.0486441038856483
18,0.0527684405985841
19,0.050665146630068
20,0.0503423010683029
21,0.0492021285540451
22,0.0534561558554805
23,0.0503242388194659
24,0.0496700075816395
25,0.0497986430805734
26,0.051741293550233
27,0.0513140412295444
28,0.0513642693645003
29,0.0513445369507331
30,0.0551293201120591
31,0.0493275810774416
32,0.0490169815643599
33,0.0482623032583177
34,0.0513994088179125
35,0.0524703594057548
36,0.0495872204906595
37,0.047863560600758
38,0.0478061911222038
39,0.0510296948247463
40,0.0511401751352113
41,0.0505895297512547
42,0.0477673872620753
43,0.0496824575895493
44,0.0493160958684961
45,0.0494373977629731
46,0.0507963866592993
47,0.0492278038957808
48,0.0501402203805886
49,0.048651767492658
50,0.0490365705427591
51,0.0496922627510468
52,0.0448787367777681
53,0.0473233947669892
54,0.0468696600628467
55,0.0463760716096293
56,0.0470804055912538
57,0.0509495760228272
58,0.0455250435867174
59,0.0495398846257162
60,0.043463947722594
61,0.0463872700586366
62,0.0473986774213338
63,0.0482447205363188
64,0.0484208794543385
65,0.0485023546122029
66,0.0458313378436528
67,0.0454763994304192
68,0.0483500633190166
69,0.0458944390770025
70,0.0433622856223835
71,0.0435929552280078
72,0.0439870322691701
73,0.0470901436977327
74,0.0462106080695772
75,0.0473653443325662
76,0.0447751135060048
77,0.0460209927145336
78,0.0470029549415079
79,0.0448337773500986
80,0.0464953906895557
81,0.0439196335325254
82,0.044536965632568
83,0.044443410021023
84,0.0425638384389401
85,0.046306053308411
86,0.0441138803076608
87,0.0451616492236463
88,0.0461825959432482
89,0.0460769076921491
90,0.046544581612729
91,0.0448051157521774
92,0.04405755126514
93,0.0448179199106619
94,0.0411921702244956
95,0.0417281509825254
96,0.0420227966195149
97,0.042757063184976
98,0.0459066236059031
99,0.042980327042364
100,0.044181565555696
101,0.0479747149667053
102,0.0442731092476139
103,0.0467615829927261
104,0.0430332045692138
105,0.0447074642310176
106,0.0430721655683618
107,0.0444910460145587
108,0.0471928321272008
109,0.0414680213510702
110,0.0463883536438074
111,0.0460062354740193
112,0.044198909340075
113,0.0423504815771904
114,0.0458386764721769
115,0.0445611652867438
116,0.046356004221883
117,0.0459653809984899
118,0.0496076685377949
119,0.0455562363887068
120,0.0438866498976106
121,0.0466911756317917
122,0.0468845762217584
123,0.0495529617279168
124,0.0484823566547719
125,0.0475181735810035
126,0.0501227203125274
127,0.0442737889202293
128,0.045630344801062
129,0.0451092508446648
130,0.0464441315488048
131,0.0443536243644233
132,0.0490129386777706
133,0.04721915040148
134,0.0445476633129015
135,0.0457121727967637
136,0.0488451976617088
137,0.0501703514161202
138,0.052924083992911
139,0.0551364854349302
140,0.0496634353413035
141,0.0466570140924598
142,0.0442404470552556
143,0.0497954642918082
144,0.0475209110822855
145,0.0485736055398933
146,0.0482901475452099
147,0.0495107226123011
148,0.0523868771483948
149,0.0505033314703452
150,0.04995507004421
151,0.0481441203924276
152,0.0468688017223596
153,0.0497051305749277
154,0.050840616121259
155,0.0551014182139181
156,0.0515781120067998
157,0.0536568666987921
158,0.0504821038434121
159,0.0490981340358669
160,0.0497502178296675
161,0.0504459888969187
162,0.0570211725640826
163,0.0505365199371428
164,0.0544217243232806
165,0.0506517820263195
166,0.0549252131635071
167,0.0538384796181798
168,0.0527602295939461
169,0.0531582311128186
170,0.0519107115996031
171,0.0545182372487099
172,0.052617806007558
173,0.0510070037265692
174,0.051008311182522
175,0.0543868082827053
176,0.0576618234658604
177,0.0545746102685546
178,0.0540486463447432
179,0.0550546556452439
180,0.0574408490010687
181,0.055081416532416
182,0.0537431775687231
183,0.0572312095803837
184,0.0557752445802429
185,0.0583285186665605
186,0.0553417771151161
187,0.0522246564549905
188,0.0519452288305018
189,0.0587756063072878
190,0.0589701577599037
191,0.0547122582248715
192,0.0542715737089505
193,0.0584328051697993
194,0.0526577070476995
195,0.0531325881704084
196,0.0565835129167605
197,0.0542316033649576
198,0.0550845203516206
199,0.0546980439897806
200,0.0557882848295372
201,0.0581517885133618
202,0.0551383141973544
203,0.0563263229365403
204,0.050201057881512
205,0.0546344547306632
206,0.0527707065503602
207,0.0518434784974408
208,0.0525218963561436
209,0.0536521751812788
210,0.0563654299581727
211,0.0512156601037932
212,0.0541592879092304
213,0.052886483354784
214,0.0531195313479088
215,0.0559896389469456
216,0.0548168244611982
217,0.0564841325392552
218,0.0529928720995055
219,0.0516370836072699
220,0.0525589685981949
221,0.0534655562098142
222,0.0531724540980432
223,0.0501888085351746
224,0.0526844530959517
225,0.0528455502814168
226,0.0578469224410437
227,0.0562558295031222
228,0.0499635799584673
229,0.0510877093600742
230,0.0482933874119905
231,0.050110083479844
232,0.0520039230008118
233,0.0538635725094404
234,0.0493688569325491
235,0.049399006499372
236,0.0459039568859353
237,0.0502371846855389
238,0.048084193312156
239,0.0491587464130418
240,0.0482566104188815
241,0.0499014923531874
242,0.0460474594755526
243,0.046595229841587
244,0.0545858100540139
245,0.0468026174285485
246,0.0471414401247984
247,0.0536578914465211
248,0.0559827475679938
249,0.046737836322672
250,0.0484789211778026
251,0.050015785946704
252,0.0530829021365141
253,0.0469252275917784
254,0.0485523946698606
255,0.0508181744254948
256,0.0500185339147161
257,0.0481713020768657
258,0.0487000180463976
259,0.0458970989356568
260,0.0484501309285114
261,0.0483878341558434
262,0.0495163941121313
263,0.0477567794155612
264,0.0500847374795451
265,0.0513249443070474
266,0.0494234307441733
267,0.0498971311272387
268,0.0492615728506727
269,0.0491825202683867
270,0.0476029663022576
271,0.0499862207048329
272,0.0491060471072641
273,0.0540882937000374
274,0.0529750124139047
275,0.0503616736970305
276,0.0478371273694887
277,0.0471131721283429
278,0.0523595368128493
279,0.05033496346563
280,0.0508890286450258
281,0.0459486036531191
282,0.0520258376935052
283,0.0510263677136335
284,0.047569599740073
285,0.0490703010901489
286,0.0507864725641373
287,0.0503714556158877
288,0.0496544509258214
289,0.0501352773210798
290,0.0498550612160571
291,0.0508165019332632
292,0.0538324199471929
293,0.0447917809969331
294,0.0500757069713896
295,0.051044087867661
296,0.0513475069603895
297,0.0498753969958387
298,0.0467862068121897
299,0.0514992464411038
300,0.054665893465945
301,0.0473418280195012
302,0.0527457558445484
303,0.050067473135624
304,0.0506685074284482
305,0.0484325680884296
306,0.050039401032842
307,0.0537025802678598
308,0.052069215680752
309,0.0546319211411263
310,0.0533546145936638
311,0.0516598751817122
312,0.054557597865384
313,0.051578678176333
314,0.0524065712805314
315,0.0498245074392721
316,0.0505853490740926
317,0.0488059860915397
318,0.0525371768629389
319,0.0475908317122985
320,0.0519298159752106
321,0.0496643270174888
322,0.0526487610774191
323,0.0516196269717782
324,0.0539400561250883
325,0.0513981557289856
326,0.0461241832822892
327,0.0494152164131198
328,0.0468308370666652
329,0.0482013030022439
330,0.0526650480783475
331,0.050594545687169
332,0.0474809593336273
333,0.046664484345842
334,0.0489094316178875
335,0.0459874535749302
336,0.0471025992395345
337,0.0492017358972983
338,0.0509855039769467
339,0.0496415775554151
340,0.0430019359780976
341,0.0487274801441112
342,0.0480900740747788
343,0.0487447999102654
344,0.0513359474402291
345,0.0429436719497391
346,0.0461431808903472
347,0.0486907975541704
348,0.0436918173099582
349,0.0504616467342249
350,0.047861285403424
351,0.0488305342589081
352,0.0455359964113806
353,0.0485482916354271
354,0.0490200302571871
355,0.0470406665092231
356,0.0469470195947601
357,0.04693314609637
358,0.0442900530042302
359,0.0458109119289748
360,0.0457126242146559
361,0.0468341682184071
362,0.0481397547189666
363,0.0434300461014623
364,0.045455161642043
365,0.0489975533918436
366,0.0439223030402531
367,0.0436797445255659
368,0.0459228353366718
369,0.0473088335785173
370,0.0453795454123509
371,0.0482924816110025
372,0.0471822641022901
373,0.0471044603771461
374,0.0464167977010962
375,0.0503707569322877
376,0.0446393021607613
377,0.0405642873889321
378,0.0486570374309538
379,0.0439968843726708
380,0.0452527034670111
381,0.0479437749261374
382,0.0413835887335186
383,0.0421679478137385
384,0.0413959953887949
385,0.0432140618945221
386,0.0459963139593136
387,0.0461970775632529
388,0.0456540482057739
389,0.0418727280579289
390,0.0398769704500786
391,0.0452244685308035
392,0.0440723482735498
393,0.0462033167225821
394,0.0467891108509085
395,0.045564913657467
396,0.0470124382600173
397,0.0458702178950119
398,0.0466035460334325
399,0.0438858155273144
400,0.045131621059272
401,0.0460468579670426
402,0.0475225741495099
403,0.044866606244632
404,0.0470051090717322
405,0.0453180763892525
406,0.0457391961558345
407,0.0479612043950752
408,0.041705133421138
409,0.0433707427149717
410,0.0430546665385755
411,0.0412441534139671
412,0.0450772613611149
413,0.0484014399723046
414,0.0461892996579226
415,0.0473935334768248
416,0.0495205251173482
417,0.0501813405104296
418,0.0471656432527714
419,0.0504967364479562
420,0.0477911340289149
421,0.0458350054663404
422,0.0465195766830854
423,0.0446660185762094
424,0.0461414903340452
425,0.0474790290901903
426,0.0502395057802063
427,0.0524520270065372
428,0.0456211057068341
429,0.0497673366661163
430,0.0466963273237965
431,0.0502611819505768
432,0.0490550835826863
433,0.0453886212671407
434,0.0517560335741236
435,0.0484662505029183
436,0.0487871460927821
437,0.0477430292681914
438,0.0488398610550001
439,0.0514370948278493
440,0.0502110385808375
441,0.0515388128754783
442,0.0517759510319401
443,0.0540950646333018
444,0.050513725494041
445,0.0481227727110873
446,0.0540067693774121
447,0.0510184091230864
448,0.0544295635449894
449,0.0529403460467847
450,0.051937056223146
451,0.0531693857270018
452,0.056924901875158
453,0.0573565743673862
454,0.0529852814385888
455,0.0533327687794051
456,0.0555342052179762
457,0.0513472094728968
458,0.0541333922527103
459,0.053456383387479
460,0.0543478123141042
461,0.0518895368816593
462,0.050307143864796
463,0.0493342727368502
464,0.0515947538847103
465,0.0531826097469008
466,0.0536559015085307
467,0.0587703169466046
468,0.0569908301645198
469,0.0524231008925786
470,0.0554501078561137
471,0.0538261339509608
472,0.054170723958114
473,0.0552900503957542
474,0.0563226346445614
475,0.0542163801876226
476,0.0574172529774569
477,0.0524916574509471
478,0.0551061727784564
479,0.060960942339598
480,0.0556356746024133
481,0.0583692881521182
482,0.0553544802331871
483,0.0564524724275511
484,0.0550082654413266
485,0.0547360478337722
486,0.0533422091591085
487,0.0560339685691153
488,0.0531127834190716
489,0.0564825211071112
490,0.0573763939168288
491,0.0557021563179512
492,0.0541698854583315
493,0.0557654936884505
494,0.0539734602835398
495,0.0566907889156905
496,0.0503770754922493
497,0.0536488363445887
498,0.0498253222488427
499,0.050836156850696
500,0.0571590570679742
501,0.0559900307892208
502,0.0522379652853325
503,0.0503528010639183
504,0.0469358748427956
505,0.0522521219046606
506,0.0587864436553744
507,0.0541814440943222
508,0.0518036132925646
509,0.0539663689008297
510,0.0492630077472849
511,0.05195970413163
512,0.0527046754015744
513,0.052138310072007
514,0.0539619196303951
515,0.0528083808867696
516,0.0533871110379676
517,0.0501854842885407
518,0.0536062165850475
519,0.0551042823934158
520,0.0491109753235179
521,0.0491530866370841
522,0.0540148103241927
523,0.0504403120194607
524,0.053893955334997
525,0.0496074776550076
526,0.0537484782854491
527,0.0506458282124277
528,0.0508105620222347
529,0.0536341986490129
530,0.0491883647818556
531,0.0477785569278856
532,0.0487857345838864
533,0.0507170696253621
534,0.0460862497639152
535,0.0509591455387631
536,0.0482341109725629
537,0.0519564397241796
538,0.0439203956445496
539,0.0474775129631035
540,0.0453987790963248
541,0.047286639718923
542,0.0496615181007255
543,0.048665904972094
544,0.0484702107170331
545,0.0486594872765283
546,0.0494587432579535
547,0.0467214084101172
548,0.0505764335444772
549,0.0504782044417308
550,0.0498603472201985
551,0.0502584659040944
552,0.0496907163056381
553,0.0536252486480977
554,0.0488777528720511
555,0.0484147419670877
556,0.0474465362628184
557,0.0468597393751309
558,0.0464264103556266
559,0.0472743146612984
560,0.0491659110949773
561,0.0501308290440634
562,0.0495500335150778
563,0.0477710645795615
564,0.0515794213603469
565,0.0512797764529827
566,0.0493202564766998
567,0.0482747163835534
568,0.0510426688092617
569,0.0502968626956548
570,0.0466808147763154
571,0.0498509663766863
572,0.0506576493571729
573,0.0481069186373138
574,0.0506202564882194
575,0.0469800547277561
576,0.0533182548189068
577,0.053176013390612
578,0.0498538463148409
579,0.0512910085411706
580,0.0450992385849086
581,0.0479649802534315
582,0.0499476174961941
583,0.0482346356213626
584,0.0522889125695125
585,0.0552061219979946
586,0.0480914477040506
587,0.0488769639435554
588,0.051309114312773
589,0.0544180275146867
590,0.0480518006105127
591,0.0513669861628411
592,0.0549044096208926
593,0.0470851316541102
594,0.0479095217052396
595,0.0498243650652502
596,0.049586917457355
597,0.0525625729263996
598,0.0512491722130609
599,0.0466782655199259
600,0.0517934185880333
601,0.0492914810726217
602,0.0534111041208558
603,0.0490797201277421
604,0.0490032366014293
605,0.0515927358182755
606,0.0520271975953586
607,0.0512502384331635
608,0.0463769337406551
609,0.051303869386714
610,0.0476862620008503
