timestamp_utc,market_id,gross_demand_mw,net_load_mw,wind_mw,solar_mw,market_scale_mw,da_lmp_usd_per_mwh,forecast_issue_time_utc,forecast_vintage_id,quality_ok,forecast_gross_h1_mw,forecast_gross_h2_mw,forecast_gross_h3_mw,forecast_net_h1_mw,forecast_net_h2_mw,forecast_net_h3_mw
2025-10-30T21:00:00Z,CAISO_NP15,28032.0,11952.0,377.0,15703.0,32722.8,33.11817,2025-10-30T21:00:00Z,bundle-96571a00dfad3f10752218c7,True,29091.921978281003,28916.73506043812,27447.51978277887,10877.018757321668,14617.744710506644,16374.26708115006
2025-10-30T21:00:00Z,ISONE_NEMA,14137.0,13259.0,856.0,22.0,17608.25,66.55,2025-10-30T21:00:00Z,bundle-1b720eb42a22673837d00d0d,True,13249.224437529723,13579.83399118451,13185.926572146793,12497.492815231732,12820.900586568168,12421.03715269472
2025-10-30T21:00:00Z,MISO_MINN_HUB,68060.0,49523.0,8044.0,10493.0,91510.75,42.84,2025-10-30T21:00:00Z,bundle-cb99b8681521c00c424b8b92,True,72533.1905835214,72013.74640473085,70539.38912701128,62508.32635238271,63152.48285714977,61105.14472915392
2025-10-30T21:00:00Z,SPP_NORTH_HUB,30359.0,18758.0,10657.0,944.0,41569.45,27.4793,2025-10-30T21:00:00Z,bundle-c727170760ebc2c4511de5f6,True,32549.396295149803,32311.13196780369,31594.53390886619,22847.07700364142,21694.491454697687,19740.46740210152
2025-10-30T22:00:00Z,CAISO_NP15,27912.0,11860.0,387.0,15665.0,32722.8,35.67145,2025-10-30T22:00:00Z,bundle-96571a00dfad3f10752218c7,True,28916.73506043812,27447.51978277887,27170.64710729196,14617.744710506644,16374.26708115006,18398.8371982806
2025-10-30T22:00:00Z,ISONE_NEMA,14529.0,13653.0,874.0,2.0,17608.25,66.02,2025-10-30T22:00:00Z,bundle-1b720eb42a22673837d00d0d,True,13579.83399118451,13185.926572146793,13146.969865509953,12820.900586568168,12421.03715269472,12439.993512795403
2025-10-30T22:00:00Z,MISO_MINN_HUB,68394.0,53226.0,7741.0,7427.0,91510.75,71.52,2025-10-30T22:00:00Z,bundle-cb99b8681521c00c424b8b92,True,72013.74640473085,70539.38912701128,69310.39160341161,63152.48285714977,61105.14472915392,59698.64845925781
2025-10-30T22:00:00Z,SPP_NORTH_HUB,30373.0,18727.0,10690.0,956.0,41569.45,43.4005,2025-10-30T22:00:00Z,bundle-c727170760ebc2c4511de5f6,True,32311.13196780369,31594.53390886619,31117.99240893779,21694.491454697687,19740.46740210152,18080.989896894876
2025-10-30T23:00:00Z,CAISO_NP15,28403.0,12162.0,321.0,15920.0,32722.8,47.02779,2025-10-30T23:00:00Z,bundle-96571a00dfad3f10752218c7,True,27447.51978277887,27170.64710729196,27185.063316777003,16374.26708115006,18398.8371982806,20178.038804161428
2025-10-30T23:00:00Z,ISONE_NEMA,14599.0,13610.0,988.0,1.0,17608.25,55.67,2025-10-30T23:00:00Z,bundle-1b720eb42a22673837d00d0d,True,13185.926572146793,13146.969865509953,13148.31431004377,12421.03715269472,12439.993512795403,12556.565626264595
