interaction_count,mean_raw_ramp_reward,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
2048,-3.5362730851205894e-05,3.5362730851205894e-05,0,nan,12.233353500254452
4096,-3.3431856372544884e-05,3.3431856372544884e-05,4,-0.02748522686602649,28.710509000346065
6144,-4.519821569341818e-05,4.519821569341818e-05,4,-0.028921470623506376,42.415109700057656
8192,-1.0814826452657575e-05,1.0814826452657575e-05,0,nan,53.52405310003087
10240,-2.7996025990259235e-06,2.7996025990259235e-06,4,-0.009309325141184167,61.35392200015485
12288,-5.1677374120522105e-06,5.1677374120522105e-06,4,-0.0033040022074482195,73.92931120004505
14336,4.714235719010604e-07,-4.714235719010604e-07,0,nan,85.60918010026217
16384,2.467173156674389e-05,-2.467173156674389e-05,4,0.004672908821980004,98.76961510023102
18432,2.3771339655698722e-05,-2.3771339655698722e-05,4,0.01703368583484958,114.05615150043741
20480,3.494342492585596e-05,-3.494342492585596e-05,1,0.02913943551085679,125.64474250003695
22528,6.0792897904219805e-05,-6.0792897904219805e-05,3,0.01851968801496219,137.1044562002644
24576,5.474891093040409e-05,-5.474891093040409e-05,4,0.04238610824019687,143.37964250007644
26624,8.10797663546697e-05,-8.10797663546697e-05,4,0.052898623250874965,149.73390670027584
28672,7.570736651831673e-05,-7.570736651831673e-05,0,nan,154.96330120041966
30720,7.691062948021713e-05,-7.691062948021713e-05,4,0.05455669399587589,161.3351120003499
32768,9.718544241397366e-05,-9.718544241397366e-05,4,0.061722671667145616,167.64801340037957
34816,0.00011834038353684206,-0.00011834038353684206,1,0.07542188444996142,173.04361090017483
36864,0.00012490895566704205,-0.00012490895566704205,3,0.08382063868370643,179.08665610011667
38912,0.00011686812496314556,-0.00011686812496314556,4,0.0864599797789286,185.46264390042052
40960,0.00010897271237344471,-0.00010897271237344471,4,0.08495622973432082,191.70778620010242
43008,0.00013331779831272976,-0.00013331779831272976,0,nan,196.82636569999158
45056,0.00013235858396597847,-0.00013235858396597847,4,0.0988646174291097,203.09956450015306
47104,0.00012076571232892454,-0.00012076571232892454,4,0.09266427316863037,209.49370120000094
49152,0.0001227982422477597,-0.0001227982422477597,0,nan,214.65180560015142
51200,0.0001310862761927684,-0.0001310862761927684,4,0.08719801011418085,221.0540504003875
53248,0.00012813639414321296,-0.00012813639414321296,4,0.08982136950973285,227.66846529999748
55296,0.00013386282317518996,-0.00013386282317518996,2,0.10692158105044458,233.39481090009212
57344,0.00013973909356804247,-0.00013973909356804247,2,0.09447311392105145,241.55445320019498
59392,0.0001151573483784859,-0.0001151573483784859,4,0.09665746174907898,248.12506590038538
61440,0.00014841647273478408,-0.00014841647273478408,4,0.09690444488304714,256.7942555001937
63488,0.00017910111997605592,-0.00017910111997605592,0,nan,268.07960810000077
65536,0.0001426812037819771,-0.0001426812037819771,4,0.1249593840385734,281.2119947001338
67584,0.0001634387701534058,-0.0001634387701534058,4,0.10722038315377923,295.26112320041284
69632,0.00017119378976128478,-0.00017119378976128478,0,nan,307.10623370017856
71680,0.0001532736506346482,-0.0001532736506346482,4,0.12105323499084765,315.5973037001677
73728,0.0001859964639445781,-0.0001859964639445781,4,0.11300776591094971,322.236857900396
75776,0.0001828071633786645,-0.0001828071633786645,3,0.15334032646268034,330.0221836003475
77824,0.00018408293418761048,-0.00018408293418761048,1,0.11872436653475964,341.1811213004403
79872,0.00016571443463650308,-0.00016571443463650308,4,0.1332817568787627,353.97932820022106
81920,0.00016902953397137039,-0.00016902953397137039,4,0.11747423045013566,366.71042610006407
83968,0.00015602115751341459,-0.00015602115751341459,0,nan,376.84277430037037
86016,0.00018759776339836645,-0.00018759776339836645,4,0.11423471337030153,388.7406127001159
88064,0.00019005923129270354,-0.00019005923129270354,4,0.1422831141064007,401.4587390003726
