Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,25047,24770,21878,23784,
00:05,25047,24827,21599,21842,
00:10,25047,25098,22039,21842,
00:15,25047,24885,21865,21842,
00:20,24811,24780,21683,21842,
00:25,24811,24607,21583,21842,
00:30,24811,24487,21484,21842,
00:35,24368,24377,21376,21842,
00:40,24368,24253,21269,21842,
00:45,24368,24126,21168,21842,
00:50,23875,23966,21071,21842,
00:55,23875,23835,20930,21842,
01:00,23875,23727,20786,21842,
01:05,23623,23697,20719,20759,
01:10,23623,23825,20805,20759,
01:15,23623,23696,20777,20759,
01:20,23275,23557,20648,20759,
01:25,23275,23479,20649,20759,
01:30,23275,23365,20570,20759,
01:35,22966,23264,20437,20759,
01:40,22966,23131,20257,20759,
01:45,22966,23006,20106,20759,
01:50,22556,22882,19970,20759,
01:55,22556,22774,19886,20759,
02:00,22556,22682,19815,20759,
02:05,22652,22574,19713,19582,
02:10,22652,22349,19503,19582,
02:15,22652,22147,19279,19582,
02:20,22041,22044,19174,19582,
02:25,22041,21992,19130,19582,
02:30,22041,21903,19085,19582,
02:35,21826,21844,18989,19582,
02:40,21826,21754,18929,19582,
02:45,21826,21647,18857,19582,
02:50,21657,21571,18773,19582,
02:55,21657,21496,18709,19582,
03:00,21657,21440,18608,19582,
03:05,21490,21465,18632,18901,
03:10,21490,21594,18733,18901,
03:15,21490,21581,18832,18901,
03:20,21371,21509,18811,18901,
03:25,21371,21405,18735,18901,
03:30,21371,21335,18671,18901,
03:35,21272,21345,18660,18901,
03:40,21272,21414,18782,18901,
03:45,21272,21351,18772,18901,
03:50,21044,21279,18693,18901,
03:55,21044,21227,18624,18901,
04:00,21044,21158,18617,18901,
04:05,21012,21193,18649,18663,
04:10,21012,21173,18692,18663,
04:15,21012,21121,18643,18663,
04:20,21154,21091,18620,18663,
04:25,21154,21079,18644,18663,
04:30,21154,21013,18616,18663,
04:35,21055,20999,18548,18663,
04:40,21055,20979,18600,18663,
04:45,21055,20975,18570,18663,
04:50,20992,20937,18559,18663,
04:55,20992,20916,18478,18663,
05:00,20992,20890,18449,18663,
05:05,21017,20934,18472,18756,
05:10,21017,20946,18525,18756,
05:15,21017,20964,18591,18756,
05:20,20975,20919,18591,18756,
05:25,20975,20917,18596,18756,
05:30,20975,20894,18610,18756,
05:35,20938,20906,18640,18756,
05:40,20938,20905,18671,18756,
05:45,20938,20823,18618,18756,
05:50,20786,20761,18463,18756,
05:55,20786,20691,18378,18756,
06:00,20786,20618,18195,18756,
06:05,20733,20599,18040,15671,
06:10,20733,20605,17946,15671,
06:15,20733,20521,17707,15671,
06:20,20591,20452,17312,15671,
06:25,20591,20427,16843,15671,
06:30,20591,20322,16289,15671,
06:35,20436,20297,15650,15671,
06:40,20436,20208,14877,15671,
06:45,20436,20099,14212,15671,
06:50,20194,20030,13383,15671,
06:55,20194,19954,12643,15671,
07:00,20194,19828,12096,15671,
07:05,20146,19790,11387,8426,
07:10,20146,20064,10978,8426,
07:15,20146,19927,10294,8426,
07:20,19868,19847,9530,8426,
07:25,19868,19874,8714,8426,
07:30,19868,19765,7941,8426,
07:35,19625,19689,7278,8426,
07:40,19625,19688,6623,8426,
07:45,19625,19538,6362,8426,
07:50,19397,19396,5730,8426,
07:55,19397,19170,4898,8426,
08:00,19397,19088,4395,8426,
08:05,19498,18976,3895,2490,
08:10,19498,19053,4265,2490,
08:15,19498,19229,4027,2490,
08:20,19277,19059,3800,2490,
08:25,19277,19023,3651,2490,
08:30,19277,19064,3222,2490,
08:35,18935,18947,2593,2490,
08:40,18935,18723,2247,2490,
08:45,18935,18855,1831,2490,
08:50,18641,18759,1456,2490,
08:55,18641,18645,1147,2490,
09:00,18641,18525,743,2490,
09:05,18592,18245,411,-258,
09:10,18592,18257,414,-258,
09:15,18592,18294,159,-258,
09:20,18318,18164,42,-258,
09:25,18318,18128,-186,-258,
09:30,18318,18045,-392,-258,
09:35,17984,18128,-455,-258,
09:40,17984,18015,-770,-258,
09:45,17984,17994,-871,-258,
09:50,17471,17959,-1026,-258,
09:55,17471,17695,-1430,-258,
10:00,17471,17721,-1771,-258,
10:05,17434,17594,-1819,-1722,
10:10,17434,17764,-1671,-1722,
10:15,17434,17536,-1888,-1722,
10:20,17608,17382,-2142,-1722,
10:25,17608,17311,-2293,-1722,
10:30,17608,17358,-2128,-1722,
10:35,17603,17316,-2147,-1722,
10:40,17603,17225,-2458,-1722,
10:45,17603,17109,-2532,-1722,
10:50,17237,17136,-2618,-1722,
10:55,17237,16906,-2939,-1722,
11:00,17237,16888,-2961,-1722,
11:05,17201,16972,-2968,-2814,
11:10,17201,16830,-3348,-2814,
11:15,17201,16828,-3491,-2814,
11:20,17132,16710,-3076,-2814,
11:25,17132,16823,-3131,-2814,
11:30,17132,16899,-3483,-2814,
11:35,16910,16779,-3433,-2814,
11:40,16910,16902,-3520,-2814,
11:45,16910,16789,-3810,-2814,
11:50,16731,16819,-3620,-2814,
11:55,16731,16915,-3557,-2814,
12:00,16731,16709,-3698,-2814,
12:05,16838,16870,-3576,-3233,
12:10,16838,17031,-3672,-3233,
12:15,16838,17050,-3366,-3233,
12:20,16986,16987,-3179,-3233,
12:25,16986,17047,-3076,-3233,
12:30,16986,17151,-2827,-3233,
12:35,17135,17185,-2673,-3233,
12:40,17135,17263,-2856,-3233,
12:45,17135,17363,-2926,-3233,
12:50,17355,17463,-2556,-3233,
12:55,17355,17681,-2387,-3233,
13:00,17355,17921,-2415,-3233,
13:05,17521,17829,-2444,-2934,
13:10,17521,17870,-2300,-2934,
13:15,17521,18000,-2348,-2934,
13:20,17892,18052,-1992,-2934,
13:25,17892,18262,-2062,-2934,
13:30,17892,18348,-1990,-2934,
13:35,18454,18457,-1807,-2934,
13:40,18454,18508,-1881,-2934,
13:45,18454,18522,-1658,-2934,
13:50,18891,18749,-1253,-2934,
13:55,18891,18806,-1383,-2934,
14:00,18891,19164,-1708,-2934,
14:05,19131,19152,-1651,-1510,
14:10,19131,19324,-1286,-1510,
14:15,19131,19585,-965,-1510,
14:20,19551,19689,-675,-1510,
14:25,19551,19779,-821,-1510,
14:30,19551,19889,-1113,-1510,
14:35,19854,20006,-605,-1510,
14:40,19854,20090,-109,-1510,
14:45,19854,20274,90,-1510,
14:50,20525,20329,354,-1510,
14:55,20525,20565,729,-1510,
15:00,20525,20647,866,-1510,
15:05,21011,20662,917,431,
15:10,21011,20807,888,431,
15:15,21011,20772,654,431,
15:20,21325,20934,902,431,
15:25,21325,21154,1232,431,
15:30,21325,21274,1448,431,
15:35,21841,21478,1605,431,
15:40,21841,21799,1454,431,
15:45,21841,21911,1434,431,
15:50,22225,22164,1568,431,
15:55,22225,22242,1717,431,
16:00,22225,22391,1773,431,
16:05,22383,22268,1962,2967,
16:10,22383,22146,1947,2967,
16:15,22383,22311,1999,2967,
16:20,23096,22444,2165,2967,
16:25,23096,22651,2144,2967,
16:30,23096,22835,2364,2967,
16:35,23728,22983,2589,2967,
16:40,23728,23156,2980,2967,
16:45,23728,23471,3440,2967,
16:50,24021,23725,3953,2967,
16:55,24021,24013,4513,2967,
17:00,24021,24205,5233,2967,
17:05,24458,24557,6101,7981,
17:10,24458,24658,6599,7981,
17:15,24458,24791,7222,7981,
17:20,24979,24985,7759,7981,
17:25,24979,25230,8414,7981,
17:30,24979,25430,9162,7981,
17:35,25678,25706,9797,7981,
17:40,25678,25991,10281,7981,
17:45,25678,26150,10704,7981,
17:50,26435,26286,11049,7981,
17:55,26435,26447,11642,7981,
18:00,26435,26485,12369,7981,
18:05,26905,26527,12724,16549,
18:10,26905,26603,13154,16549,
18:15,26905,26813,13965,16549,
18:20,27455,26855,14674,16549,
18:25,27455,27117,15365,16549,
18:30,27455,27262,16152,16549,
18:35,27585,27391,16923,16549,
18:40,27585,27500,17697,16549,
18:45,27585,27571,18466,16549,
18:50,27722,27727,19248,16549,
18:55,27722,27836,20012,16549,
19:00,27722,27940,20665,16549,
19:05,27775,27901,21118,22866,
19:10,27775,27736,21392,22866,
19:15,27775,27754,21813,22866,
19:20,27901,27849,22285,22866,
19:25,27901,27834,22644,22866,
19:30,27901,27856,22926,22866,
19:35,27995,27787,23074,22866,
19:40,27995,27674,23059,22866,
19:45,27995,27715,23146,22866,
19:50,28024,27688,23315,22866,
19:55,28024,27558,23383,22866,
20:00,28024,27641,23419,22866,
20:05,28061,27678,23518,24037,
20:10,28061,27663,23465,24037,
20:15,28061,27720,23491,24037,
20:20,27867,27687,23545,24037,
20:25,27867,27686,23508,24037,
20:30,27867,27697,23465,24037,
20:35,27628,27672,23432,24037,
20:40,27628,27597,23382,24037,
20:45,27628,27520,23305,24037,
20:50,27332,27403,23157,24037,
20:55,27332,27338,23021,24037,
21:00,27332,27226,22866,24037,
21:05,27242,27289,22851,23254,
21:10,27242,27347,22884,23254,
21:15,27242,27237,22822,23254,
21:20,27058,27187,22829,23254,
21:25,27058,27082,22711,23254,
21:30,27058,26968,22581,23254,
21:35,26637,26819,22454,23254,
21:40,26637,26716,22320,23254,
21:45,26637,26567,22238,23254,
21:50,26259,26348,22093,23254,
21:55,26259,26324,22073,23254,
22:00,26259,26237,22035,23254,
22:05,25879,26097,21963,21474,
22:10,25879,25986,21851,21474,
22:15,25879,25877,21833,21474,
22:20,25437,25682,21700,21474,
22:25,25437,25526,21647,21474,
22:30,25437,25349,21541,21474,
22:35,24967,25139,21385,21474,
22:40,24967,25009,21233,21474,
22:45,24967,24793,21055,21474,
22:50,24527,24614,20872,21474,
22:55,24527,24429,20693,21474,
23:00,24527,24202,20525,21474,
23:05,24057,24119,20366,19343,
23:10,24057,24071,20327,19343,
23:15,24057,23943,20250,19343,
23:20,23630,23847,20143,19343,
23:25,23630,23686,20003,19343,
23:30,23630,23539,19839,19343,
23:35,23228,23422,19638,19343,
23:40,23228,23243,19435,19343,
23:45,23228,23121,19228,19343,
23:50,22849,22956,19000,19343,
23:55,22849,22801,18702,19343,
00:00,22849,22586,18374,19343,
