Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,48,4004,780,236,167,281,0,1134,2835,4119,715,9114,0
00:05,48,3940,792,237,167,281,0,1135,2878,4035,1491,8722,0
00:10,48,3902,802,237,167,284,0,1134,2936,4041,1641,8546,0
00:15,49,3888,808,237,167,283,0,1134,2993,4120,1364,8605,0
00:20,48,3879,809,237,167,284,0,1134,3074,4123,1134,8693,0
00:25,48,3821,808,236,167,284,0,1134,3157,4069,994,8736,0
00:30,48,3808,807,236,167,285,0,1134,3189,4040,1064,8585,0
00:35,48,3814,808,238,167,284,0,1133,3197,4040,1050,8514,0
00:40,48,3766,810,239,167,286,0,1134,3187,4038,1003,8517,0
00:45,47,3668,809,237,167,286,0,1134,3172,4048,943,8564,0
00:50,47,3619,799,236,167,287,0,1135,3142,4051,876,8601,0
00:55,47,3612,770,236,167,287,0,1134,3119,3997,849,8639,0
01:00,47,3591,760,236,167,293,0,1135,3131,3938,786,8655,0
01:05,47,3666,762,240,167,292,0,1134,3295,3931,693,8768,0
01:10,47,3708,758,240,167,292,0,1134,3365,3948,564,8972,0
01:15,47,3707,759,240,166,292,0,1134,3341,3937,421,9060,0
01:20,47,3677,761,239,167,290,0,1135,3300,3949,403,9011,0
01:25,47,3653,761,239,167,291,0,1135,3203,3928,421,9051,0
01:30,47,3648,761,237,166,291,0,1135,3129,3923,404,9110,0
01:35,47,3613,760,237,167,290,0,1135,3102,3910,384,9098,0
01:40,47,3618,760,236,167,291,0,1135,3087,3912,358,9038,0
01:45,47,3623,760,239,167,292,0,1135,3056,3905,281,9111,0
01:50,47,3641,758,236,166,293,0,1134,3038,3892,223,9121,0
01:55,47,3635,758,238,167,293,0,1135,3021,3883,136,9103,0
02:00,47,3589,759,239,167,294,0,1134,3001,3859,88,9188,0
02:05,46,3582,768,238,167,293,0,1135,3022,3851,18,9136,0
02:10,46,3531,780,238,166,293,0,1135,3019,3773,2,9122,0
02:15,46,3523,778,239,167,294,0,1134,2992,3702,44,9136,0
02:20,46,3468,777,240,167,294,0,1135,3055,3682,40,9050,0
02:25,46,3400,776,238,166,293,0,1135,3076,3678,16,9031,0
02:30,46,3352,775,238,166,291,0,1135,3094,3675,20,8989,0
02:35,46,3317,775,238,166,291,0,1135,3105,3679,-8,8990,0
02:40,46,3305,776,237,166,292,0,1135,3097,3677,-38,8974,0
02:45,46,3308,777,234,166,291,0,1135,3074,3681,-58,8981,0
02:50,46,3266,777,235,166,291,0,1135,3050,3663,-44,8978,0
02:55,47,3194,777,235,166,292,0,1135,3036,3634,31,8925,0
03:00,47,3093,778,236,166,293,0,1135,3048,3568,82,8954,0
