Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,22400,22372,19176,19351,
00:05,22400,22574,19222,18315,
00:10,22400,22588,19461,18315,
00:15,22400,22541,19394,18315,
00:20,22262,22559,19410,18315,
00:25,22262,22473,19312,18315,
00:30,22262,22397,19300,18315,
00:35,22065,22297,19111,18315,
00:40,22065,22214,19021,18315,
00:45,22065,22115,18944,18315,
00:50,21927,22073,18913,18315,
00:55,21927,21931,18830,18315,
01:00,21927,21882,18753,18315,
01:05,21812,21881,18769,17828,
01:10,21812,22003,18868,17828,
01:15,21812,21964,18916,17828,
01:20,21613,21898,18923,17828,
01:25,21613,21817,18830,17828,
01:30,21613,21721,18733,17828,
01:35,21433,21664,18606,17828,
01:40,21433,21531,18466,17828,
01:45,21433,21440,18350,17828,
01:50,21315,21448,18337,17828,
01:55,21315,21383,18293,17828,
02:00,21315,21345,18267,17828,
02:05,21096,21301,18209,17213,
02:10,21096,21151,18118,17213,
02:15,21096,21096,18062,17213,
02:20,20865,21031,18040,17213,
02:25,20865,20990,17993,17213,
02:30,20865,20912,17947,17213,
02:35,20769,20809,17907,17213,
02:40,20769,20719,17813,17213,
02:45,20769,20704,17812,17213,
02:50,20743,20624,17707,17213,
02:55,20743,20575,17660,17213,
03:00,20743,20585,17670,17213,
03:05,20653,20523,17621,17211,
03:10,20653,20546,17626,17211,
03:15,20653,20533,17618,17211,
03:20,20521,20470,17615,17211,
03:25,20521,20433,17566,17211,
03:30,20521,20422,17537,17211,
03:35,20458,20430,17579,17211,
03:40,20458,20414,17557,17211,
03:45,20458,20430,17575,17211,
03:50,20418,20399,17600,17211,
03:55,20418,20465,17640,17211,
04:00,20418,20518,17724,17211,
04:05,20531,20631,17776,17869,
04:10,20531,20701,17928,17869,
04:15,20531,20718,17979,17869,
04:20,20681,20743,17976,17869,
04:25,20681,20786,18090,17869,
04:30,20681,20783,18100,17869,
04:35,20873,20841,18192,17869,
04:40,20873,20854,18240,17869,
04:45,20873,20798,18225,17869,
04:50,21071,20886,18259,17869,
04:55,21071,20927,18317,17869,
05:00,21071,20999,18400,17869,
05:05,21464,21182,18522,19388,
05:10,21464,21269,18651,19388,
05:15,21464,21430,18786,19388,
05:20,21724,21556,18896,19388,
05:25,21724,21667,19045,19388,
05:30,21724,21703,19095,19388,
05:35,21991,21813,19229,19388,
05:40,21991,21914,19379,19388,
05:45,21991,22048,19549,19388,
05:50,22230,22149,19659,19388,
05:55,22230,22265,19766,19388,
06:00,22230,22377,19839,19388,
06:05,22726,22598,19968,19155,
06:10,22726,22835,20134,19155,
06:15,22726,22932,20080,19155,
06:20,22895,23042,19969,19155,
06:25,22895,23115,19714,19155,
06:30,22895,23160,19374,19155,
06:35,23120,23320,19086,19155,
06:40,23120,23431,18857,19155,
06:45,23120,23466,18339,19155,
06:50,23318,23476,17691,19155,
06:55,23318,23557,17027,19155,
07:00,23318,23599,16349,19155,
07:05,23788,23848,15838,11918,
07:10,23788,24134,15653,11918,
07:15,23788,24213,15096,11918,
07:20,24110,24254,14452,11918,
07:25,24110,24249,13807,11918,
07:30,24110,24171,13241,11918,
07:35,23985,24220,12425,11918,
07:40,23985,24209,11677,11918,
07:45,23985,24293,11002,11918,
07:50,23811,24086,10176,11918,
07:55,23811,23990,9262,11918,
08:00,23811,23881,8746,11918,
08:05,23633,23543,8239,6090,
08:10,23633,23950,8291,6090,
08:15,23633,23988,7873,6090,
08:20,23547,23773,7605,6090,
08:25,23547,23769,7426,6090,
08:30,23547,23717,7031,6090,
08:35,23339,23593,6709,6090,
08:40,23339,23577,6599,6090,
08:45,23339,23567,6341,6090,
08:50,23116,23461,5963,6090,
08:55,23116,23388,5860,6090,
09:00,23116,23133,5599,6090,
09:05,23030,23331,5736,3361,
09:10,23030,23240,5959,3361,
09:15,23030,23077,6067,3361,
09:20,22772,23122,6059,3361,
09:25,22772,22942,5776,3361,
09:30,22772,22791,5508,3361,
09:35,22430,22618,5231,3361,
09:40,22430,22411,5036,3361,
09:45,22430,22410,4780,3361,
09:50,22020,22227,4797,3361,
09:55,22020,22157,4591,3361,
10:00,22020,21973,4187,3361,
10:05,21680,21914,3877,1114,
10:10,21680,21713,3981,1114,
10:15,21680,21620,3733,1114,
10:20,21328,21676,3494,1114,
10:25,21328,21420,3230,1114,
10:30,21328,21195,2992,1114,
10:35,21112,20931,2483,1114,
10:40,21112,20662,1949,1114,
10:45,21112,20551,1595,1114,
10:50,20531,20328,1473,1114,
10:55,20531,20115,1252,1114,
11:00,20531,19958,1038,1114,
11:05,20351,20005,753,-434,
11:10,20351,19740,534,-434,
11:15,20351,19827,409,-434,
11:20,19686,19798,470,-434,
11:25,19686,19792,392,-434,
11:30,19686,19354,100,-434,
11:35,19022,19141,123,-434,
11:40,19022,19282,-1,-434,
11:45,19022,19196,-137,-434,
11:50,18858,18934,-482,-434,
11:55,18858,18952,-639,-434,
12:00,18858,18864,-599,-434,
12:05,18987,18692,-686,-1004,
12:10,18987,18591,-658,-1004,
12:15,18987,18383,-725,-1004,
12:20,18337,18278,-1019,-1004,
12:25,18337,18495,-1030,-1004,
12:30,18337,18173,-1302,-1004,
12:35,18341,18141,-1268,-1004,
12:40,18341,17881,-1403,-1004,
12:45,18341,17916,-1488,-1004,
12:50,17997,17806,-1287,-1004,
12:55,17997,17706,-1563,-1004,
13:00,17997,17749,-1636,-1004,
13:05,17953,17817,-1631,-1016,
13:10,17953,17488,-1888,-1016,
13:15,17953,17470,-1803,-1016,
13:20,17675,17475,-1542,-1016,
13:25,17675,17418,-1566,-1016,
13:30,17675,17469,-1628,-1016,
13:35,17673,17448,-1735,-1016,
13:40,17673,17539,-1884,-1016,
13:45,17673,17619,-1855,-1016,
13:50,17695,17710,-1567,-1016,
13:55,17695,17848,-1657,-1016,
14:00,17695,17763,-1689,-1016,
14:05,17674,17774,-1526,-541,
14:10,17674,17952,-1266,-541,
14:15,17674,17915,-1053,-541,
14:20,17899,17928,-1128,-541,
14:25,17899,18007,-831,-541,
14:30,17899,18001,-680,-541,
14:35,18201,18138,-825,-541,
14:40,18201,18382,-962,-541,
14:45,18201,18312,-978,-541,
14:50,18464,18333,-784,-541,
14:55,18464,18406,-575,-541,
15:00,18464,18439,-240,-541,
15:05,18629,18665,123,852,
15:10,18629,18530,-90,852,
15:15,18629,18822,-267,852,
15:20,19039,19111,-267,852,
15:25,19039,18932,-288,852,
15:30,19039,19158,-194,852,
15:35,19275,19220,-417,852,
15:40,19275,19447,-192,852,
15:45,19275,19511,28,852,
15:50,19808,19668,236,852,
15:55,19808,19896,313,852,
16:00,19808,20051,301,852,
16:05,20135,20136,397,3273,
16:10,20135,19995,21,3273,
16:15,20135,20305,95,3273,
16:20,20532,20420,370,3273,
16:25,20532,20706,834,3273,
16:30,20532,20732,1262,3273,
16:35,21206,20827,1975,3273,
16:40,21206,21045,2439,3273,
16:45,21206,21433,2815,3273,
16:50,21677,21664,3085,3273,
16:55,21677,21886,3595,3273,
17:00,21677,22123,3803,3273,
17:05,22157,22154,4109,7691,
17:10,22157,22211,4298,7691,
17:15,22157,22528,4670,7691,
17:20,22754,22692,5030,7691,
17:25,22754,22991,5520,7691,
17:30,22754,23164,5962,7691,
17:35,23511,23369,6811,7691,
17:40,23511,23653,7579,7691,
17:45,23511,23865,8380,7691,
17:50,24166,24053,9090,7691,
17:55,24166,24253,10013,7691,
18:00,24166,24451,11072,7691,
18:05,24661,24505,12092,17226,
18:10,24661,24594,13031,17226,
18:15,24661,24851,14032,17226,
18:20,25255,24983,14857,17226,
18:25,25255,25230,15898,17226,
18:30,25255,25346,16741,17226,
18:35,25726,25560,17673,17226,
18:40,25726,25720,18419,17226,
18:45,25726,25855,19162,17226,
18:50,26108,26016,19929,17226,
18:55,26108,26109,20612,17226,
19:00,26108,26293,21248,17226,
19:05,26284,26260,21872,23006,
19:10,26284,26160,22087,23006,
19:15,26284,26228,22396,23006,
19:20,26525,26330,22762,23006,
19:25,26525,26485,23047,23006,
19:30,26525,26604,23306,23006,
19:35,26771,26700,23444,23006,
19:40,26771,26802,23592,23006,
19:45,26771,26940,23745,23006,
19:50,27012,27010,23864,23006,
19:55,27012,27113,23956,23006,
20:00,27012,27151,24006,23006,
20:05,27096,27176,24035,23696,
20:10,27096,27213,24086,23696,
20:15,27096,27226,24041,23696,
20:20,27133,27184,24048,23696,
20:25,27133,27276,24043,23696,
