Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,21819,21404,16227,17487,
00:05,21819,21630,16190,16755,
00:10,21819,21861,16535,16755,
00:15,21819,21743,16434,16755,
00:20,21730,21737,16408,16755,
00:25,21730,21635,16339,16755,
00:30,21730,21576,16276,16755,
00:35,21466,21509,16247,16755,
00:40,21466,21386,16147,16755,
00:45,21466,21316,16061,16755,
00:50,21177,21190,15982,16755,
00:55,21177,21105,15873,16755,
01:00,21177,21027,15754,16755,
01:05,21029,21103,15669,16070,
01:10,21029,21231,15829,16070,
01:15,21029,21157,15762,16070,
01:20,20856,21056,15588,16070,
01:25,20856,20996,15560,16070,
01:30,20856,20905,15518,16070,
01:35,20638,20853,15480,16070,
01:40,20638,20776,15403,16070,
01:45,20638,20691,15336,16070,
01:50,20586,20625,15312,16070,
01:55,20586,20547,15309,16070,
02:00,20586,20518,15313,16070,
02:05,20371,20397,15357,15623,
02:10,20371,20215,15220,15623,
02:15,20371,20216,15143,15623,
02:20,20159,20145,15123,15623,
02:25,20159,20107,15080,15623,
02:30,20159,20034,15068,15623,
02:35,19986,20001,15039,15623,
02:40,19986,19949,15019,15623,
02:45,19986,19919,14983,15623,
02:50,19824,19866,14956,15623,
02:55,19824,19829,14932,15623,
03:00,19824,19806,14862,15623,
03:05,19810,19812,14795,15704,
03:10,19810,19854,14821,15704,
03:15,19810,19812,14825,15704,
03:20,19780,19785,14812,15704,
03:25,19780,19779,14804,15704,
03:30,19780,19763,14813,15704,
03:35,19757,19783,14829,15704,
03:40,19757,19770,14855,15704,
03:45,19757,19754,14860,15704,
03:50,19747,19745,14884,15704,
03:55,19747,19775,14897,15704,
04:00,19747,19897,15006,15704,
04:05,19920,20046,15113,16384,
04:10,19920,20143,15171,16384,
04:15,19920,20153,15258,16384,
04:20,20087,20198,15330,16384,
04:25,20087,20249,15405,16384,
04:30,20087,20328,15527,16384,
04:35,20250,20383,15626,16384,
04:40,20250,20430,15676,16384,
04:45,20250,20457,15697,16384,
04:50,20486,20478,15773,16384,
04:55,20486,20505,15849,16384,
05:00,20486,20665,15990,16384,
05:05,20949,20948,16367,17738,
05:10,20949,20980,16548,17738,
05:15,20949,21208,16733,17738,
05:20,21308,21285,16915,17738,
05:25,21308,21415,17048,17738,
05:30,21308,21473,17131,17738,
05:35,21569,21584,17327,17738,
05:40,21569,21675,17500,17738,
05:45,21569,21749,17608,17738,
05:50,21719,21775,17673,17738,
05:55,21719,21795,17680,17738,
06:00,21719,21751,17541,17738,
06:05,22235,22069,17392,15223,
06:10,22235,22442,17481,15223,
06:15,22235,22556,17141,15223,
06:20,22480,22602,16741,15223,
06:25,22480,22669,16191,15223,
06:30,22480,22744,15620,15223,
06:35,22726,22763,15046,15223,
06:40,22726,22895,14508,15223,
06:45,22726,22905,13865,15223,
06:50,22940,22953,13091,15223,
06:55,22940,22952,12305,15223,
07:00,22940,22960,11571,15223,
07:05,23290,22882,10621,6197,
07:10,23290,23273,10219,6197,
07:15,23290,23348,9626,6197,
07:20,23211,23392,8996,6197,
07:25,23211,23395,8295,6197,
07:30,23211,23371,7725,6197,
07:35,23038,23363,7073,6197,
07:40,23038,23107,6335,6197,
07:45,23038,23028,5942,6197,
07:50,22641,23011,5584,6197,
07:55,22641,22790,5367,6197,
08:00,22641,22740,5151,6197,
08:05,22687,22755,4616,1365,
08:10,22687,22583,4081,1365,
08:15,22687,22512,3869,1365,
08:20,22312,22410,3755,1365,
08:25,22312,22303,3588,1365,
08:30,22312,22211,3551,1365,
08:35,22068,22193,3480,1365,
08:40,22068,22001,3178,1365,
08:45,22068,21790,3267,1365,
08:50,21774,21680,3167,1365,
08:55,21774,21609,3008,1365,
09:00,21774,21524,2722,1365,
09:05,21334,21626,2617,-1116,
09:10,21334,21398,2019,-1116,
09:15,21334,21281,1855,-1116,
09:20,21076,21078,1627,-1116,
09:25,21076,20875,1434,-1116,
09:30,21076,20696,1362,-1116,
09:35,20475,20593,1254,-1116,
09:40,20475,20453,1066,-1116,
09:45,20475,20334,1038,-1116,
09:50,20098,20185,923,-1116,
09:55,20098,20088,830,-1116,
10:00,20098,20032,823,-1116,
10:05,19630,20148,791,-2555,
10:10,19630,20084,692,-2555,
10:15,19630,20070,762,-2555,
10:20,19471,19943,674,-2555,
10:25,19471,19894,657,-2555,
10:30,19471,19763,632,-2555,
10:35,19339,19685,534,-2555,
10:40,19339,19626,488,-2555,
10:45,19339,19477,434,-2555,
10:50,19107,19417,328,-2555,
10:55,19107,19374,284,-2555,
11:00,19107,19315,127,-2555,
11:05,19129,19262,-261,-3254,
11:10,19129,19248,-453,-3254,
11:15,19129,19259,-575,-3254,
11:20,18968,19247,-545,-3254,
11:25,18968,19100,-484,-3254,
11:30,18968,19049,-553,-3254,
11:35,18855,18917,-515,-3254,
11:40,18855,18993,-468,-3254,
11:45,18855,19009,-448,-3254,
11:50,18836,18914,-627,-3254,
11:55,18836,18996,-647,-3254,
12:00,18836,18993,-615,-3254,
12:05,18964,19115,-733,-3409,
12:10,18964,18976,-927,-3409,
12:15,18964,18910,-529,-3409,
12:20,18909,18779,-496,-3409,
12:25,18909,18862,-528,-3409,
12:30,18909,18924,-574,-3409,
12:35,19024,18865,-636,-3409,
12:40,19024,19018,-497,-3409,
12:45,19024,18973,-372,-3409,
12:50,19199,18959,-354,-3409,
12:55,19199,19089,-428,-3409,
13:00,19199,19296,-370,-3409,
13:05,19108,19311,-502,-3159,
13:10,19108,19295,-503,-3159,
13:15,19108,19315,-543,-3159,
13:20,19296,19323,-309,-3159,
13:25,19296,19384,105,-3159,
13:30,19296,19486,311,-3159,
13:35,19533,19611,454,-3159,
13:40,19533,19836,470,-3159,
13:45,19533,19850,739,-3159,
13:50,19930,19827,832,-3159,
13:55,19930,19979,816,-3159,
14:00,19930,20133,811,-3159,
14:05,20029,20369,836,-2470,
14:10,20029,20309,680,-2470,
14:15,20029,20289,604,-2470,
14:20,20607,20304,797,-2470,
14:25,20607,20397,964,-2470,
14:30,20607,20540,908,-2470,
14:35,20843,20617,870,-2470,
14:40,20843,20754,1075,-2470,
14:45,20843,20898,1021,-2470,
14:50,21280,21050,902,-2470,
14:55,21280,21229,986,-2470,
15:00,21280,21299,1339,-2470,
15:05,21493,21678,1912,-975,
15:10,21493,21800,2373,-975,
15:15,21493,21943,2598,-975,
15:20,21984,22041,2599,-975,
15:25,21984,21956,2468,-975,
15:30,21984,22208,2645,-975,
15:35,22466,22252,2647,-975,
15:40,22466,22256,2366,-975,
15:45,22466,22406,2751,-975,
15:50,23318,22698,2809,-975,
15:55,23318,22878,2765,-975,
16:00,23318,22975,3088,-975,
16:05,23363,22879,3990,1398,
16:10,23363,23022,4196,1398,
16:15,23363,23219,4266,1398,
16:20,23710,23481,4047,1398,
16:25,23710,23687,4090,1398,
16:30,23710,23910,4304,1398,
16:35,24343,24167,4618,1398,
16:40,24343,24324,4962,1398,
16:45,24343,24584,5437,1398,
16:50,24838,24871,5329,1398,
16:55,24838,25089,5483,1398,
17:00,24838,25280,5755,1398,
17:05,25308,25289,6080,5448,
17:10,25308,25315,6512,5448,
17:15,25308,25594,6837,5448,
17:20,25910,25827,6919,5448,
17:25,25910,26015,7202,5448,
17:30,25910,26399,7497,5448,
17:35,26551,26700,7482,5448,
17:40,26551,26858,7576,5448,
17:45,26551,27100,7814,5448,
17:50,27234,27306,8218,5448,
17:55,27234,27532,8741,5448,
18:00,27234,27796,9454,5448,
18:05,27576,27942,10240,14943,
18:10,27576,27874,10642,14943,
18:15,27576,28017,11555,14943,
18:20,28225,28224,12482,14943,
18:25,28225,28392,13477,14943,
18:30,28225,28557,14497,14943,
18:35,28724,28756,15483,14943,
18:40,28724,28932,16534,14943,
18:45,28724,29109,17452,14943,
18:50,29240,29284,18420,14943,
18:55,29240,29417,19329,14943,
19:00,29240,29527,20159,14943,
19:05,29306,29494,20816,22986,
19:10,29306,29373,21160,22986,
