Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-57,5171,738,246,156,321,0,2280,6066,3299,12,5690,0
00:05,-56,5195,739,244,157,320,0,2279,5837,3202,1018,5407,0
00:10,-58,5209,741,243,156,322,0,2282,5512,3040,1380,5556,0
00:15,-55,5172,729,243,156,322,0,2281,5315,3042,1426,5619,0
00:20,-55,5158,716,242,156,322,0,2280,5293,3079,1341,5636,0
00:25,-55,5172,716,243,156,321,0,2281,5293,3170,1230,5558,0
00:30,-55,5172,711,242,156,321,0,2279,5292,3197,1001,5689,0
00:35,-55,5167,711,241,156,322,0,2280,5291,3184,933,5661,0
00:40,-55,5188,710,239,156,321,0,2278,5291,3186,717,5717,0
00:45,-55,5263,709,240,156,321,0,2278,5282,3180,484,5800,0
00:50,-55,5210,709,239,156,321,0,2281,5271,3179,377,5798,0
00:55,-55,5223,709,238,156,321,0,2280,5236,3175,363,5762,0
01:00,-55,5295,710,238,156,319,0,2281,5160,3169,361,5709,0
01:05,-56,5426,710,239,156,313,0,2281,5105,3175,383,5796,0
01:10,-57,5467,707,239,156,308,0,2280,5040,3192,265,5984,0
01:15,-56,5472,695,240,156,304,0,2281,5031,3193,182,6048,0
01:20,-56,5445,695,240,156,304,0,2281,5045,3216,-41,6173,0
01:25,-56,5471,695,239,157,302,0,2280,5022,3223,-33,6106,0
01:30,-56,5401,695,239,156,302,0,2281,4976,3208,-38,6067,0
01:35,-56,5411,697,239,156,302,0,2279,4963,3191,-91,6029,0
01:40,-56,5452,698,240,156,300,0,2281,4963,3167,-164,6005,0
01:45,-56,5434,698,237,156,300,0,2281,4967,3162,-173,5975,0
01:50,-56,5357,697,238,156,299,0,2281,4919,3165,-162,5996,0
01:55,-56,5348,698,236,157,299,0,2280,4853,3185,-160,5996,0
02:00,-56,5327,698,236,157,300,0,2281,4734,3170,-136,6019,0
02:05,-56,5295,697,237,157,300,0,2280,4665,3119,-40,6019,0
02:10,-57,5301,697,237,157,302,0,2280,4658,3083,11,5936,0
02:15,-57,5287,697,239,157,301,0,2281,4643,3079,-145,6073,0
02:20,-57,5230,698,243,157,301,0,2280,4630,3092,-132,6045,0
02:25,-56,5237,698,243,157,302,0,2281,4612,3089,-102,5998,0
02:30,-57,5202,699,243,157,302,0,2282,4597,3082,-64,5924,0
02:35,-57,5209,699,238,157,302,0,2282,4583,3089,-83,5888,0
02:40,-56,5185,699,241,157,302,0,2281,4567,3104,-147,5935,0
02:45,-56,5146,699,240,157,303,0,2281,4564,3100,-116,5875,0
02:50,-57,5109,698,241,157,303,0,2282,4572,3090,-110,5855,0
02:55,-57,5045,697,242,157,302,0,2281,4563,3119,-153,5891,0
03:00,-57,5035,696,242,157,301,0,2281,4584,3087,-171,5877,0
03:05,-57,5039,696,249,157,301,0,2281,4608,2936,-40,5900,0
03:10,-58,5038,695,252,157,300,0,2282,4648,2898,-108,5994,0
03:15,-58,5024,697,250,157,301,0,2281,4632,2908,-165,6010,0
03:20,-60,4969,698,250,157,303,0,2281,4619,2913,-200,6046,0
03:25,-58,4915,699,250,157,303,0,2281,4619,2909,-242,6093,0
03:30,-58,4872,699,250,157,303,0,2282,4629,2902,-216,6071,0
03:35,-58,4846,698,246,157,303,0,2280,4634,2900,-212,6063,0
03:40,-58,4808,700,248,157,303,0,2280,4633,2911,-196,6017,0
03:45,-58,4815,699,248,157,303,0,2280,4635,2911,-256,6045,0
03:50,-58,4730,699,250,157,303,0,2280,4660,2913,-240,6015,0
03:55,-58,4686,697,251,157,303,0,2280,4653,2900,-214,6068,0
04:00,-57,4676,704,251,157,303,0,2280,4634,2887,-190,6072,0
04:05,-57,4650,719,252,157,301,0,2280,4567,3023,-6,5878,0
04:10,-57,4658,749,250,158,302,0,2279,4464,3065,145,5861,0
04:15,-57,4656,751,249,157,303,0,2279,4475,3077,146,5861,0
04:20,-57,4653,748,250,157,303,0,2279,4417,3080,216,5893,0
04:25,-58,4622,746,249,157,303,0,2280,4500,3072,274,5785,0
04:30,-58,4614,746,249,157,301,0,2279,4563,3070,228,5814,0
04:35,-58,4603,745,249,157,301,0,2280,4580,3092,221,5864,0
04:40,-58,4578,745,249,157,301,0,2281,4594,3094,351,5817,0
04:45,-59,4553,742,250,158,301,0,2280,4625,3126,428,5796,0
04:50,-58,4500,733,248,157,302,0,2281,4662,3139,489,5797,0
04:55,-58,4486,730,248,158,303,0,2280,4703,3151,539,5757,0
05:00,-58,4447,726,248,159,303,0,2280,4735,3174,744,5557,0
05:05,-58,4419,726,249,157,303,0,2279,4777,3212,736,5639,0
05:10,-58,4373,728,247,157,300,0,2279,4747,3245,835,5731,0
05:15,-58,4331,735,246,158,301,0,2280,4735,3278,964,5671,0
05:20,-58,4363,737,246,157,303,0,2280,4722,3278,973,5675,0
05:25,-59,4314,736,246,158,303,0,2281,4779,3287,986,5693,0
05:30,-59,4293,737,246,158,302,0,2280,4801,3282,977,5779,0
