Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-57,5276,713,245,149,278,0,1280,2522,3654,1209,6385,0
00:05,-57,5335,690,243,150,280,0,1279,2524,3462,1520,6546,0
00:10,-57,5379,686,242,149,284,0,1276,2504,3345,1540,6793,0
00:15,-57,5388,684,240,148,282,0,1271,2529,3335,1420,6830,0
00:20,-57,5397,686,243,147,282,0,1270,2523,3340,1346,6859,0
00:25,-57,5387,689,242,141,280,0,1269,2518,3331,1327,6819,0
00:30,-57,5358,687,243,141,279,0,1269,2525,3329,1209,6895,0
00:35,-57,5349,689,242,142,279,0,1268,2513,3325,1204,6861,0
00:40,-57,5342,687,243,142,278,0,1270,2502,3327,1119,6887,0
00:45,-57,5328,688,242,142,278,0,1270,2489,3327,1033,6938,0
00:50,-57,5321,690,241,141,278,0,1270,2474,3308,971,6960,0
00:55,-57,5325,690,242,141,279,0,1269,2479,3314,906,6949,0
01:00,-57,5358,687,242,142,280,0,1269,2476,3303,779,7034,0
01:05,-58,5416,690,242,141,280,0,1270,2472,3312,800,7165,0
01:10,-58,5463,695,241,142,278,0,1270,2475,3309,751,7320,0
01:15,-59,5502,696,240,142,274,0,1280,2473,3299,708,7283,0
01:20,-58,5534,694,240,142,273,0,1286,2475,3308,671,7187,0
01:25,-58,5518,695,240,141,273,0,1290,2474,3317,634,7126,0
01:30,-58,5481,695,240,141,274,0,1290,2486,3317,584,7091,0
01:35,-58,5447,697,240,141,274,0,1290,2487,3298,584,7098,0
01:40,-58,5444,698,240,142,273,0,1290,2490,3290,589,7054,0
01:45,-57,5447,696,238,142,273,0,1291,2476,3276,529,7067,0
01:50,-57,5396,695,239,141,273,0,1291,2400,3277,501,7055,0
01:55,-57,5312,697,239,142,273,0,1291,2316,3283,530,7049,0
02:00,-57,5250,697,239,142,273,0,1291,2250,3277,579,7052,0
02:05,-57,5153,698,239,142,273,0,1291,2250,3252,833,6773,0
02:10,-57,5120,698,238,142,273,0,1291,2241,3219,911,6583,0
02:15,-57,5120,699,238,142,273,0,1291,2231,3224,881,6588,0
02:20,-57,5105,699,238,142,273,0,1291,2236,3223,863,6582,0
02:25,-57,5084,698,239,142,274,0,1291,2223,3216,826,6630,0
02:30,-57,5058,697,239,142,274,0,1292,2222,3213,846,6617,0
02:35,-57,5029,695,240,142,274,0,1292,2227,3197,839,6638,0
02:40,-57,5013,695,240,142,273,0,1291,2197,3205,847,6639,0
02:45,-57,5000,696,239,142,272,0,1292,2199,3205,820,6660,0
02:50,-56,4976,699,239,141,273,0,1292,2197,3212,804,6654,0
02:55,-56,4975,698,240,142,273,0,1292,2180,3206,797,6678,0
03:00,-56,4994,699,239,142,272,0,1292,2191,3218,741,6678,0
03:05,-57,5053,699,239,141,272,0,1292,2327,3231,433,6816,0
03:10,-57,5086,697,239,142,272,0,1292,2433,3240,337,6809,0
03:15,-57,5068,695,238,142,272,0,1291,2433,3231,314,6857,0
03:20,-58,5026,695,239,142,273,0,1292,2349,3187,379,6950,0
03:25,-58,5019,694,238,142,273,0,1292,2341,3171,441,6903,0
03:30,-58,5008,693,239,142,273,0,1291,2423,3173,427,6837,0
03:35,-58,4996,696,240,142,273,0,1301,2496,3155,401,6820,0
03:40,-58,4971,696,241,142,273,0,1315,2515,3149,361,6844,0
03:45,-58,4947,697,241,142,272,0,1325,2515,3160,300,6892,0
03:50,-58,4931,697,242,142,272,0,1336,2449,3216,298,6904,0
03:55,-58,4907,698,240,142,272,0,1350,2437,3248,301,6903,0
04:00,-58,4895,696,239,141,273,0,1364,2355,3263,420,6998,0
04:05,-58,4932,696,239,142,272,0,1381,2188,3216,884,6894,0
04:10,-58,4980,695,240,142,271,0,1401,2040,3237,1054,6917,0
04:15,-58,4956,695,240,141,272,0,1426,1972,3237,1089,6955,0
04:20,-58,4900,697,241,142,272,0,1451,1976,3244,1245,6859,0
04:25,-58,4877,698,239,141,272,0,1462,2061,3247,1263,6811,0
04:30,-58,4825,698,240,142,272,0,1471,2176,3258,1207,6794,0
04:35,-58,4796,699,241,141,272,0,1489,2236,3267,1174,6848,0
04:40,-58,4795,699,239,142,273,0,1506,2249,3250,1211,6848,0
04:45,-58,4808,698,239,142,272,0,1516,2279,3238,1131,6884,0
04:50,-58,4734,697,240,142,272,0,1525,2304,3271,1201,6870,0
04:55,-58,4682,697,240,142,273,0,1528,2317,3289,1329,6814,0
05:00,-58,4652,672,239,142,273,0,1531,2351,3276,1450,6746,0
05:05,-57,4525,654,238,142,272,0,1529,2199,3305,2024,6687,0
05:10,-57,4469,660,236,142,273,0,1530,2107,3313,2513,6459,0
05:15,-58,4456,655,235,142,271,0,1532,2159,3308,2658,6412,0
05:20,-57,4404,653,235,142,269,0,1530,2249,3344,2759,6338,0
