Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,25362,25206,20892,21759,
00:05,25362,25368,20823,20173,
00:10,25362,25466,21065,20173,
00:15,25362,25366,20987,20173,
00:20,25208,25294,20863,20173,
00:25,25208,25203,20786,20173,
00:30,25208,25030,20627,20173,
00:35,24817,24904,20465,20173,
00:40,24817,24813,20369,20173,
00:45,24817,24689,20246,20173,
00:50,24441,24554,20162,20173,
00:55,24441,24522,20062,20173,
01:00,24441,24378,20038,20173,
01:05,24260,24216,19752,19031,
01:10,24260,24287,19814,19031,
01:15,24260,24175,19741,19031,
01:20,23983,24041,19699,19031,
01:25,23983,23856,19552,19031,
01:30,23983,23711,19424,19031,
01:35,23755,23650,19405,19031,
01:40,23755,23566,19395,19031,
01:45,23755,23476,19309,19031,
01:50,23344,23346,19281,19031,
01:55,23344,23228,19178,19031,
02:00,23344,23125,19143,19031,
02:05,23040,23078,19031,18239,
02:10,23040,22979,19003,18239,
02:15,23040,22918,18948,18239,
02:20,22760,22814,18892,18239,
02:25,22760,22758,18796,18239,
02:30,22760,22676,18747,18239,
02:35,22523,22628,18697,18239,
02:40,22523,22559,18682,18239,
02:45,22523,22462,18590,18239,
02:50,22325,22411,18479,18239,
02:55,22325,22352,18396,18239,
03:00,22325,22278,18426,18239,
03:05,22253,22200,18351,18143,
03:10,22253,22194,18403,18143,
03:15,22253,22171,18440,18143,
03:20,22126,22129,18460,18143,
03:25,22126,22092,18436,18143,
03:30,22126,22047,18450,18143,
03:35,22042,22004,18426,18143,
03:40,22042,21996,18411,18143,
03:45,22042,21972,18428,18143,
03:50,21924,21964,18420,18143,
03:55,21924,21980,18500,18143,
04:00,21924,21937,18501,18143,
04:05,22080,22086,18623,18723,
04:10,22080,22221,18803,18723,
04:15,22080,22228,18883,18723,
04:20,22125,22255,18913,18723,
04:25,22125,22301,19009,18723,
04:30,22125,22290,19056,18723,
04:35,22255,22290,19121,18723,
04:40,22255,22342,19232,18723,
04:45,22255,22359,19280,18723,
04:50,22416,22406,19351,18723,
04:55,22416,22448,19426,18723,
05:00,22416,22533,19530,18723,
05:05,22851,22679,19651,19992,
05:10,22851,22843,19869,19992,
05:15,22851,22940,19991,19992,
05:20,23079,23007,20092,19992,
05:25,23079,23050,20170,19992,
05:30,23079,23103,20228,19992,
05:35,23279,23210,20354,19992,
05:40,23279,23266,20458,19992,
05:45,23279,23308,20559,19992,
05:50,23313,23334,20510,19992,
05:55,23313,23444,20611,19992,
06:00,23313,23241,20302,19992,
06:05,23718,23539,20177,17405,
06:10,23718,23649,20046,17405,
06:15,23718,23752,19776,17405,
06:20,23957,23820,19346,17405,
06:25,23957,23894,18866,17405,
06:30,23957,23860,18306,17405,
06:35,24207,23884,17684,17405,
06:40,24207,23941,17077,17405,
06:45,24207,23969,16425,17405,
06:50,24165,23982,15652,17405,
06:55,24165,24038,14995,17405,
07:00,24165,23994,14179,17405,
07:05,24388,24064,13279,9951,
07:10,24388,24124,12584,9951,
07:15,24388,24237,11903,9951,
07:20,24223,24163,11142,9951,
07:25,24223,24183,10497,9951,
07:30,24223,24089,9585,9951,
07:35,24034,24078,8957,9951,
07:40,24034,24015,8331,9951,
07:45,24034,23791,7742,9951,
07:50,23636,23613,7211,9951,
07:55,23636,23416,6772,9951,
08:00,23636,23321,6269,9951,
08:05,23457,23283,5830,4829,
08:10,23457,23606,5821,4829,
08:15,23457,23561,5712,4829,
08:20,23184,23416,5378,4829,
08:25,23184,23335,5204,4829,
08:30,23184,23245,4953,4829,
08:35,22624,23243,4714,4829,
08:40,22624,23075,4344,4829,
08:45,22624,22989,4192,4829,
08:50,22554,22817,4021,4829,
08:55,22554,22739,3888,4829,
09:00,22554,22651,3696,4829,
09:05,22493,22606,3356,2908,
09:10,22493,22562,3178,2908,
09:15,22493,22495,3060,2908,
09:20,22265,22307,2957,2908,
09:25,22265,22313,2865,2908,
09:30,22265,22270,2800,2908,
09:35,21682,22190,2705,2908,
09:40,21682,22121,2653,2908,
09:45,21682,22006,2545,2908,
09:50,21530,21922,2455,2908,
09:55,21530,21863,2488,2908,
10:00,21530,21696,2498,2908,
10:05,21473,21727,2211,2064,
10:10,21473,21699,2127,2064,
10:15,21473,21605,2067,2064,
10:20,21436,21555,1979,2064,
10:25,21436,21329,1818,2064,
10:30,21436,21268,1652,2064,
10:35,21246,21138,1559,2064,
10:40,21246,21072,1422,2064,
10:45,21246,20993,1346,2064,
10:50,21061,20943,1278,2064,
10:55,21061,20875,1202,2064,
11:00,21061,20826,1159,2064,
11:05,21085,20873,1122,1827,
11:10,21085,20848,1017,1827,
11:15,21085,20796,1058,1827,
11:20,20860,20914,1040,1827,
11:25,20860,21011,1190,1827,
11:30,20860,20919,1165,1827,
11:35,20775,20854,1019,1827,
11:40,20775,20961,1144,1827,
11:45,20775,20948,1330,1827,
11:50,20793,20733,1177,1827,
11:55,20793,20930,1215,1827,
12:00,20793,20904,1338,1827,
12:05,21123,20788,1129,2048,
12:10,21123,20953,1227,2048,
12:15,21123,20951,1246,2048,
12:20,21314,20966,1255,2048,
12:25,21314,21362,1422,2048,
12:30,21314,21627,1830,2048,
12:35,21239,21626,1886,2048,
12:40,21239,21702,1951,2048,
12:45,21239,21791,2031,2048,
12:50,21323,21862,2086,2048,
12:55,21323,21985,2193,2048,
13:00,21323,21988,2262,2048,
13:05,22027,22162,2348,2509,
13:10,22027,22297,2446,2509,
13:15,22027,22304,2457,2509,
13:20,22656,22348,2427,2509,
13:25,22656,22519,2546,2509,
13:30,22656,22654,2649,2509,
13:35,22894,22776,2729,2509,
13:40,22894,22809,2775,2509,
13:45,22894,22946,2837,2509,
13:50,23375,23122,2921,2509,
13:55,23375,23233,2988,2509,
14:00,23375,23423,3122,2509,
14:05,23647,23410,3221,3515,
14:10,23647,23279,2933,3515,
14:15,23647,23505,3115,3515,
14:20,24058,23475,3098,3515,
14:25,24058,23607,3072,3515,
14:30,24058,23724,3088,3515,
14:35,24480,23751,3092,3515,
14:40,24480,23787,3087,3515,
14:45,24480,24083,3340,3515,
14:50,24772,24170,3278,3515,
14:55,24772,24445,3495,3515,
15:00,24772,24512,3611,3515,
15:05,25038,24716,3616,5116,
15:10,25038,24637,3528,5116,
15:15,25038,24747,3489,5116,
15:20,25347,24956,3622,5116,
15:25,25347,25281,3902,5116,
15:30,25347,25349,3877,5116,
15:35,25912,25389,3938,5116,
15:40,25912,25551,4008,5116,
15:45,25912,25732,4131,5116,
15:50,26352,25983,4360,5116,
15:55,26352,26144,4578,5116,
16:00,26352,26289,4671,5116,
16:05,26575,26928,5207,7059,
16:10,26575,26979,5363,7059,
16:15,26575,27337,5609,7059,
16:20,26966,27341,5744,7059,
16:25,26966,27446,5874,7059,
16:30,26966,27597,5992,7059,
16:35,27706,27680,6095,7059,
16:40,27706,27942,6367,7059,
16:45,27706,28173,6611,7059,
16:50,28991,28375,6923,7059,
16:55,28991,28644,7257,7059,
17:00,28991,28751,7554,7059,
17:05,29195,28928,7910,11174,
17:10,29195,28973,8109,11174,
17:15,29195,29157,8493,11174,
17:20,29482,29396,8925,11174,
17:25,29482,29638,9411,11174,
17:30,29482,29879,9973,11174,
17:35,30027,29952,10395,11174,
17:40,30027,30149,10949,11174,
17:45,30027,30464,11616,11174,
17:50,30627,30757,12492,11174,
17:55,30627,30902,13242,11174,
18:00,30627,31210,13965,11174,
18:05,30911,31079,14760,19848,
