Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,25041,24788,19969,20684,
00:05,25041,25033,20016,19077,
00:10,25041,25196,20359,19077,
00:15,25041,24977,20262,19077,
00:20,24942,24968,20129,19077,
00:25,24942,24828,20103,19077,
00:30,24942,24709,19860,19077,
00:35,24591,24568,19678,19077,
00:40,24591,24497,19638,19077,
00:45,24591,24324,19486,19077,
00:50,24203,24225,19363,19077,
00:55,24203,24084,19248,19077,
01:00,24203,23974,19126,19077,
01:05,23907,23918,19084,18240,
01:10,23907,23858,19092,18240,
01:15,23907,23742,19072,18240,
01:20,23629,23654,19057,18240,
01:25,23629,23538,18997,18240,
01:30,23629,23425,18870,18240,
01:35,23315,23361,18824,18240,
01:40,23315,23259,18777,18240,
01:45,23315,23182,18680,18240,
01:50,23004,23088,18681,18240,
01:55,23004,23005,18578,18240,
02:00,23004,22962,18555,18240,
02:05,22752,22948,18490,17328,
02:10,22752,22937,18481,17328,
02:15,22752,22840,18396,17328,
02:20,22514,22747,18269,17328,
02:25,22514,22671,18217,17328,
02:30,22514,22601,18170,17328,
02:35,22395,22526,18084,17328,
02:40,22395,22472,18020,17328,
02:45,22395,22415,17955,17328,
02:50,22283,22347,17824,17328,
02:55,22283,22297,17773,17328,
03:00,22283,22233,17724,17328,
03:05,22202,22242,17695,17015,
03:10,22202,22175,17659,17015,
03:15,22202,22133,17567,17015,
03:20,22090,22121,17552,17015,
03:25,22090,22069,17471,17015,
03:30,22090,22052,17443,17015,
03:35,21989,22000,17404,17015,
03:40,21989,21968,17406,17015,
03:45,21989,21971,17416,17015,
03:50,21922,21916,17441,17015,
03:55,21922,21928,17448,17015,
04:00,21922,21901,17485,17015,
04:05,22021,22007,17541,17397,
04:10,22021,22067,17650,17397,
04:15,22021,22082,17732,17397,
04:20,22087,22089,17793,17397,
04:25,22087,22128,17805,17397,
04:30,22087,22191,17839,17397,
04:35,22159,22186,17845,17397,
04:40,22159,22225,17865,17397,
04:45,22159,22249,17894,17397,
04:50,22287,22292,17919,17397,
04:55,22287,22314,17975,17397,
05:00,22287,22385,17974,17397,
05:05,22644,22548,18117,18262,
05:10,22644,22692,18323,18262,
05:15,22644,22764,18380,18262,
05:20,22919,22802,18438,18262,
05:25,22919,22893,18562,18262,
05:30,22919,22941,18608,18262,
05:35,23117,23060,18722,18262,
05:40,23117,23109,18846,18262,
05:45,23117,23121,18820,18262,
05:50,23178,23136,18731,18262,
05:55,23178,23162,18668,18262,
06:00,23178,23145,18483,18262,
06:05,23466,23384,18282,15033,
06:10,23466,23573,18194,15033,
06:15,23466,23632,17795,15033,
06:20,23696,23716,17330,15033,
06:25,23696,23774,16750,15033,
06:30,23696,23772,16093,15033,
06:35,23881,23860,15513,15033,
06:40,23881,23952,14876,15033,
06:45,23881,24033,14203,15033,
06:50,24001,23987,13463,15033,
06:55,24001,23973,12678,15033,
07:00,24001,23965,11835,15033,
07:05,24240,24081,11019,6887,
07:10,24240,24129,10176,6887,
07:15,24240,24208,9330,6887,
07:20,24248,24253,8833,6887,
07:25,24248,24208,8029,6887,
07:30,24248,24350,7239,6887,
07:35,24018,24317,6690,6887,
07:40,24018,24057,6080,6887,
07:45,24018,24011,5473,6887,
07:50,23634,23895,5115,6887,
07:55,23634,23792,4851,6887,
08:00,23634,23666,4579,6887,
08:05,23676,23865,4205,1329,
08:10,23676,23702,4223,1329,
08:15,23676,23620,3893,1329,
08:20,23556,23628,3645,1329,
08:25,23556,23531,3681,1329,
08:30,23556,23330,3323,1329,
08:35,23155,23296,3059,1329,
08:40,23155,23221,3036,1329,
08:45,23155,23108,2984,1329,
08:50,22886,23012,2867,1329,
08:55,22886,22815,2576,1329,
09:00,22886,22812,2265,1329,
09:05,22720,22493,1735,-933,
09:10,22720,22473,1490,-933,
09:15,22720,22394,1313,-933,
09:20,22316,22043,1316,-933,
09:25,22316,22077,1308,-933,
09:30,22316,21906,1358,-933,
09:35,21969,21751,1307,-933,
09:40,21969,21599,1132,-933,
09:45,21969,21457,1052,-933,
09:50,21304,21328,722,-933,
09:55,21304,21176,663,-933,
10:00,21304,21083,691,-933,
10:05,20916,21362,8,-2786,
10:10,20916,21142,-340,-2786,
10:15,20916,20721,-713,-2786,
10:20,20507,20556,-1295,-2786,
10:25,20507,20599,-1707,-2786,
10:30,20507,20336,-2129,-2786,
10:35,20214,20208,-2150,-2786,
10:40,20214,20047,-2407,-2786,
10:45,20214,19870,-2800,-2786,
10:50,19937,19863,-2910,-2786,
10:55,19937,19534,-3065,-2786,
11:00,19937,19361,-3122,-2786,
11:05,19533,19188,-2947,-4192,
11:10,19533,19141,-2939,-4192,
11:15,19533,19097,-2829,-4192,
11:20,19149,18860,-2866,-4192,
11:25,19149,19217,-2873,-4192,
11:30,19149,19049,-3113,-4192,
11:35,18797,18864,-3462,-4192,
11:40,18797,18778,-3499,-4192,
11:45,18797,18741,-3387,-4192,
11:50,18491,18453,-3287,-4192,
11:55,18491,18677,-3141,-4192,
12:00,18491,18891,-2787,-4192,
12:05,18537,18755,-3150,-5088,
12:10,18537,18860,-3382,-5088,
12:15,18537,18578,-3392,-5088,
12:20,18387,18748,-3864,-5088,
12:25,18387,18785,-3432,-5088,
12:30,18387,18710,-3297,-5088,
