interaction_count,mean_raw_ramp_reward,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
2048,-1.4781960535147877e-06,1.4781960535147877e-06,72,-3.52516681477501e-05,24.81527110002935
4096,2.2888912760594383e-06,-2.2888912760594383e-06,76,5.4875142722446124e-05,49.51229680003598
6144,2.0037975247779258e-06,-2.0037975247779258e-06,76,5.0550705543602304e-05,74.38064020010643
8192,4.5974652853697254e-06,-4.5974652853697254e-06,76,0.00012328093485369673,99.28820360009558
10240,9.424662879398661e-06,-9.424662879398661e-06,76,0.0002576947975928742,124.26857950002886
12288,1.1834441122002769e-05,-1.1834441122002769e-05,76,0.00030786651305826597,149.9402185000945
14336,1.4833430730109598e-05,-1.4833430730109598e-05,76,0.00039782697139466495,175.76609000004828
16384,1.6822709802775064e-05,-1.6822709802775064e-05,76,0.0004568450072172821,201.5098294999916
18432,1.9068309522623577e-05,-1.9068309522623577e-05,76,0.0005113725116876528,227.1467892001383
20480,2.401570882088602e-05,-2.401570882088602e-05,76,0.000650256562928375,252.6718248000834
22528,2.5505768379793068e-05,-2.5505768379793068e-05,76,0.000675156117447973,277.4902983000502
24576,2.474037382753638e-05,-2.474037382753638e-05,76,0.000671883277747481,302.5410015999805
26624,2.9239193664287368e-05,-2.9239193664287368e-05,76,0.0007871121495221021,328.816780900117
28672,3.0272881391530152e-05,-3.0272881391530152e-05,76,0.0008108344865406306,353.49387040012516
30720,3.401507714916068e-05,-3.401507714916068e-05,76,0.0009190914742161921,378.76797639997676
32768,3.316369301214832e-05,-3.316369301214832e-05,76,0.000897922520924563,403.7953226000536
34816,3.493317536262043e-05,-3.493317536262043e-05,76,0.0009368810886682485,428.5809506000951
36864,3.7632901297358126e-05,-3.7632901297358126e-05,76,0.0010150218202568193,453.73710080003366
38912,3.6324599774583026e-05,-3.6324599774583026e-05,76,0.0009813052437334074,478.6231259999331
40960,3.680591755310691e-05,-3.680591755310691e-05,76,0.0009832113502933782,503.44503009994514
43008,3.9332386062336155e-05,-3.9332386062336155e-05,76,0.0010640839888112008,528.5459046999458
45056,4.021000792700426e-05,-4.021000792700426e-05,76,0.0010879041499181172,553.3695914999116
47104,4.18918576950551e-05,-4.18918576950551e-05,76,0.0011327026106971209,579.1538502001204
49152,4.435176631495688e-05,-4.435176631495688e-05,76,0.00120107771203231,603.910465599969
51200,4.272999540384863e-05,-4.272999540384863e-05,76,0.0011560359878920656,632.0620754000265
53248,4.2325124348213074e-05,-4.2325124348213074e-05,76,0.0011434627457805042,660.0999706999864
