timestamp_utc,market_id,gross_demand_mw,wind_mw,solar_mw,net_load_mw,market_scale_mw,forecast_issue_time_utc,forecast_vintage_id,quality_ok,forecast_gross_h1_mw,forecast_gross_h3_mw,forecast_gross_h6_mw,forecast_gross_h12_mw,forecast_net_h1_mw,forecast_net_h3_mw,forecast_net_h6_mw,forecast_net_h12_mw
2024-12-31 20:00:00+00:00,CAISO_NP15,26028,425,11901,13702,33983.0,2024-12-31T20:00:00Z,causal-ridge-shortlag-v2,True,26028.0,26028.0,26028.0,26028.0,13702.0,13702.0,13702.0,13702.0
2024-12-31 20:00:00+00:00,ISONE_NEMA,13416,71,79,13266,18007.25,2024-12-31T20:00:00Z,causal-ridge-shortlag-v2,True,13416.0,13416.0,13416.0,13416.0,13266.0,13266.0,13266.0,13266.0
2024-12-31 20:00:00+00:00,MISO_MINN_HUB,73145,22275,2493,48377,101249.75,2024-12-31T20:00:00Z,causal-ridge-shortlag-v2,True,73145.0,73145.0,73145.0,73145.0,48377.0,48377.0,48377.0,48377.0
2024-12-31 20:00:00+00:00,SPP_NORTH_HUB,32860,12010,329,20521,46366.75,2024-12-31T20:00:00Z,causal-ridge-shortlag-v2,True,32860.0,32860.0,32860.0,32860.0,20521.0,20521.0,20521.0,20521.0
2024-12-31 21:00:00+00:00,CAISO_NP15,25430,401,12142,12887,33983.0,2024-12-31T21:00:00Z,causal-ridge-shortlag-v2,True,25430.0,25430.0,25430.0,25430.0,12887.0,12887.0,12887.0,12887.0
2024-12-31 21:00:00+00:00,ISONE_NEMA,14584,105,5,14474,18007.25,2024-12-31T21:00:00Z,causal-ridge-shortlag-v2,True,14584.0,14584.0,14584.0,14584.0,14474.0,14474.0,14474.0,14474.0
2024-12-31 21:00:00+00:00,MISO_MINN_HUB,73346,22032,1958,49356,101249.75,2024-12-31T21:00:00Z,causal-ridge-shortlag-v2,True,73346.0,73346.0,73346.0,73346.0,49356.0,49356.0,49356.0,49356.0
2024-12-31 21:00:00+00:00,SPP_NORTH_HUB,32815,11355,340,21120,46366.75,2024-12-31T21:00:00Z,causal-ridge-shortlag-v2,True,32815.0,32815.0,32815.0,32815.0,21120.0,21120.0,21120.0,21120.0
2024-12-31 22:00:00+00:00,CAISO_NP15,24419,384,12301,11734,33983.0,2024-12-31T22:00:00Z,causal-ridge-shortlag-v2,True,24419.0,24419.0,24419.0,24419.0,11734.0,11734.0,11734.0,11734.0
2024-12-31 22:00:00+00:00,ISONE_NEMA,15184,128,1,15055,18007.25,2024-12-31T22:00:00Z,causal-ridge-shortlag-v2,True,15184.0,15184.0,15184.0,15184.0,15055.0,15055.0,15055.0,15055.0
2024-12-31 22:00:00+00:00,MISO_MINN_HUB,74583,21832,664,52087,101249.75,2024-12-31T22:00:00Z,causal-ridge-shortlag-v2,True,74583.0,74583.0,74583.0,74583.0,52087.0,52087.0,52087.0,52087.0
2024-12-31 22:00:00+00:00,SPP_NORTH_HUB,33080,10124,205,22751,46366.75,2024-12-31T22:00:00Z,causal-ridge-shortlag-v2,True,33080.0,33080.0,33080.0,33080.0,22751.0,22751.0,22751.0,22751.0
2024-12-31 23:00:00+00:00,CAISO_NP15,23877,328,11648,11901,33983.0,2024-12-31T23:00:00Z,causal-ridge-shortlag-v2,True,23877.0,23877.0,23877.0,23877.0,11901.0,11901.0,11901.0,11901.0
2024-12-31 23:00:00+00:00,ISONE_NEMA,14806,179,1,14626,18007.25,2024-12-31T23:00:00Z,causal-ridge-shortlag-v2,True,14806.0,14806.0,14806.0,14806.0,14626.0,14626.0,14626.0,14626.0
2024-12-31 23:00:00+00:00,MISO_MINN_HUB,75428,21983,12,53433,101249.75,2024-12-31T23:00:00Z,causal-ridge-shortlag-v2,True,75428.0,75428.0,75428.0,75428.0,53433.0,53433.0,53433.0,53433.0
2024-12-31 23:00:00+00:00,SPP_NORTH_HUB,33978,9705,23,24250,46366.75,2024-12-31T23:00:00Z,causal-ridge-shortlag-v2,True,33978.0,33978.0,33978.0,33978.0,24250.0,24250.0,24250.0,24250.0
2025-01-01 00:00:00+00:00,CAISO_NP15,22237,347,7595,14295,33983.0,2025-01-01T00:00:00Z,causal-ridge-shortlag-v2,True,22237.0,22237.0,22237.0,22237.0,14295.0,14295.0,14295.0,14295.0
