cpu_util,power_util
0.47411569254953895,0.68822
0.41416129518592826,0.6403333333333334
0.43200290447561196,0.6490666666666667
0.4360393194270884,0.6512000000000001
0.46144483560929517,0.6580166666666666
0.4682281845653241,0.6631666666666667
0.4625062195566279,0.6576
0.453871329181712,0.6563
0.4713452315783298,0.6613333333333333
0.4674686262541194,0.6647666666666667
0.4584048579520383,0.66395
0.46268686284573607,0.6669333333333334
0.46782903971927614,0.6729166666666667
0.4484163726659833,0.6686333333333334
0.46146652532861876,0.6796
0.46062937068266885,0.683
0.46928870715364596,0.6884166666666667
0.4850849825589505,0.6952833333333333
0.5285355516050431,0.7251
0.5161344140413366,0.7117666666666667
0.4836141034595416,0.694
0.3566746499993361,0.6316666666666667
0.425973155434938,0.6733666666666667
0.426011383693715,0.6642666666666666
0.44003533366698294,0.6804666666666667
0.461133703963792,0.6917833333333333
0.4754919804363067,0.7079
0.476394742136189,0.7041
0.500799849306706,0.7108
0.528494219719354,0.7206
0.53917256295882,0.7222666666666666
0.5338862419890431,0.7219999999999999
0.5183057287032572,0.7135166666666666
0.525037383353109,0.7180333333333333
0.5100911534252164,0.7107
0.5380469134886383,0.72025
0.5054332694471698,0.7046666666666667
0.4933396026950395,0.6994499999999999
0.49939242883969914,0.7023333333333333
0.4945242933447693,0.6997166666666667
0.49805484338468187,0.6990999999999999
0.5236872210776102,0.7159
0.5391471990819889,0.7250666666666665
0.5278119897598851,0.7220166666666666
0.5193925437266311,0.7147
0.5070899523397382,0.7052333333333333
0.46149775217377065,0.6893
0.5020132002451795,0.6954
0.46763274730365184,0.6836
0.5350323164615104,0.7144833333333334
0.5195282654249758,0.7120166666666666
0.5306349163516658,0.7152999999999999
0.5251755123992139,0.7144833333333332
0.5233617275890075,0.7125499999999999
0.550649639974851,0.721
0.5595205613206036,0.7273166666666666
0.5726271742713225,0.72715
0.5195067900223026,0.7020666666666666
0.49092322543030503,0.6906333333333333
0.5074836657340543,0.7032666666666667
0.5202535654625757,0.7119833333333333
0.5782348121709027,0.7351833333333333
0.5761295520189702,0.7302166666666666
0.5809036026786981,0.7274666666666667
0.5919707020569743,0.7309333333333333
0.6008814474218483,0.7309833333333333
0.6055180961355758,0.7346500000000001
0.5634739404519258,0.7201666666666667
0.5704498353513506,0.7158666666666667
0.4846961616275455,0.6808333333333334
0.4468544543204893,0.6688000000000001
0.5170002116530505,0.7149833333333333
0.509422114356797,0.7072833333333333
0.5093613939526952,0.7018333333333333
0.5135668243581841,0.7016333333333333
0.5103364296122328,0.7107999999999999
0.5178729783576622,0.7109666666666666
0.5129399227288922,0.7071499999999998
0.5309294736375137,0.7129666666666666
0.5905522802538058,0.73475
0.6123257119006383,0.7313833333333334
0.581931867123263,0.7163333333333334
0.6275678305423285,0.7297833333333333
0.614105009273982,0.7277
0.5755165912262383,0.7152833333333333
0.5516818157506062,0.70805
0.5206400071815298,0.6964333333333332
0.516723423593921,0.6948833333333333
0.5479371916632371,0.7085666666666666
0.5516957270102129,0.7133666666666666
0.44901865773644245,0.6764166666666667
0.40987962416069385,0.6564666666666668
0.4973719941693772,0.7011499999999999
0.5072069990752972,0.6963999999999999
0.5086553459307523,0.69795
0.4836745586244079,0.6917666666666666
0.4810279072219344,0.6947333333333332
0.4721595770916772,0.6850166666666667
0.46479887001926634,0.6828333333333334
0.4643347850423815,0.67925
0.5029477685636069,0.6928166666666666
0.5522644614798569,0.7157500000000001
0.5503747789518952,0.7163666666666666
0.5647417551411189,0.72375
0.5661129185881865,0.7156166666666667
0.5684459547530331,0.7117333333333333
0.5880200140447484,0.7204333333333334
0.5964903366000197,0.7267166666666667
0.606787221116358,0.7304
0.615604854267401,0.7353999999999999
0.5907416927259345,0.7284333333333334
0.5926198759808878,0.7273833333333333
0.5608515289322971,0.7204833333333335
0.5508518181344454,0.71415
0.556866459002245,0.7168333333333333
0.42859454811920605,0.6647166666666666
0.4103188461157604,0.6525
0.46698864432747206,0.6726166666666668
0.495118408932841,0.6864833333333333
0.48471495936259046,0.6929333333333333
0.4825498824847929,0.68425
0.4838885197934679,0.6894166666666666
0.48226057051584026,0.6808
0.4890701207694458,0.6889500000000001
0.5465631136887648,0.7136333333333333
0.540862833179246,0.7153166666666666
0.5652091294030798,0.7226
0.5552563314550785,0.7217166666666667
0.5868984598665014,0.7223833333333333
0.5935498460247802,0.7280333333333333
0.5967459987156214,0.7292833333333334
0.5907918996043346,0.7289333333333332
0.6008860099575647,0.7310833333333333
0.6057630504174485,0.7309
0.5978043448401128,0.7295999999999999
0.5700144786413726,0.7152666666666666
0.5804804204891549,0.7202666666666666
0.5873960178046987,0.72675
0.5176883348902418,0.70255
0.43820498703012273,0.6679166666666667
0.49404785328154416,0.6955166666666667
0.518512911971636,0.7125833333333332
0.5068023158284631,0.7013833333333334
0.5173670893450667,0.7081666666666666
0.5559196962942736,0.7187333333333333
0.5347520722935215,0.7069666666666667
0.5393414384571072,0.7049000000000001
0.5617185883312565,0.7156333333333333
0.5865840194388503,0.7277833333333333
0.6059038670250444,0.7383166666666666
0.6075880721330894,0.7398833333333333
0.5690477109610578,0.7281166666666666
0.5503439359444464,0.70685
0.5479501783175175,0.6971833333333333
0.6051927140139686,0.7244499999999999
0.6069209560200614,0.7269333333333332
0.6090300750691985,0.7288833333333333
0.6181971792241154,0.7348666666666667
0.6026021387828476,0.7313999999999999
0.5848560032011766,0.7214166666666666
0.5731417895198999,0.71865
0.5684927051621631,0.7187166666666666
0.5069583469883059,0.6989833333333334
0.44676395100554456,0.6711833333333335
0.5191725902017054,0.7074833333333334
0.55917357482732,0.72315
0.5083011485553022,0.7011666666666666
0.5202075855075043,0.7054666666666666
0.5068926838730254,0.6991333333333333
0.5002331759344975,0.69035
0.5265532671470798,0.7023666666666666
0.536923776559721,0.7127833333333333
0.5451721070008784,0.7176166666666666
0.5499655228104354,0.71675
0.5514855334846203,0.7194833333333333
0.5549395918727207,0.7197999999999999
0.5600760421644337,0.7118333333333332
0.5751159330493271,0.7141833333333334
0.6166041573521586,0.7366666666666666
0.5958673413956782,0.7301
0.6117261529788983,0.7366166666666666
0.610678229393773,0.7344833333333333
0.6147796287833857,0.7342666666666666
0.5684605854394781,0.7136
0.5667228647173895,0.7192833333333334
0.554549216198067,0.7178333333333333
0.551640797689879,0.7190166666666665
0.5163803854495242,0.7064499999999999
0.5121187551587043,0.7034333333333332
0.5402854065382715,0.7125166666666668
0.5502792434159589,0.7160333333333332
0.5758507695616902,0.7349000000000001
0.5417349542017581,0.7224333333333333
0.5394917521732855,0.7206666666666666
0.5614737644367789,0.7310666666666666
0.5561878217939047,0.7270500000000001
0.5686807292265275,0.7317499999999999
0.6128529560083936,0.74855
