interaction_count,mean_raw_joint_reward,mean_raw_ramp_reward,mean_raw_peak_reward,mean_raw_ramp_squared,mean_raw_peak_increment,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
2048,-1.446800026995731e-05,-3.294861959993321e-06,-1.1173138309963986e-05,0.008750323553357958,0.006449974868556425,3.976277470499566e-05,0,nan,11.054004000034183
4096,-1.5138401150778219e-05,-3.3273931669933847e-06,-1.1811007983784833e-05,0.008022784528625317,0.007301381069953445,4.015536506857731e-05,4,-0.008261892630844613,23.601764900027774
6144,-1.2069015967349105e-05,-2.1445730469520096e-06,-9.924442920397096e-06,0.008734837972617943,0.006765241664655225,2.5880955238723167e-05,4,-0.007561619854084416,35.3761164000025
8192,-2.6948586968572112e-06,-3.3477430433274847e-06,6.528843464702729e-07,0.007961111781723915,0.0010505522881041106,4.040094972668207e-05,0,nan,40.48045950004598
10240,-1.375090811012324e-05,-2.9690565602391124e-06,-1.0781851549884128e-05,0.007331172773996329,0.006919005101636315,3.5830917508731237e-05,4,-0.007464612227067115,46.696844800026156
12288,-1.3620985580526827e-05,-3.0827894697470036e-06,-1.0538196110779825e-05,0.008348927342342886,0.007303072286993134,3.7203459397349564e-05,4,-0.007576163101956991,52.83426140004303
14336,-1.2004205476972757e-06,-1.376952501360397e-06,1.7653195366312123e-07,0.008492121248807766,0.0007239147893562387,1.6617221830800067e-05,0,nan,57.86359680001624
16384,-1.113384276910718e-05,-1.6662819896477255e-06,-9.467560779459452e-06,0.009033960516166437,0.007249126290446996,2.0108883514345687e-05,4,-0.0066943258891029025,64.01271620002808
18432,-1.3266877223003326e-05,-1.8550202148437662e-06,-1.141185700815956e-05,0.009165912708780682,0.007460696649698773,2.2386598216149508e-05,4,-0.006525999975458043,70.2853873000131
20480,-3.6603314803466654e-06,-1.330880156207376e-06,-2.3294513241392903e-06,0.009605063670457256,0.001627710937902878,1.606121544792444e-05,1,-0.006208108534919957,75.80399830004899
22528,-1.150609181496976e-05,-2.37151381504466e-06,-9.134577999925106e-06,0.008209367576345704,0.00481365511192008,2.8619702640773677e-05,3,-0.006961066546895506,81.50786210002843
24576,-1.1064146185586329e-05,-5.043171310808836e-07,-1.0559829054505441e-05,0.007835287067453282,0.006500458608143128,6.086157388845385e-06,4,-0.006669850284900861,87.84702300000936
26624,-1.0587390925165302e-05,-7.629620200915031e-07,-9.8244289050738e-06,0.007921774279486392,0.0056651397339891486,9.207513784106546e-06,4,-0.00626276106200554,94.00872380001238
28672,-1.2378240183577413e-06,8.120973149470192e-08,-1.3190337498524424e-06,0.006980694323100264,0.0010759689294450362,-9.800484197776723e-07,0,nan,99.08303990005516
30720,-1.1586744673346447e-05,-8.177417402034713e-07,-1.0769002933142976e-05,0.00797184768866806,0.0072716396383931915,9.868601773728826e-06,4,-0.005698357524867701,105.21681630000239
32768,-8.131310108432621e-06,1.7306322264365557e-06,-9.861942334869174e-06,0.008568256928750006,0.006792466624018204,-2.0885469604663286e-05,4,-0.0049734915558967575,111.2588288000552
34816,2.577711986285008e-06,2.343752810290683e-06,2.3395917599432503e-07,0.008504225272218105,0.0002500639687107012,-2.828467962887822e-05,0,nan,116.32299320003949
36864,-8.29532154271592e-06,2.1050382133422824e-06,-1.0400359756058203e-05,0.007899274809975942,0.0066072960714607205,-2.5403844300264838e-05,4,-0.003654402167793572,122.50869660003809
38912,-8.444920384457839e-06,1.9911670842388727e-06,-1.043608746869671e-05,0.008892087864946645,0.007380051366832491,-2.4029634361602784e-05,4,-0.0036016322765284443,128.65608540002722
40960,-7.0294087593835154e-06,2.6300250878366757e-06,-9.659433847220194e-06,0.009177617345944427,0.0060615642035879,-3.173944654007542e-05,4,-0.003769044127026639,136.20768830005545
