timestep,cpu_demand_norm
0,0.4173793222498211
1,0.43358879101217945
2,0.421685837233475
3,0.42513517210273044
4,0.4257579934961789
5,0.4169703013615097
6,0.40647700460693326
7,0.4289486343282647
8,0.41587407815857674
9,0.4154891800774489
10,0.4251955521752918
11,0.4226503740438235
12,0.41878098363996186
13,0.4394937386266702
14,0.4337579133041122
15,0.441529950371045
16,0.44833318551064805
17,0.4500966672696225
18,0.459092026724152
19,0.46994243818470915
20,0.4672608098794658
21,0.4470871744930628
22,0.44557661072538385
23,0.4279914510403979
24,0.43750705021278613
25,0.45550185130655274
26,0.46642979469979123
27,0.46385966901312764
28,0.4781802197852979
29,0.47700392992117
30,0.4770603351726704
31,0.4823743586007028
32,0.48269046202044663
33,0.4691226672026891
34,0.4677513990411848
35,0.46661327089014754
36,0.4667127063376669
37,0.48519677554707263
38,0.5195344658813451
39,0.5176878132321077
40,0.5189916315876014
41,0.5309566414060927
42,0.533281023388764
43,0.5261980296420108
44,0.5315052467176609
45,0.5374674874780507
46,0.5121798776010893
47,0.5063096863791827
48,0.4968436900987752
49,0.5084268133420575
50,0.5071511557611955
51,0.5100100239965025
52,0.503025357603876
53,0.49747517718775663
54,0.49229370098397013
55,0.4958710973178448
56,0.5074775754076823
57,0.4777497904971463
58,0.488095047127944
59,0.48545066764902844
60,0.5054071841654685
61,0.4996893502394232
62,0.4885663713177736
63,0.5066272781015962
64,0.5004328831242207
65,0.4980794878167496
66,0.49426615572896865
67,0.5011969718586904
68,0.4938874986404154
69,0.5246751403502543
70,0.5296414241664785
71,0.5416649236587804
72,0.5438322153242325
73,0.5674930022800513
74,0.5834252212841062
75,0.5777941677963728
76,0.5679175963688046
77,0.5516708179998723
78,0.5456083628879326
79,0.5398235967492138
80,0.5597311298589557
81,0.5784870072939703
82,0.561825115371614
83,0.5472463590225006
84,0.5425920624280361
85,0.5553730429103829
86,0.5634109843854382
87,0.5738930005629428
88,0.5875058576481608
89,0.5770344022972219
90,0.5707456657301828
91,0.5732791792303231
92,0.5811224146620972
93,0.5742873464970778
94,0.5854207682340123
95,0.5866056414223907
96,0.5940751911756722
97,0.613246819839102
98,0.6264211962499846
99,0.6434213641075741
100,0.6467055214855443
101,0.6237601798423775
102,0.6161338975028146
103,0.6396312796505857
104,0.6238540483517311
105,0.5992163573582517
106,0.5987205643131218
107,0.5920492365045162
108,0.611722474039695
109,0.6414775013663991
110,0.6469934522999515
111,0.6473635806333804
112,0.6411246791359047
113,0.628756080940884
114,0.6272875763641238
115,0.6287091228029719
116,0.641534856327731
117,0.6203783699041084
118,0.598337007538156
119,0.5876577014914317
120,0.5799290978996694
121,0.5793993554639097
122,0.5604212153163485
123,0.5600150734300616
124,0.6009601856545662
125,0.5886103587952753
126,0.5252916008173578
127,0.5508465787085152
128,0.5754437277989725
129,0.5436624376112512
130,0.5408265058591991
131,0.511327991579226
132,0.49485125107503247
133,0.5340592644560235
134,0.5350554516552822
135,0.5647529363560986
136,0.5542108318807909
137,0.5494819496428036
138,0.5488300710030636
139,0.5746569567935182
140,0.5927049218214246
141,0.5644213165232962
142,0.5789292854766779
143,0.583963826100867
144,0.5868703251975406
145,0.5995730023852499
146,0.6004641735935128
147,0.5731027778014655
148,0.5829685352253842
149,0.5879732969302861
150,0.5605951845001733
151,0.581146795822298
152,0.5654017518784699
153,0.5908441245293556
154,0.5746652098932197
155,0.5831045411561923
156,0.5805053459488808
157,0.5809131484224768
158,0.5538524648947022
159,0.5304732262359092
160,0.5192958491418367
161,0.5173430926682926
162,0.5060285877968248
163,0.5133962377667672
164,0.4966569625349593
165,0.5230724684821032
166,0.5427505551274313
167,0.5294979836728607
168,0.5170568889889093
169,0.5307780647542651
170,0.5212599999151029
171,0.518875590119107
172,0.503317586661238
173,0.49599640666474903
174,0.47562180472182736
175,0.4777690278147632
176,0.45928079774646274
177,0.45124149411362807
178,0.47594526403019377
179,0.4902559525789195
180,0.4918210519030815
181,0.5188944185379876
182,0.5229604003558317
183,0.515984614386031
184,0.5387127599638859
185,0.5295351678739633
186,0.5206018236432889
187,0.5202939477393472
188,0.5139804401903827
189,0.5132134007302404
190,0.5164968226820205
191,0.5039126471578785
192,0.48037485324483864
193,0.5105952111784128
194,0.5091766289226642
195,0.5186511950698954
196,0.5288647827583983
197,0.5260570857228833
198,0.502851390194657
199,0.5138687243233481
200,0.5174174028042765
201,0.538586831279583
202,0.5267747390887113
203,0.5230562781625197
204,0.5154234808016811
205,0.5298681201398991
206,0.522287540700464
207,0.5212456810651424
208,0.5208616059574205
209,0.5130748662820388
210,0.49218597014197946
211,0.5270451372421863
212,0.5401063786929876
213,0.5363778681745635
214,0.5389965389403107
215,0.5471556750431243
216,0.5463290520126244
217,0.5484061545179304
218,0.5361303686460881
219,0.5483021510873857
220,0.5584573703668025
221,0.5613028086817347
222,0.5619740033132788
223,0.5526491581372175
224,0.555009526905777
225,0.5625577603108568
226,0.5563473986142193
227,0.5551611058891431
228,0.5486920275291132
229,0.5697100589181405
230,0.5513741179712647
231,0.5436439854087848
232,0.5548938893079692
233,0.5341732840570595
234,0.5104276632575276
235,0.5269801207163952
236,0.5210136519578605
237,0.5079604784562297
238,0.5071806749965113
239,0.496336545788112
240,0.4960398898288799
241,0.5073082632329368
242,0.514580445477998
243,0.5066601955589957
244,0.5043431710916689
245,0.5085355941591034
246,0.5163075677838814
247,0.5203940448190353
248,0.5225795902268799
249,0.509537724660826
250,0.5136619605735704
251,0.5197981211245923
252,0.5090390986055365
253,0.5161217647896493
254,0.514133073881086
255,0.5107920877123819
256,0.5010053840934394
257,0.49609806451017396
258,0.4884649299742473
259,0.4959698715768471
260,0.5249381373626607
261,0.4960977221591525
262,0.4682027902679524
263,0.4839722833985341
264,0.48507061187539463
265,0.506478048548329
266,0.5035633951383394
267,0.5041298089141465
268,0.5411705355098512
269,0.5590087439154212
270,0.5602706296685381
271,0.5614267225970021
272,0.5632989808843919
273,0.5518953684749688
274,0.5657110751212656
275,0.5596831211544531
276,0.5660903355757662
277,0.5471233974789733
278,0.5631327974874271
279,0.555482060933061
280,0.5502099062215993
281,0.5463283668669299
282,0.540311368724341
283,0.5323507669330134
284,0.5471678438103627
285,0.5378518443044318
286,0.5523731173290656
287,0.5366905350703168
288,0.5238005204459566
289,0.5496189743451828
290,0.5439518240460061
291,0.5455889739894099
292,0.5529707443492389
293,0.568214445612177
294,0.5624299141650657
295,0.5366270207482737
296,0.5487856622341621
297,0.5775342305000076
298,0.5709633938814452
299,0.5605662931795172
300,0.5636732045641875
301,0.5830661358784656
302,0.5867513684954879
303,0.5827264207379876
304,0.5740944131370342
305,0.5746975359632606
306,0.5503560642281206
307,0.5401461956695702
308,0.5260863350702448
309,0.5173786925901324
310,0.530713098213202
311,0.5194930350487376
312,0.5351991206293875
313,0.5451440207364525
314,0.5335672113924633
315,0.5331801317293617
316,0.5332346180405358
317,0.49921381313559754
318,0.4953917557551079
319,0.5185853165293725
320,0.503543656938256
321,0.48995468160961037
322,0.49686877400284385
323,0.5057232404102767
324,0.5056176319967356
325,0.5074742659158851
326,0.5044895741416644
327,0.5176077384373032
328,0.5048483915818403
329,0.48957541228208123
330,0.4869319084232082
331,0.5257153115961105
332,0.5208241996348344
333,0.5064170840389481
334,0.4835227235648768
335,0.5054110488130907
336,0.5029521912012833
337,0.527998357391813
338,0.5134040908407611
339,0.5116376713698892
340,0.5230274890295766
341,0.528593419071524
342,0.5121836690462253
343,0.5237386767673218
344,0.5309285693617473
345,0.537304883756605
346,0.5380059765017878
347,0.5291052063423046
348,0.5101466693769077
349,0.5551565413074454
350,0.5499615887477673
351,0.5402787980544775
352,0.5359633489661744
353,0.5166357488744362
354,0.5104181416104989
355,0.536937098642155
356,0.5539026480827557
357,0.5361042634564235
358,0.523813562023445
359,0.5075286605390966
360,0.5131929291743402
361,0.5347920484060482
362,0.5484726055166842
363,0.5401667763637225
364,0.5214704147682803
365,0.5196633698400334
366,0.5635432837564176
367,0.5411542036654609
368,0.5408626872601822
369,0.5351912611963898
370,0.5201870669334998
371,0.5115917685308494
372,0.5397303508307029
373,0.5638673156708987
374,0.5329644109529441
375,0.5645967994458062
376,0.5474083645539325
377,0.5502245280854876
378,0.5652864045765823
379,0.558908641511916
380,0.5434104668157625
381,0.5522586116339442
382,0.5520927720668389
383,0.5350603202860944
384,0.5494335378070333
385,0.5486606477675763
386,0.555266872982013
387,0.5877182937772613
388,0.5823236327086412
389,0.5834071172001298
390,0.5655078145910771
391,0.577621461836058
392,0.5648952764462819
393,0.5719617280578662
394,0.5663140957597789
395,0.5654576516631056
396,0.5774010251928046
397,0.5787433442110828
398,0.5577365587943156
399,0.573448851058496
400,0.5773424013883777
401,0.5860070896847498
402,0.572995624593639
403,0.56832011658057
404,0.5700273974634704
405,0.5603723766879009
406,0.5672947301665615
407,0.5589082392679512
408,0.5480108954012649
409,0.5361172341975666
410,0.5323127397941904
411,0.5418815644203837
412,0.5549470031094973
413,0.5836355062952979
414,0.5965533640398647
415,0.5997367124254827
416,0.5727352605045964
417,0.5708647107188703
418,0.5514649992276442
419,0.5159066469355276
420,0.5361151707747575
421,0.5438571949702147
422,0.5553574340699426
423,0.5448798366606986
424,0.5467752137720818
425,0.5401186012899329
426,0.5280792312028462
427,0.5477982207355779
428,0.5573900060979712
429,0.5542747577634789
430,0.5600239964434252
431,0.5527674638547359
432,0.5256511527964208
433,0.5482106084946051
434,0.5412621276437082
435,0.530231683763092
436,0.5222260208873745
437,0.524288375088134
438,0.5295357282057216
439,0.5308375134545874
440,0.5262070396110549
441,0.5156318320841655
442,0.5129554542457333
443,0.5067270532382286
444,0.5075419697862822
445,0.5295040658382226
446,0.5210458767274911
447,0.530181148020034
448,0.5305189628535459
449,0.5175632289595268
450,0.513653378728158
451,0.5403071685283527
452,0.5457988716929015
453,0.5307335212632123
454,0.5291312841734642
455,0.5156767457283963
456,0.5211620610517467
457,0.5533317943913032
458,0.547724297167875
459,0.5186390790971775
460,0.5165188019133695
461,0.5349800964244089
462,0.5050262205331215
463,0.5160537669262367
464,0.5077677638163419
465,0.5114943951751849
466,0.5150017444196837
467,0.5107878941711651
468,0.5032488331115533
469,0.5098042648214502
470,0.5255392429058267
471,0.5009785696530192
472,0.5131020452560521
473,0.519370569507511
474,0.4907763642856499
475,0.5085109479911142
476,0.5171829862607564
477,0.5163039560175754
478,0.5165920326454198
479,0.5021405939053585
480,0.4918431529906905
481,0.5048249673777778
482,0.49587506370952866
483,0.4955645517766633
484,0.4914756855306656
485,0.4942711360120579
486,0.4818658255131743
487,0.48653462019277766
488,0.47843027652062603
489,0.49767071729572954
490,0.5094771820639568
491,0.5066701957580355
492,0.4939093468467083
493,0.5165380319846796
494,0.5021379004975162
495,0.4978644044195557
496,0.49850331690255073
497,0.5128034134212267
498,0.504958444347541
499,0.5138612590007056
500,0.5217579664085971
501,0.5072852544344983
502,0.5149519819610713
503,0.5246156431440422
504,0.5228752383579428
505,0.5352850776506419
506,0.5385760200857258
507,0.5101349929148749
508,0.4930336484257799
509,0.4998958798891287
510,0.4984849155721151
511,0.490001961838462
512,0.4992469923473417
513,0.47979803451200215
514,0.49782699972369154
515,0.5066035622706594
516,0.5016956119629419
517,0.5238560209443037
518,0.5360670325240368
519,0.5347614786041419
520,0.537739085412881
521,0.5442716672994359
522,0.519229139642182
523,0.5263673830763395
524,0.5182298955366744
525,0.5191469138773525
526,0.515142498751766
527,0.5145739051685908
528,0.5119165539133455
529,0.5180836440675849
530,0.5104028360797541
531,0.5020938667619584
532,0.5108884644790469
533,0.5225272013517914
534,0.5139458516459237
535,0.5201053617196836
536,0.507164559506136
537,0.50675997542791
538,0.4994072010904749
539,0.49252506210007957
540,0.4983796872199672
541,0.5442412434588506
542,0.5570370067026716
543,0.5431186111650224
544,0.5393267825663718
545,0.542457408894676
546,0.5344529700532586
547,0.5451138202004212
548,0.5500625542011912
549,0.5339765941524592
550,0.5310046376883553
551,0.5304723701365297
552,0.509508956675268
553,0.5350438223681849
554,0.537051556275038
555,0.5255610412752754
556,0.5437483564784826
557,0.56152957741399
558,0.5436474521010726
559,0.5442452386878776
560,0.5328776812387793
561,0.5328022161302347
562,0.5131181165291681
563,0.5248754553307036
564,0.527150989516131
565,0.5461602859727913
566,0.5387745641575433
567,0.5409779277899585
568,0.5547290356822292
569,0.5726447536900252
570,0.543226817453464
571,0.5397412883173341
572,0.5442903608482812
573,0.539603917714722
574,0.5242571727871698
575,0.5245176489721408
576,0.5186314466658292
577,0.5295752374360944
578,0.5150634381441346
579,0.532308701235207
580,0.5370244682495683
581,0.520346918093579
582,0.5282466636264752
583,0.5312140982473028
584,0.5236355585692672
585,0.5048930051698193
586,0.5037675435629267
587,0.5006887333557126
588,0.4843620058932148
589,0.5201838074264307
590,0.5179010857920409
591,0.5068835319080073
592,0.5071880817571648
593,0.5266219248318753
594,0.5435411421267341
595,0.5289672992172275
596,0.5104815658713013
597,0.508527623665364
598,0.4894394276465419
599,0.49496363981340535
600,0.5195718732391179
601,0.5409469986303924
602,0.5312622091395186
603,0.5234580213927442
604,0.5307371439729203
605,0.5195517734631176
606,0.5067405820928729
607,0.5249577776636615
608,0.5248935823366706
609,0.5189443423378374
610,0.5226336997301048
611,0.5117428932151494
612,0.4998987937917326
613,0.5298150606117296
614,0.5352062856000106
615,0.5366433905988033
616,0.5338730161836376
617,0.522266820847646
618,0.5220257915316515
619,0.5285347057973918
620,0.5223449443155697
621,0.5164784660124956
622,0.5101661758430598
623,0.4670668454734947
624,0.4772292130126642
625,0.5060830795796999
626,0.5052726236510252
627,0.5008890808706001
628,0.5097512623764316
629,0.4970851203277802
630,0.49682626140016184
631,0.5055626162615197
632,0.49266869218074266
633,0.47682567328990855
634,0.4723642022481898
635,0.522845578633007
636,0.5319651706924158
637,0.5650686251096375
638,0.5544766457840213
639,0.5403759875905655
640,0.5163679296667342
641,0.5240457095856592
642,0.5392813007525408
643,0.562216633471523
644,0.5653176012579617
645,0.5502987298226383
646,0.5428358339535304
647,0.5242434428105431
648,0.5239689522683777
649,0.5532860361826302
650,0.5260073837487494
651,0.5294681821273504
652,0.5239694212079411
653,0.5215925855770722
654,0.5120245929451974
655,0.5282792839852992
656,0.5255801073434396
657,0.5177642589582002
658,0.5128039009941502
659,0.48118820769620096
660,0.5202114662834092
661,0.5286077365905302
662,0.5528975325463164
663,0.5205131235252316
664,0.5583479706560094
665,0.5598816798667677
666,0.5580886907031822
667,0.5278935281780699
668,0.5356305615906873
669,0.5504413222026024
670,0.5412308327674786
671,0.5181844640033391
672,0.4971781513711143
673,0.5481159800103489
674,0.5760696877305331
675,0.5541978289009771
676,0.5421496064889882
677,0.5441148076809611
678,0.52660007692135
679,0.5349552513526944
680,0.5339697253931087
681,0.5172681027104316
682,0.5356712337793464
683,0.5371975493911105
684,0.5374285168405162
685,0.5410531120671467
686,0.5695159268119283
687,0.5531759170170985
688,0.5394429905520369
689,0.5437734383121778
690,0.5271721141269387
691,0.5327020604885577
692,0.5406821292610602
693,0.5244747486181074
694,0.5086645547572911
695,0.5286607961186998
696,0.49287085275114806
697,0.5408065773326516
698,0.5209660148853739
699,0.5211864895347668
700,0.5367719156791688
701,0.5462215463976772
702,0.5314031390096841
703,0.537288433900934
704,0.5387613287043792
705,0.5433394524183816
706,0.5545227878990667
707,0.5317352332537508
708,0.5305540556817991
709,0.5379971791896634
710,0.5445343190031444
711,0.5415724640384905
712,0.5363649852764039
713,0.5334510825246368
714,0.525032155086779
715,0.5358141983828619
716,0.5390812858283431
717,0.5314216463728119
718,0.5295724405095846
719,0.5276271520205916
720,0.5173315061196166
721,0.530135353136176
