cell,cpu_util,mem_util,power_util
a,0.47411569254953895,0.6130324762430613,0.68822
a,0.41416129518592826,0.6447151869626881,0.6403333333333334
a,0.43200290447561196,0.6060778043211887,0.6490666666666667
a,0.4360393194270884,0.6043176788861551,0.6512
a,0.46144483560929517,0.6505950712879811,0.6580166666666666
a,0.4682281845653241,0.649574850592441,0.6631666666666667
a,0.4625062195566279,0.6716244423595529,0.6576
a,0.453871329181712,0.6663782132901015,0.6563
a,0.4713452315783298,0.6747391305411385,0.6613333333333333
a,0.4674686262541194,0.6723068848996308,0.6647666666666666
a,0.4584048579520383,0.663559905350064,0.66395
a,0.46268686284573607,0.6690202650034117,0.6669333333333334
a,0.46782903971927614,0.6623232890058489,0.6729166666666666
a,0.4484163726659833,0.6480056832844988,0.6686333333333333
a,0.46146652532861876,0.6556470459798479,0.6796
a,0.46062937068266885,0.6669193679340405,0.683
a,0.46928870715364596,0.6637900185379345,0.6884166666666667
a,0.4850849825589505,0.6683274760203175,0.6952833333333334
a,0.5285355516050431,0.5997594627929634,0.7251
a,0.5161344140413366,0.6419301291170464,0.7117666666666667
a,0.4836141034595416,0.654463543484652,0.694
a,0.3566746499993361,0.6170045675961651,0.6316666666666667
a,0.425973155434938,0.5928153485667825,0.6733666666666667
a,0.426011383693715,0.5968852970816569,0.6642666666666667
a,0.44003533366698294,0.5990353578519388,0.6804666666666667
a,0.461133703963792,0.6154052891037769,0.6917833333333334
a,0.4754919804363067,0.6272693770713723,0.7079
a,0.476394742136189,0.627044171339888,0.7041
a,0.500799849306706,0.6328180408852072,0.7108
a,0.528494219719354,0.6494225645051843,0.7205999999999999
a,0.53917256295882,0.6693860713675418,0.7222666666666667
a,0.5338862419890431,0.6578110188881092,0.722
a,0.5183057287032572,0.6278362630037921,0.7135166666666666
a,0.525037383353109,0.6289552289008117,0.7180333333333333
a,0.5100911534252164,0.6302790786571252,0.7107
a,0.5380469134886383,0.6413696409512737,0.7202500000000001
a,0.5054332694471698,0.633810114897071,0.7046666666666667
a,0.4933396026950395,0.6254670348157298,0.6994499999999999
a,0.49939242883969914,0.6389865032395057,0.7023333333333334
a,0.4945242933447693,0.6400611908546421,0.6997166666666667
a,0.49805484338468187,0.6397476932788042,0.6990999999999999
a,0.5236872210776102,0.6420581115609758,0.7159
a,0.5391471990819889,0.6580623961323907,0.7250666666666666
a,0.5278119897598851,0.6562555742317199,0.7220166666666666
a,0.5193925437266311,0.6514298953072563,0.7147000000000001
a,0.5070899523397382,0.5710658801969498,0.7052333333333333
a,0.46149775217377065,0.5965468977747773,0.6892999999999999
a,0.5020132002451795,0.593951535536343,0.6954
a,0.46763274730365184,0.6374426050551943,0.6836
a,0.5350323164615104,0.6825656165178245,0.7144833333333332
a,0.5195282654249758,0.680232565113183,0.7120166666666666
a,0.5306349163516658,0.6854356596938822,0.7153
a,0.5251755123992139,0.6650182966854152,0.7144833333333332
a,0.5233617275890075,0.6841127505919552,0.7125499999999999
a,0.550649639974851,0.6888327919277192,0.721
a,0.5595205613206036,0.6714468415053839,0.7273166666666666
a,0.5726271742713225,0.7294024968255979,0.72715
a,0.5195067900223026,0.7211656954303135,0.7020666666666666
a,0.49092322543030503,0.678480705972676,0.6906333333333333
a,0.5074836657340543,0.6657087931829051,0.7032666666666667
a,0.5202535654625757,0.6621041790439937,0.7119833333333333
a,0.5782348121709027,0.7015339112136032,0.7351833333333333
a,0.5761295520189702,0.7055739048582305,0.7302166666666666
a,0.5809036026786981,0.7058939072116499,0.7274666666666666
a,0.5919707020569743,0.7114492547743035,0.7309333333333333
a,0.6008814474218483,0.7144778467140952,0.7309833333333333
a,0.6055180961355758,0.7214358283063989,0.73465
a,0.5634739404519258,0.7166928516962269,0.7201666666666666
a,0.5704498353513506,0.7244606835970963,0.7158666666666667
a,0.4846961616275455,0.7116375738212007,0.6808333333333334
a,0.4468544543204893,0.6531554432940235,0.6688
a,0.5170002116530505,0.6339120336911971,0.7149833333333333
a,0.509422114356797,0.6326856053456507,0.7072833333333334
a,0.5093613939526952,0.6531847438406256,0.7018333333333333
a,0.5135668243581841,0.6641959403307898,0.7016333333333333
a,0.5103364296122328,0.6230454910809937,0.7108
a,0.5178729783576622,0.6370461928085851,0.7109666666666666
a,0.5129399227288922,0.6622176213820498,0.70715
a,0.5309294736375137,0.6368459597227357,0.7129666666666666
a,0.5905522802538058,0.6618844887521198,0.7347499999999999
a,0.6123257119006383,0.7309762212772583,0.7313833333333333
a,0.581931867123263,0.7190264794416991,0.7163333333333333
a,0.6275678305423285,0.7422340925143711,0.7297833333333333
a,0.614105009273982,0.7410985197441967,0.7277
a,0.5755165912262383,0.737199641569838,0.7152833333333334
a,0.5516818157506062,0.7299290931024781,0.70805
a,0.5206400071815298,0.7331341258754462,0.6964333333333333
a,0.516723423593921,0.7267915807240667,0.6948833333333334
a,0.5479371916632371,0.7196015198939237,0.7085666666666666
a,0.5516957270102129,0.7146562443214104,0.7133666666666666
a,0.44901865773644245,0.6962169071725605,0.6764166666666667
a,0.40987962416069385,0.6493145870641148,0.6564666666666666
a,0.4973719941693772,0.577932554351206,0.7011499999999999
a,0.5072069990752972,0.5805278122704397,0.6963999999999999
a,0.5086553459307523,0.597326286624959,0.69795
a,0.4836745586244079,0.5818795393046894,0.6917666666666668
a,0.4810279072219344,0.592350211733082,0.6947333333333333
a,0.4721595770916772,0.6314935941449838,0.6850166666666666
a,0.46479887001926634,0.6526311356491147,0.6828333333333334
a,0.4643347850423815,0.575233086875726,0.67925
a,0.5029477685636069,0.5923327595587511,0.6928166666666666
a,0.5522644614798569,0.6360986664068845,0.7157500000000001
a,0.5503747789518952,0.6406352500634614,0.7163666666666666
a,0.5647417551411189,0.6720240129779267,0.72375
a,0.5661129185881865,0.7086980966410102,0.7156166666666667
a,0.5684459547530331,0.7119418011052433,0.7117333333333332
a,0.5880200140447484,0.7195157119000051,0.7204333333333334
a,0.5964903366000197,0.7178195519314994,0.7267166666666667
a,0.606787221116358,0.7242988324828973,0.7303999999999999
a,0.615604854267401,0.7273980532854314,0.7354
a,0.5907416927259345,0.7229471117229044,0.7284333333333333
a,0.5926198759808878,0.7233681118134333,0.7273833333333333
a,0.5608515289322971,0.7179409890088283,0.7204833333333335
a,0.5508518181344454,0.7190159594883728,0.71415
a,0.556866459002245,0.71137010831756,0.7168333333333333
a,0.42859454811920605,0.6881403575369557,0.6647166666666667
a,0.4103188461157604,0.6130045330854292,0.6525
