Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,22954,22689,19613,19468,
00:05,22954,22638,19180,18488,
00:10,22954,23092,19820,18488,
00:15,22954,23033,19771,18488,
00:20,22790,22975,19670,18488,
00:25,22790,22812,19529,18488,
00:30,22790,22758,19397,18488,
00:35,22639,22635,19283,18488,
00:40,22639,22582,19181,18488,
00:45,22639,22494,19147,18488,
00:50,22322,22447,19049,18488,
00:55,22322,22279,18962,18488,
01:00,22322,22177,18884,18488,
01:05,22132,22096,18857,17545,
01:10,22132,22091,18870,17545,
01:15,22132,22013,18853,17545,
01:20,21922,21876,18805,17545,
01:25,21922,21816,18755,17545,
01:30,21922,21748,18745,17545,
01:35,21739,21655,18666,17545,
01:40,21739,21531,18463,17545,
01:45,21739,21454,18290,17545,
01:50,21405,21350,18078,17545,
01:55,21405,21275,17921,17545,
02:00,21405,21280,17817,17545,
02:05,21189,21188,17741,16757,
02:10,21189,21147,17657,16757,
02:15,21189,21115,17580,16757,
02:20,20962,20970,17490,16757,
02:25,20962,20917,17435,16757,
02:30,20962,20902,17380,16757,
02:35,20784,20839,17276,16757,
02:40,20784,20770,17230,16757,
02:45,20784,20709,17100,16757,
02:50,20694,20695,17006,16757,
02:55,20694,20647,16956,16757,
03:00,20694,20661,16955,16757,
03:05,20583,20628,16905,16377,
03:10,20583,20661,16908,16377,
03:15,20583,20689,16921,16377,
03:20,20524,20624,16778,16377,
03:25,20524,20676,16814,16377,
03:30,20524,20644,16831,16377,
03:35,20518,20600,16770,16377,
03:40,20518,20591,16779,16377,
03:45,20518,20593,16767,16377,
03:50,20528,20571,16786,16377,
03:55,20528,20535,16764,16377,
04:00,20528,20569,16802,16377,
04:05,20686,20547,16853,16708,
04:10,20686,20688,16928,16708,
04:15,20686,20734,16902,16708,
04:20,20791,20756,16944,16708,
04:25,20791,20853,17093,16708,
04:30,20791,20856,17187,16708,
04:35,20907,20842,17205,16708,
04:40,20907,20860,17204,16708,
04:45,20907,20906,17229,16708,
04:50,21017,20995,17288,16708,
04:55,21017,21077,17341,16708,
05:00,21017,21174,17413,16708,
05:05,21440,21397,17630,17848,
05:10,21440,21406,17723,17848,
05:15,21440,21665,17891,17848,
05:20,21669,21753,17989,17848,
05:25,21669,21848,18103,17848,
05:30,21669,21859,18151,17848,
05:35,22075,22067,18354,17848,
05:40,22075,22193,18562,17848,
05:45,22075,22297,18677,17848,
05:50,22319,22387,18769,17848,
05:55,22319,22479,18809,17848,
06:00,22319,22546,18923,17848,
06:05,22768,22807,19129,16608,
06:10,22768,22975,19344,16608,
06:15,22768,23133,19370,16608,
06:20,23026,23222,19266,16608,
06:25,23026,23285,19050,16608,
06:30,23026,23364,18736,16608,
06:35,23309,23429,18406,16608,
06:40,23309,23589,18074,16608,
06:45,23309,23663,17528,16608,
06:50,23558,23764,16924,16608,
06:55,23558,23723,16110,16608,
07:00,23558,23814,15488,16608,
07:05,23940,24042,14809,10053,
07:10,23940,24341,14394,10053,
