Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,22738,22552,18699,18824,
00:05,22738,22615,18443,18377,
00:10,22738,22916,18884,18377,
00:15,22738,22893,18813,18377,
00:20,22671,22863,18901,18377,
00:25,22671,22789,18893,18377,
00:30,22671,22669,18832,18377,
00:35,22417,22597,18765,18377,
00:40,22417,22521,18670,18377,
00:45,22417,22388,18544,18377,
00:50,22155,22350,18446,18377,
00:55,22155,22172,18296,18377,
01:00,22155,22056,18112,18377,
01:05,22011,22053,18033,18034,
01:10,22011,22017,18025,18034,
01:15,22011,21962,17952,18034,
01:20,21776,21865,17901,18034,
01:25,21776,21790,17838,18034,
01:30,21776,21723,17798,18034,
01:35,21558,21697,17727,18034,
01:40,21558,21608,17692,18034,
01:45,21558,21516,17619,18034,
01:50,21299,21421,17467,18034,
01:55,21299,21299,17386,18034,
02:00,21299,21214,17318,18034,
02:05,21099,21212,17275,17341,
02:10,21099,21180,17267,17341,
02:15,21099,21131,17263,17341,
02:20,20925,21025,17207,17341,
02:25,20925,20947,17131,17341,
02:30,20925,20914,17151,17341,
02:35,20715,20808,17112,17341,
02:40,20715,20735,17034,17341,
02:45,20715,20646,16983,17341,
02:50,20622,20597,16959,17341,
02:55,20622,20529,16895,17341,
03:00,20622,20555,16944,17341,
03:05,20532,20397,16850,17016,
03:10,20532,20362,16797,17016,
03:15,20532,20305,16751,17016,
03:20,20375,20261,16697,17016,
03:25,20375,20232,16638,17016,
03:30,20375,20178,16617,17016,
03:35,20246,20169,16599,17016,
03:40,20246,20138,16579,17016,
03:45,20246,20077,16569,17016,
03:50,20076,20028,16512,17016,
03:55,20076,20036,16504,17016,
04:00,20076,20012,16503,17016,
04:05,20081,20002,16483,17062,
04:10,20081,19987,16525,17062,
04:15,20081,19985,16523,17062,
04:20,20094,20026,16573,17062,
04:25,20094,20023,16626,17062,
04:30,20094,19998,16675,17062,
04:35,20080,20028,16769,17062,
04:40,20080,20006,16881,17062,
04:45,20080,20039,16909,17062,
04:50,20034,20031,16966,17062,
04:55,20034,20027,17044,17062,
05:00,20034,20053,17079,17062,
05:05,20154,20169,17256,17570,
05:10,20154,20174,17253,17570,
05:15,20154,20330,17383,17570,
05:20,20235,20396,17415,17570,
05:25,20235,20437,17453,17570,
05:30,20235,20433,17416,17570,
05:35,20370,20451,17466,17570,
05:40,20370,20496,17503,17570,
05:45,20370,20548,17563,17570,
05:50,20498,20623,17608,17570,
05:55,20498,20608,17584,17570,
06:00,20498,20594,17548,17570,
06:05,20667,20667,17418,15689,
06:10,20667,20806,17461,15689,
06:15,20667,20804,17289,15689,
06:20,20638,20792,17077,15689,
06:25,20638,20759,16737,15689,
06:30,20638,20771,16329,15689,
06:35,20664,20763,15899,15689,
06:40,20664,20855,15528,15689,
06:45,20664,20857,15175,15689,
06:50,20702,20814,14716,15689,
06:55,20702,20777,14024,15689,
07:00,20702,20915,13212,15689,
07:05,20863,21124,12798,10142,
07:10,20863,21215,12275,10142,
07:15,20863,21263,11853,10142,
07:20,20930,21346,11288,10142,
07:25,20930,21368,10551,10142,
07:30,20930,21340,9999,10142,
07:35,20901,21387,9494,10142,
07:40,20901,21443,9136,10142,
07:45,20901,21527,8924,10142,
07:50,21016,21654,8845,10142,
07:55,21016,21502,8556,10142,
08:00,21016,21482,8191,10142,
08:05,21259,21402,7881,4906,
08:10,21259,21843,8388,4906,
08:15,21259,21851,8365,4906,
08:20,21321,21801,8075,4906,
08:25,21321,21795,7871,4906,
08:30,21321,21848,7704,4906,
08:35,21551,21789,7305,4906,
08:40,21551,21738,6965,4906,
08:45,21551,21611,6817,4906,
08:50,21350,21628,6625,4906,
08:55,21350,21656,6372,4906,
09:00,21350,21578,5988,4906,
09:05,21557,21837,5633,1977,
09:10,21557,21679,5260,1977,
09:15,21557,21618,4960,1977,
09:20,21380,21661,4924,1977,
09:25,21380,21544,4886,1977,
09:30,21380,21494,4780,1977,
09:35,20972,21479,4745,1977,
09:40,20972,21514,4982,1977,
09:45,20972,21476,4859,1977,
09:50,20868,21305,4519,1977,
09:55,20868,21307,4435,1977,
10:00,20868,21311,4179,1977,
10:05,20772,21388,3914,-685,
10:10,20772,21166,3505,-685,
10:15,20772,21046,3283,-685,
10:20,20743,20935,3117,-685,
10:25,20743,20806,3172,-685,
10:30,20743,20785,3009,-685,
10:35,20627,20844,2798,-685,
10:40,20627,20903,2583,-685,
10:45,20627,20866,2505,-685,
10:50,20223,20673,2257,-685,
10:55,20223,20504,2194,-685,
11:00,20223,20558,1910,-685,
11:05,19869,20682,2028,-2529,
11:10,19869,20320,1847,-2529,
11:15,19869,20307,1931,-2529,
11:20,19899,20248,1712,-2529,
11:25,19899,20149,1358,-2529,
11:30,19899,19999,1150,-2529,
11:35,19785,19719,725,-2529,
11:40,19785,19624,578,-2529,
11:45,19785,19599,314,-2529,
11:50,19252,19520,413,-2529,
11:55,19252,19325,403,-2529,
12:00,19252,19409,450,-2529,
12:05,19493,19265,422,-3842,
12:10,19493,19008,123,-3842,
12:15,19493,18907,-9,-3842,
12:20,18723,18761,23,-3842,
12:25,18723,18698,88,-3842,
12:30,18723,18525,31,-3842,
12:35,18476,18325,-250,-3842,
12:40,18476,18224,67,-3842,
12:45,18476,18118,90,-3842,
12:50,18373,18216,-160,-3842,
12:55,18373,18038,-689,-3842,
13:00,18373,18203,-689,-3842,
13:05,17957,18138,-671,-4400,
13:10,17957,17574,-1259,-4400,
13:15,17957,17363,-1076,-4400,
13:20,17537,17395,-758,-4400,
13:25,17537,17431,-789,-4400,
13:30,17537,17473,-1055,-4400,
13:35,17512,17346,-1383,-4400,
13:40,17512,17325,-1903,-4400,
13:45,17512,17497,-1768,-4400,
13:50,17237,17577,-1714,-4400,
13:55,17237,17458,-1823,-4400,
14:00,17237,17500,-1743,-4400,
14:05,17017,17417,-1708,-4018,
