Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,24330,24155,21029,22196,
00:05,24330,24364,21077,21591,
00:10,24330,24405,21285,21591,
00:15,24330,24299,21196,21591,
00:20,24135,24227,21146,21591,
00:25,24135,24147,21087,21591,
00:30,24135,23991,20940,21591,
00:35,23781,23898,20844,21591,
00:40,23781,23768,20757,21591,
00:45,23781,23653,20622,21591,
00:50,23393,23525,20564,21591,
00:55,23393,23362,20461,21591,
01:00,23393,23263,20410,21591,
01:05,23146,23170,20309,20649,
01:10,23146,23161,20354,20649,
01:15,23146,23092,20325,20649,
01:20,22912,23023,20255,20649,
01:25,22912,22920,20139,20649,
01:30,22912,22824,20013,20649,
01:35,22657,22720,19876,20649,
01:40,22657,22617,19731,20649,
01:45,22657,22538,19631,20649,
01:50,22327,22445,19599,20649,
01:55,22327,22366,19534,20649,
02:00,22327,22224,19493,20649,
02:05,22181,22180,19426,20127,
02:10,22181,22173,19458,20127,
02:15,22181,22151,19459,20127,
02:20,21935,22101,19471,20127,
02:25,21935,22019,19431,20127,
02:30,21935,21940,19385,20127,
02:35,21781,21870,19366,20127,
02:40,21781,21812,19390,20127,
02:45,21781,21747,19429,20127,
02:50,21649,21705,19437,20127,
02:55,21649,21649,19427,20127,
03:00,21649,21598,19453,20127,
03:05,21632,21629,19483,19872,
03:10,21632,21621,19530,19872,
03:15,21632,21568,19524,19872,
03:20,21483,21524,19498,19872,
03:25,21483,21482,19497,19872,
03:30,21483,21443,19513,19872,
03:35,21448,21426,19496,19872,
03:40,21448,21396,19469,19872,
03:45,21448,21381,19435,19872,
03:50,21408,21310,19332,19872,
03:55,21408,21393,19368,19872,
04:00,21408,21336,19316,19872,
04:05,21551,21484,19351,20314,
04:10,21551,21542,19373,20314,
04:15,21551,21473,19345,20314,
04:20,21608,21611,19460,20314,
04:25,21608,21660,19535,20314,
04:30,21608,21688,19593,20314,
04:35,21705,21728,19635,20314,
04:40,21705,21777,19686,20314,
04:45,21705,21814,19719,20314,
04:50,21822,21853,19739,20314,
04:55,21822,21893,19765,20314,
05:00,21822,21957,19848,20314,
05:05,22215,22169,20016,21142,
05:10,22215,22406,20324,21142,
05:15,22215,22512,20487,21142,
05:20,22518,22591,20612,21142,
05:25,22518,22626,20711,21142,
05:30,22518,22669,20804,21142,
05:35,22705,22758,20943,21142,
05:40,22705,22796,21030,21142,
05:45,22705,22788,21014,21142,
05:50,22830,22811,20949,21142,
05:55,22830,22802,20855,21142,
06:00,22830,22811,20729,21142,
06:05,23267,23128,20604,18203,
06:10,23267,23483,20670,18203,
06:15,23267,23581,20432,18203,
06:20,23537,23615,19994,18203,
06:25,23537,23648,19479,18203,
06:30,23537,23711,18895,18203,
06:35,23728,23836,18319,18203,
06:40,23728,23862,17767,18203,
06:45,23728,23970,17214,18203,
06:50,23959,24049,16585,18203,
06:55,23959,24117,15982,18203,
07:00,23959,24063,15216,18203,
07:05,24291,24224,14504,10362,
07:10,24291,24461,14053,10362,
07:15,24291,24535,13421,10362,
07:20,24424,24435,12524,10362,
07:25,24424,24531,11831,10362,
07:30,24424,24572,11252,10362,
07:35,24387,24532,10701,10362,
07:40,24387,24507,10329,10362,
07:45,24387,24342,9873,10362,
07:50,24164,24419,9516,10362,
07:55,24164,24341,8991,10362,
08:00,24164,24119,8517,10362,
08:05,24204,23973,8081,5993,
08:10,24204,24324,8317,5993,
08:15,24204,24385,7959,5993,
08:20,24119,24383,7634,5993,
08:25,24119,24376,7411,5993,
08:30,24119,24348,7010,5993,
