Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-43,3274,778,235,112,260,0,1136,5546,3506,454,6682,0
00:05,-44,3261,778,240,111,260,0,1136,5737,3323,626,6809,0
00:10,-44,3239,779,237,111,260,0,1136,6024,3206,621,6738,0
00:15,-44,3201,780,237,111,260,0,1135,6153,3224,457,6688,0
00:20,-44,3201,781,235,112,260,0,1136,5987,3249,435,6862,0
00:25,-44,3221,783,234,112,261,0,1136,5827,3160,405,7041,0
00:30,-44,3218,783,237,112,260,0,1136,5815,3106,339,7085,0
00:35,-44,3245,784,237,111,260,0,1136,5908,3089,199,7030,0
00:40,-44,3260,784,237,111,259,0,1135,5919,3041,107,7046,0
00:45,-44,3253,785,237,112,259,0,1136,5812,3069,120,7004,0
00:50,-43,3216,785,237,111,259,0,1136,5707,3063,112,7053,0
00:55,-43,3196,785,237,111,259,0,1135,5601,3066,159,7004,0
01:00,-42,3163,784,238,112,259,0,1135,5474,3103,220,7003,0
01:05,-42,3143,787,239,111,259,0,1136,5368,3249,271,6991,0
01:10,-42,3114,785,235,112,260,0,1136,5304,3322,357,7002,0
01:15,-42,3098,785,235,111,259,0,1135,5299,3336,391,6900,0
01:20,-42,3070,785,236,112,259,0,1135,5290,3334,422,6815,0
01:25,-42,3054,786,235,112,260,0,1136,5356,3340,323,6776,0
01:30,-42,3089,785,233,112,260,0,1135,5382,3343,225,6718,0
01:35,-42,3139,785,233,111,260,0,1135,5433,3331,79,6705,0
01:40,-42,3141,785,234,112,260,0,1135,5393,3352,3,6717,0
01:45,-42,3155,784,234,112,260,0,1135,5377,3357,-11,6640,0
01:50,-42,3147,784,234,112,260,0,1136,5399,3360,-50,6642,0
01:55,-42,3135,784,233,112,259,0,1135,5378,3345,-50,6632,0
02:00,-42,3152,783,231,112,259,0,1135,5332,3257,-28,6712,0
02:05,-42,3145,783,229,112,259,0,1135,5303,3147,4,6774,0
02:10,-42,3127,783,231,112,259,0,1135,5220,3063,46,6793,0
02:15,-41,3085,783,233,112,260,0,1135,5204,3046,78,6763,0
02:20,-41,3048,783,229,112,259,0,1136,5196,3036,20,6828,0
02:25,-41,3036,782,230,112,259,0,1135,5214,3032,-63,6849,0
02:30,-41,3030,782,230,112,260,0,1135,5242,2998,-185,6871,0
02:35,-41,2994,782,231,112,259,0,1135,5248,3035,-272,6865,0
02:40,-41,2963,782,231,112,259,0,1134,5256,3040,-294,6833,0
02:45,-41,2941,782,234,112,259,0,1135,5266,3035,-332,6851,0
02:50,-41,2961,782,234,112,259,0,1135,5272,3043,-376,6810,0
02:55,-41,2972,782,235,112,259,0,1135,5265,3021,-359,6759,0
03:00,-41,2948,782,235,112,259,0,1135,5255,3049,-374,6760,0
03:05,-42,2948,782,238,112,258,0,1135,5202,3209,-235,6505,0
03:10,-42,2957,781,238,112,258,0,1135,5193,3272,-64,6327,0
03:15,-42,2959,781,238,112,258,0,1135,5245,3272,-47,6258,0
03:20,-42,2935,781,238,113,258,0,1136,5269,3241,-3,6235,0
03:25,-42,2925,781,238,112,257,0,1135,5273,3234,-1,6218,0
03:30,-42,2909,780,237,113,258,0,1135,5314,3258,16,6178,0
03:35,-42,2889,780,239,112,257,0,1136,5360,3265,30,6147,0
03:40,-42,2882,780,238,112,258,0,1135,5337,3266,35,6190,0
03:45,-42,2885,779,238,112,258,0,1135,5346,3269,78,6161,0
03:50,-42,2870,780,238,112,258,0,1135,5317,3241,93,6193,0
03:55,-42,2835,779,238,112,258,0,1135,5314,3263,131,6224,0
04:00,-42,2816,779,238,112,258,0,1136,5299,3286,163,6288,0
04:05,-43,2821,777,238,113,257,0,1135,5205,3310,465,6185,0
04:10,-42,2808,771,239,112,257,0,1136,5154,3348,554,6204,0
04:15,-42,2777,776,240,112,257,0,1135,5150,3308,602,6243,0
04:20,-42,2782,779,241,112,257,0,1135,5186,3353,583,6188,0
04:25,-42,2722,778,239,112,256,0,1135,5269,3335,519,6294,0
04:30,-42,2703,778,240,112,256,0,1135,5319,3327,515,6294,0
04:35,-43,2672,777,239,112,256,0,1134,5369,3329,571,6277,0
04:40,-43,2646,778,240,112,256,0,1135,5401,3337,490,6310,0
04:45,-43,2632,778,239,113,256,0,1135,5510,3288,475,6280,0
04:50,-43,2619,778,239,112,256,0,1135,5638,3320,466,6235,0
04:55,-43,2616,778,238,112,255,0,1134,5736,3308,426,6261,0
05:00,-42,2613,779,239,113,256,0,1134,5702,3347,478,6369,0
05:05,-43,2626,783,237,112,256,0,1134,5334,3398,1571,5766,0
05:10,-43,2622,780,239,112,256,0,1134,4953,3463,2112,5681,0
05:15,-44,2624,781,237,112,256,0,1134,4925,3500,2287,5573,0
05:20,-44,2645,783,239,113,257,0,1134,4990,3520,2344,5526,0
05:25,-44,2636,783,240,112,257,0,1134,5081,3518,2433,5417,0
05:30,-44,2614,785,240,113,256,0,1134,5144,3523,2531,5322,0
05:35,-43,2574,790,239,113,256,0,1134,5270,3521,2537,5264,0
05:40,-44,2531,794,240,112,257,0,1134,5313,3518,2701,5169,0
05:45,-43,2487,798,238,113,257,0,1134,5357,3538,2766,5208,0
05:50,-40,2483,796,236,112,256,0,1134,5434,3517,2715,5308,0
05:55,-28,2482,793,237,112,256,0,1134,5593,3515,2669,5271,0
06:00,-1,2488,794,236,113,255,0,1133,5791,3499,2719,5166,0
06:05,59,2490,791,236,113,256,0,1133,5732,3600,3250,4785,0
06:10,171,2466,791,237,112,257,0,1134,5476,3724,3806,4543,0
06:15,382,2447,790,236,112,257,0,1133,5447,3729,3907,4392,0
06:20,670,2419,790,236,112,257,0,1133,5486,3715,3830,4325,0
06:25,1045,2411,789,237,112,257,0,1134,5553,3695,3392,4466,0
06:30,1495,2395,785,236,112,256,0,1134,5516,3635,2873,4685,0
06:35,1956,2357,787,237,112,256,0,1134,5357,3673,2543,4852,0
06:40,2449,2323,792,237,112,257,0,1134,5187,3667,2436,4786,0
06:45,3033,2308,790,237,112,257,0,1134,4917,3662,2298,4694,0
06:50,3736,2324,790,236,112,257,0,1134,4633,3643,1966,4657,0
06:55,4538,2314,788,236,112,256,0,1134,4443,3569,1595,4619,0
07:00,5425,2285,790,235,112,256,0,1134,4340,3415,1209,4412,0
07:05,6108,2264,800,237,111,256,0,1134,4203,3245,1323,4328,0
07:10,6816,2225,795,235,112,257,0,1134,4210,3131,1406,3969,0
07:15,7613,2202,787,235,111,258,0,1133,4191,3102,1206,3578,0
07:20,8448,2174,786,235,111,258,0,1134,4102,3058,782,3364,0
07:25,9150,2136,774,237,111,258,0,1133,3954,3025,419,3253,0
07:30,9809,2044,779,239,111,258,0,1134,3773,3057,163,3054,0
07:35,10694,2025,777,235,107,258,0,1135,3584,3084,-170,2728,0
07:40,11534,2006,777,236,99,258,0,1133,3506,2992,-686,2553,0
07:45,12274,1988,777,236,100,257,0,1134,3458,2937,-1342,2539,0
07:50,13044,1932,776,237,99,257,0,1133,3391,2559,-1839,2719,0
07:55,13804,1904,777,232,97,257,0,1133,3322,2566,-2200,2310,0
08:00,14364,1828,778,233,97,257,0,1133,3126,2557,-2433,2254,0
08:05,14732,1780,789,233,98,257,0,1133,2615,2267,-1052,1530,0
08:10,15166,1771,788,231,97,251,0,1133,2241,2172,-827,1449,0
08:15,15707,1781,786,234,98,251,0,1134,2118,2145,-1286,1441,0
08:20,15806,1774,781,237,98,251,0,1134,2050,2135,-1549,1540,0
08:25,15937,1785,783,235,98,251,0,1133,1964,2192,-1499,1435,0
08:30,16362,1810,786,236,97,252,0,1133,1795,2182,-1563,1200,0
08:35,16469,1848,788,236,97,252,0,1134,1692,2140,-1545,1126,0
08:40,16583,1870,781,240,97,252,0,1134,1663,2112,-1650,1155,0
08:45,16850,1899,783,240,97,252,0,1133,1557,2088,-1924,1225,0
08:50,17047,1900,781,238,97,251,0,1134,1487,2021,-2072,1201,0
08:55,17202,1890,771,240,97,252,0,1133,1430,2035,-2264,1259,0
09:00,17182,1902,783,238,97,251,0,1133,1324,1976,-2031,1071,0
09:05,17056,1895,782,241,95,252,0,1133,1262,1845,-1756,1110,0
09:10,17028,1711,782,237,95,253,0,1134,1212,1778,-1499,868,0
09:15,17066,1420,781,236,96,254,0,1134,1262,1749,-1292,506,0
09:20,17159,1367,780,236,95,254,0,1134,1331,1754,-1362,395,0
09:25,17417,1374,774,238,96,254,0,1134,1329,1749,-1823,558,0
09:30,17492,1370,768,239,101,254,0,1133,1331,1744,-2254,719,0
09:35,17590,1393,767,239,105,253,0,1133,1321,1745,-2391,605,0
09:40,17606,1403,766,239,107,254,0,1133,1325,1750,-2204,333,0
09:45,17631,1388,765,241,108,254,0,1133,1324,1708,-2198,173,0
09:50,17553,1355,765,241,108,254,0,1133,1327,1740,-2356,276,0
09:55,17750,1347,764,238,108,254,0,1133,1336,1755,-2619,225,0
10:00,18076,1345,765,237,108,255,0,1133,1328,1741,-2843,54,0
10:05,18364,1330,764,236,109,255,0,1133,1263,1644,-3124,140,0
10:10,18036,1323,763,233,108,255,0,1132,1183,1730,-3052,236,0
10:15,18067,1326,762,229,109,255,0,1132,1209,1765,-3113,53,0
10:20,18198,1477,763,224,111,255,0,1132,1215,1805,-3453,157,0
10:25,18132,1712,762,219,113,255,0,1132,1209,1819,-3758,276,0
10:30,18166,1717,761,215,112,254,0,1132,1166,1815,-3944,255,0
10:35,18427,1715,762,212,113,253,0,1132,1140,1747,-3866,-288,0
10:40,18746,1739,762,212,112,255,0,1133,1174,1689,-3906,-705,0
10:45,18905,1732,761,214,112,255,0,1132,1209,1696,-4269,-735,0
10:50,18821,1736,763,215,112,255,0,1132,1211,1681,-4298,-817,0
10:55,18819,1732,762,216,113,254,0,1132,1209,1676,-4240,-977,0
11:00,18943,1741,763,215,114,254,0,1133,1227,1658,-4233,-1293,0
11:05,19039,1833,763,218,113,255,0,1133,1267,1589,-4448,-1289,0
11:10,18945,1912,762,217,112,256,0,1133,1227,1535,-4123,-1431,0
11:15,19036,1913,763,223,113,257,0,1133,1162,1485,-3993,-1563,0
11:20,19012,1915,769,222,113,256,0,1133,1155,1415,-3852,-1744,0
11:25,19211,1891,766,223,112,256,0,1133,1153,1398,-4109,-1758,0
11:30,19188,1848,763,227,112,256,0,1132,1155,1420,-4193,-1838,0
11:35,18816,1848,767,226,112,256,0,1133,1153,1385,-3937,-1933,0
11:40,18931,1858,764,228,112,256,0,1132,1153,1409,-3931,-2139,0
11:45,19050,1817,763,230,112,256,0,1132,1156,1409,-4080,-2137,0
11:50,19383,1772,763,235,113,256,0,1133,1161,1415,-4543,-2124,0
11:55,19499,1697,763,236,114,256,0,1132,1171,1401,-4698,-2046,0
12:00,19590,1654,762,237,114,256,0,1132,1176,1377,-4825,-2139,0
12:05,19641,1513,765,238,114,256,0,1132,1116,1546,-5152,-2059,0
12:10,19613,1407,770,239,114,256,0,1133,1068,1724,-5070,-2188,0
12:15,19489,1431,773,238,115,257,0,1132,1076,1777,-4992,-2289,0
12:20,19514,1446,769,239,113,257,0,1133,1084,1775,-4877,-2494,0
12:25,19858,1484,762,239,114,256,0,1133,1090,1762,-5578,-2374,0
12:30,19744,1498,762,239,115,256,0,1133,1098,1760,-5908,-2117,0
12:35,19600,1558,761,242,116,256,0,1132,1105,1787,-6096,-2008,0
12:40,19449,1603,762,240,117,256,0,1132,1113,1793,-5780,-2244,0
12:45,19421,1663,761,240,116,257,0,1132,1124,1804,-5696,-2341,0
12:50,19276,1690,761,240,117,257,0,1133,1131,1792,-5814,-2253,0
12:55,19243,1704,762,242,118,257,0,1132,1139,1765,-5884,-2214,0
13:00,19336,1725,762,243,119,256,0,1133,1145,1797,-6072,-2160,0
13:05,19409,1751,762,243,119,257,0,1132,1148,1732,-6812,-1554,0
13:10,19298,1798,762,243,118,257,0,1132,1146,1756,-6873,-1512,0
13:15,18981,1855,768,243,120,257,0,1132,1147,1810,-6525,-1564,0
13:20,18671,1912,772,239,118,257,0,1132,1147,1788,-6365,-1571,0
13:25,18734,1934,771,241,118,257,0,1132,1121,1780,-6375,-1633,0
13:30,18820,2004,765,242,117,257,0,1133,1106,1805,-6383,-1757,0
13:35,18795,2043,762,240,119,257,0,1132,1103,1796,-6057,-2024,0
13:40,19007,2066,759,240,117,257,0,1132,1102,1797,-5870,-2314,0
13:45,19010,2118,760,239,117,257,0,1132,1101,1808,-5695,-2529,0
13:50,18852,2144,762,238,116,257,0,1132,1099,1771,-5477,-2490,0
13:55,19042,2139,760,238,117,257,0,1132,1115,1788,-5416,-2629,0
14:00,18903,2168,757,239,116,257,0,1132,1119,1762,-5013,-2879,0
14:05,18612,2237,757,241,117,257,0,1132,1133,1741,-4498,-3166,0
14:10,18564,2281,757,241,118,256,0,1131,1144,1743,-4368,-3291,0
14:15,18344,2252,763,240,118,256,0,1131,1124,1729,-4256,-3110,0
14:20,18243,2308,765,239,117,255,0,1132,1132,1727,-3912,-3322,0
14:25,18060,2362,766,241,118,256,0,1132,1145,1757,-3961,-3187,0
14:30,17857,2386,770,239,119,256,0,1132,1141,1750,-3760,-3132,0
14:35,18054,2429,770,242,119,256,0,1132,1155,1732,-3710,-3288,0
14:40,18506,2445,756,239,118,255,0,1133,1188,1711,-4479,-3023,0
14:45,18472,2444,755,239,118,254,0,1132,1212,1675,-4756,-2697,0
14:50,18237,2457,756,240,118,255,0,1133,1277,1722,-4532,-2721,0
14:55,18006,2509,753,241,119,255,0,1133,1341,1728,-4102,-2972,0
15:00,17594,2591,758,240,120,255,0,1132,1365,1733,-3633,-3197,0
15:05,17465,2676,756,241,118,255,0,1134,1350,1717,-3543,-3084,0
15:10,17672,2689,756,240,118,256,0,1133,1303,1680,-3880,-2962,0
15:15,17881,2724,758,239,118,257,0,1132,1250,1658,-3771,-2898,0
15:20,18139,2825,758,240,118,257,0,1133,1290,1608,-4172,-2693,0
15:25,17940,2863,758,241,118,257,0,1133,1318,1638,-3848,-2924,0
15:30,17960,2944,758,240,118,258,0,1132,1380,1682,-3514,-3378,0
15:35,18199,2993,758,239,118,258,0,1133,1370,1619,-3353,-3562,0
15:40,18078,3036,757,241,118,258,0,1133,1388,1609,-3193,-3471,0
15:45,17944,3092,757,240,118,257,0,1133,1427,1658,-2839,-3580,0
15:50,17717,3118,756,239,118,258,0,1132,1433,1672,-2431,-3714,0
15:55,17769,3218,757,238,118,258,0,1132,1461,1668,-2335,-3826,0
16:00,17743,3256,757,239,117,258,0,1132,1630,1692,-2396,-3900,0
16:05,17810,3295,758,241,117,257,0,1132,1857,1786,-3000,-3829,0
16:10,18030,3298,757,240,117,265,0,1132,1939,1788,-2887,-4046,0
16:15,18271,3379,758,242,118,265,0,1132,1944,1793,-2907,-4158,0
16:20,18065,3448,758,242,118,265,0,1132,1965,1816,-2725,-4079,0
16:25,17918,3433,757,241,117,266,0,1133,2007,1838,-2454,-4013,0
16:30,17559,3289,757,243,117,266,0,1132,2047,1809,-1893,-4036,0
