Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-31,4697,780,255,166,295,0,2279,4150,4550,204,6885,0
00:05,-31,4779,780,257,166,295,0,2280,3879,4439,1386,6207,0
00:10,-31,4778,780,256,166,297,0,2280,3625,4441,1780,6077,0
00:15,-31,4698,780,255,166,297,0,2280,3489,4396,2055,5918,0
00:20,-31,4699,782,253,166,297,0,2279,3382,4242,2335,5829,0
00:25,-31,4645,778,247,166,296,0,2280,3362,4235,2117,6075,0
00:30,-31,4604,781,240,166,295,0,2280,3367,4231,1870,6250,0
00:35,-31,4581,783,232,166,295,0,2279,3365,4226,1551,6520,0
00:40,-31,4497,785,234,165,295,0,2279,3371,4228,1424,6687,0
00:45,-31,4445,784,233,166,295,0,2279,3375,4213,1395,6657,0
00:50,-31,4472,784,234,166,295,0,2279,3373,4209,1347,6604,0
00:55,-31,4453,783,235,166,296,0,2279,3376,4209,1141,6731,0
01:00,-31,4472,784,235,166,289,0,2279,3375,4192,1045,6700,0
01:05,-29,4519,788,237,166,295,0,2279,3371,4201,987,6581,0
01:10,-29,4623,788,234,166,298,0,2278,3368,4198,1067,6391,0
01:15,-28,4727,787,233,166,298,0,2278,3375,4182,1028,6227,0
01:20,-29,4762,787,234,166,298,0,2279,3375,4185,841,6299,0
01:25,-29,4818,786,233,166,298,0,2279,3377,4184,764,6236,0
01:30,-28,4812,796,235,166,299,0,2279,3372,4172,728,6203,0
01:35,-28,4831,792,236,166,299,0,2279,3371,4165,638,6184,0
01:40,-28,4810,792,233,166,299,0,2278,3375,4160,603,6161,0
01:45,-28,4794,791,234,166,299,0,2278,3370,4174,588,6134,0
01:50,-28,4822,786,235,166,299,0,2278,3370,4183,538,6080,0
01:55,-28,4814,783,236,166,299,0,2279,3369,4174,503,6044,0
02:00,-28,4791,782,236,166,294,0,2278,3323,4168,495,6061,0
02:05,-29,4846,781,238,166,290,0,2278,3275,4142,223,6406,0
02:10,-29,4881,781,237,166,290,0,2278,3238,4109,148,6537,0
02:15,-30,4901,782,238,166,289,0,2277,3259,4107,179,6401,0
02:20,-30,4923,783,236,167,288,0,2280,3323,4114,43,6348,0
02:25,-30,4940,784,237,167,289,0,2277,3360,4110,-44,6309,0
02:30,-31,4985,784,238,166,288,0,2279,3372,4100,-10,6128,0
02:35,-31,4986,784,241,166,289,0,2278,3376,4113,17,6058,0
02:40,-31,4936,784,239,166,288,0,2279,3377,4122,67,5929,0
02:45,-31,4960,783,239,166,289,0,2279,3377,4107,79,5883,0
02:50,-30,5133,783,240,166,288,0,2278,3377,4106,-29,5754,0
02:55,-30,5150,782,240,166,288,0,2278,3376,4098,-62,5769,0
03:00,-30,5109,782,241,166,288,0,2279,3385,3997,-101,5860,0
03:05,-29,5197,783,241,166,288,0,2279,3414,3678,-73,6117,0
03:10,-30,5215,785,240,166,288,0,2279,3419,3544,-45,6245,0
03:15,-30,5125,784,240,166,288,0,2279,3415,3565,5,6215,0
03:20,-30,5106,785,240,166,289,0,2280,3416,3559,27,6168,0
03:25,-30,5080,785,241,166,289,0,2278,3413,3564,-52,6210,0
03:30,-30,5056,784,240,166,289,0,2279,3407,3569,-69,6206,0
03:35,-30,5048,783,240,166,290,0,2279,3395,3558,-67,6209,0
03:40,-30,5042,782,240,166,290,0,2278,3396,3552,-65,6219,0
03:45,-29,5021,782,238,166,289,0,2279,3411,3543,-92,6210,0
03:50,-29,5035,782,236,166,289,0,2278,3399,3533,-103,6188,0
03:55,-29,5049,783,238,166,289,0,2279,3386,3536,-94,6153,0
04:00,-29,5074,785,239,167,289,0,2278,3385,3537,-117,6101,0
04:05,-29,5078,785,237,166,288,0,2279,3374,3593,-39,6002,0
04:10,-30,5128,785,237,166,288,0,2279,3366,3626,43,5839,0
04:15,-30,5157,785,239,166,289,0,2279,3367,3615,71,5766,0
04:20,-30,5156,784,237,166,290,0,2280,3361,3593,65,5760,0
04:25,-30,5165,783,237,166,289,0,2279,3362,3579,31,5794,0
04:30,-30,5148,783,239,166,289,0,2279,3368,3573,26,5790,0
04:35,-30,5140,783,239,166,289,0,2279,3361,3592,10,5771,0
04:40,-31,5114,783,239,166,289,0,2280,3358,3592,-13,5833,0
04:45,-31,5083,784,239,166,289,0,2278,3362,3576,-2,5818,0
04:50,-32,5007,786,239,167,289,0,2280,3361,3589,-23,5881,0
04:55,-32,4946,786,237,166,288,0,2280,3369,3583,-1,5906,0
05:00,-31,4863,785,237,166,285,0,2279,3359,3561,86,5990,0
05:05,-30,4821,787,240,167,280,0,2280,3254,3511,470,5858,0
05:10,-30,4803,785,239,167,277,0,2280,3190,3479,622,5920,0
05:15,-30,4837,785,240,167,273,0,2280,3186,3473,590,5937,0
05:20,-31,4907,784,241,167,272,0,2280,3184,3466,550,5940,0
05:25,-31,4986,784,240,166,271,0,2280,3182,3401,471,6056,0
05:30,-31,5035,783,240,166,270,0,2280,3181,3353,458,6075,0
05:35,-29,5057,785,242,166,270,0,2280,3183,3339,467,6034,0
05:40,-26,5107,786,242,167,269,0,2280,3179,3324,464,6013,0
05:45,-1,5147,787,241,167,269,0,2281,3179,3344,456,5916,0
05:50,37,5201,787,240,168,270,0,2281,3179,3325,377,5871,0
05:55,86,5220,788,242,167,270,0,2282,3176,3331,300,5825,0
06:00,183,5177,787,243,167,270,0,2282,3172,3316,465,5607,0
06:05,368,5001,788,246,166,270,0,2280,3181,3224,770,5535,0
06:10,605,4947,792,246,166,270,0,2281,3166,3129,765,5454,0
06:15,955,4956,792,243,166,270,0,2281,3163,3048,755,5174,0
06:20,1457,4885,788,244,166,268,0,2280,3161,2861,607,4999,0
06:25,1900,4782,788,245,167,269,0,2281,3161,2789,462,4861,0
06:30,2405,4715,789,244,166,270,0,2281,3151,2758,309,4551,0
06:35,3348,4661,790,242,166,270,0,2281,3119,2649,-63,4085,0
06:40,4238,4623,787,244,166,270,0,2280,3028,2445,-346,3784,0
06:45,5493,4560,787,244,167,269,0,2280,2791,2351,-552,3148,0
06:50,6427,4521,787,245,166,269,0,2281,2538,2365,-956,2692,0
06:55,7159,4451,790,247,166,268,0,2280,2354,2257,-1037,2309,0
07:00,8153,4422,796,242,166,269,0,2278,2192,2223,-984,1434,0
07:05,8828,4371,791,245,167,259,0,2279,1898,2194,-690,932,0
07:10,9608,4330,785,244,166,250,0,2279,1609,2162,-612,378,0
07:15,10138,4310,781,244,166,251,0,2279,1302,2165,-607,69,0
07:20,10606,4287,781,246,167,251,0,2279,1028,2184,-553,-300,0
07:25,11453,4306,779,247,167,251,0,2278,875,2164,-661,-808,0
07:30,12359,4316,773,247,166,249,0,2279,820,2158,-1174,-1158,0
07:35,13129,4282,773,245,166,249,0,2277,813,2110,-1928,-1354,0
07:40,13556,4236,774,245,166,249,0,2277,810,1814,-1747,-1633,0
07:45,14487,4203,772,247,166,249,0,2278,806,1766,-2223,-1874,0
07:50,14874,4174,769,245,165,248,0,2279,819,1738,-2682,-1925,0
07:55,14956,4147,770,246,165,249,0,2279,851,1746,-2862,-1942,0
08:00,15056,4156,769,248,165,249,0,2278,879,1692,-2903,-2021,0
08:05,15777,4210,770,248,165,249,0,2280,965,1539,-2921,-2472,0
08:10,16005,4331,772,246,165,249,0,2279,1031,1203,-2763,-2613,0
08:15,15974,4406,780,248,165,249,0,2279,1066,1190,-2859,-2666,0
08:20,16128,4445,786,246,165,249,0,2277,1064,1171,-2925,-2806,0
08:25,16294,4407,787,245,165,249,0,2278,1062,1177,-3124,-2888,0
08:30,16329,4389,787,245,165,249,0,2279,1064,1177,-3300,-2847,0
08:35,16328,4429,786,248,165,249,0,2278,1085,1081,-3412,-2906,0
