Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-10,5375,755,250,163,297,0,2277,1501,3659,1735,6167,0
00:05,-9,5359,759,237,164,298,0,2275,1558,3602,2204,6017,0
00:10,-9,5338,759,232,164,299,0,2277,1563,3559,2222,6137,0
00:15,-9,5306,764,231,164,298,0,2277,1596,3519,2100,6152,0
00:20,-9,5331,762,233,164,297,0,2277,1642,3563,2012,6085,0
00:25,-9,5348,754,235,164,294,0,2277,1659,3605,1841,6111,0
00:30,-9,5387,749,241,164,292,0,2277,1663,3616,1685,6165,0
00:35,-9,5431,747,244,165,292,0,2277,1662,3608,1538,6206,0
00:40,-10,5460,746,244,164,293,0,2275,1663,3598,1411,6214,0
00:45,-10,5460,746,247,165,293,0,2275,1664,3604,1266,6181,0
00:50,-10,5445,748,247,165,293,0,2277,1666,3542,1192,6183,0
00:55,-10,5444,748,245,165,293,0,2276,1661,3525,1125,6205,0
01:00,-9,5426,749,244,165,292,0,2277,1671,3471,1032,6221,0
01:05,-10,5393,751,245,165,291,0,2276,1676,3514,1010,6160,0
01:10,-10,5364,749,245,165,293,0,2277,1676,3477,1066,6119,0
01:15,-10,5360,749,245,165,292,0,2276,1675,3442,971,6200,0
01:20,-10,5330,748,246,165,292,0,2276,1673,3421,869,6251,0
01:25,-10,5289,747,246,165,291,0,2277,1673,3427,837,6241,0
01:30,-10,5264,747,247,165,292,0,2277,1674,3441,755,6240,0
01:35,-10,5234,746,246,165,293,0,2276,1650,3399,714,6303,0
01:40,-10,5210,747,245,164,293,0,2277,1608,3403,702,6293,0
01:45,-10,5200,748,245,165,293,0,2277,1596,3388,588,6387,0
01:50,-10,5184,748,245,165,293,0,2278,1594,3373,509,6415,0
01:55,-10,5182,749,244,165,292,0,2278,1621,3349,466,6414,0
02:00,-10,5159,748,245,165,289,0,2278,1723,3306,424,6355,0
02:05,-9,5115,749,246,165,285,0,2279,1777,3187,441,6356,0
02:10,-9,5044,748,245,165,280,0,2278,1796,3176,472,6341,0
02:15,-9,4948,747,247,164,276,0,2278,1815,3157,529,6313,0
02:20,-9,4873,746,245,165,275,0,2278,1819,3149,548,6320,0
02:25,-9,4795,745,245,164,272,0,2278,1822,3138,564,6320,0
02:30,-9,4714,745,245,164,271,0,2279,1826,3117,555,6319,0
02:35,-9,4680,747,245,164,271,0,2278,1819,3069,549,6369,0
02:40,-9,4688,748,248,165,270,0,2279,1819,3068,508,6350,0
02:45,-9,4696,748,247,165,270,0,2278,1817,3065,492,6297,0
02:50,-9,4717,748,249,165,270,0,2279,1816,3063,459,6246,0
02:55,-9,4739,748,247,165,271,0,2280,1816,3043,431,6233,0
03:00,-9,4757,747,245,164,273,0,2281,1823,3023,419,6202,0
03:05,-8,4762,746,245,164,272,0,2278,1824,2978,597,6052,0
03:10,-9,4751,746,245,164,273,0,2278,1799,2956,634,6042,0
03:15,-9,4775,745,247,164,274,0,2277,1790,2949,596,6054,0
03:20,-9,4793,744,246,164,275,0,2280,1780,2926,522,6134,0
03:25,-9,4755,746,246,164,274,0,2279,1765,2920,532,6117,0
03:30,-9,4718,747,245,164,274,0,2279,1721,2922,529,6138,0
03:35,-9,4717,748,246,165,274,0,2279,1705,2935,521,6108,0
03:40,-9,4711,748,248,165,275,0,2278,1708,2953,519,6052,0
03:45,-9,4712,748,247,164,274,0,2279,1705,2950,511,6044,0
03:50,-9,4703,748,247,164,273,0,2278,1705,2951,486,6036,0
