Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,24546,24439,21541,20771,
00:05,24546,24696,21658,20093,
00:10,24546,24558,21744,20093,
00:15,24546,24595,21740,20093,
00:20,24439,24576,21706,20093,
00:25,24439,24433,21601,20093,
00:30,24439,24304,21481,20093,
00:35,24120,24206,21333,20093,
00:40,24120,24139,21208,20093,
00:45,24120,23958,21075,20093,
00:50,23796,23814,20931,20093,
00:55,23796,23742,20874,20093,
01:00,23796,23630,20792,20093,
01:05,23513,23529,20677,19376,
01:10,23513,23557,20763,19376,
01:15,23513,23464,20714,19376,
01:20,23214,23327,20599,19376,
01:25,23214,23240,20496,19376,
01:30,23214,23156,20469,19376,
01:35,22932,23066,20363,19376,
01:40,22932,22978,20307,19376,
01:45,22932,22922,20224,19376,
01:50,22684,22814,20122,19376,
01:55,22684,22775,20097,19376,
02:00,22684,22648,20039,19376,
02:05,22495,22600,20024,18821,
02:10,22495,22576,20037,18821,
02:15,22495,22508,20091,18821,
02:20,22292,22463,20078,18821,
02:25,22292,22369,20034,18821,
02:30,22292,22337,19985,18821,
02:35,22121,22248,19954,18821,
02:40,22121,22198,19876,18821,
02:45,22121,22150,19835,18821,
02:50,21978,22068,19787,18821,
02:55,21978,22016,19761,18821,
03:00,21978,21981,19732,18821,
03:05,21908,21981,19728,18637,
03:10,21908,21980,19733,18637,
03:15,21908,21922,19699,18637,
03:20,21812,21864,19626,18637,
03:25,21812,21863,19572,18637,
03:30,21812,21819,19533,18637,
03:35,21738,21818,19489,18637,
03:40,21738,21798,19456,18637,
03:45,21738,21777,19412,18637,
03:50,21732,21755,19391,18637,
03:55,21732,21730,19339,18637,
04:00,21732,21724,19273,18637,
04:05,21867,21780,19290,18932,
04:10,21867,21870,19305,18932,
04:15,21867,21880,19394,18932,
04:20,21984,21881,19440,18932,
04:25,21984,21903,19491,18932,
04:30,21984,21914,19564,18932,
04:35,22052,21979,19667,18932,
04:40,22052,22032,19743,18932,
04:45,22052,22075,19844,18932,
04:50,22117,22084,19938,18932,
04:55,22117,22120,19941,18932,
05:00,22117,22197,20066,18932,
05:05,22483,22490,20364,19859,
05:10,22483,22435,20372,19859,
05:15,22483,22677,20617,19859,
05:20,22796,22715,20722,19859,
05:25,22796,22814,20865,19859,
05:30,22796,22808,20892,19859,
05:35,22999,22940,20990,19859,
05:40,22999,23056,21118,19859,
05:45,22999,23052,21171,19859,
05:50,23054,23078,21073,19859,
05:55,23054,23085,20986,19859,
06:00,23054,23119,20859,19859,
06:05,23418,23314,20653,16502,
06:10,23418,23623,20612,16502,
06:15,23418,23708,20337,16502,
06:20,23644,23756,19867,16502,
06:25,23644,23792,19348,16502,
06:30,23644,23814,18725,16502,
06:35,23915,23905,18115,16502,
06:40,23915,24013,17575,16502,
06:45,23915,24083,16907,16502,
06:50,24090,24283,16427,16502,
06:55,24090,24259,15697,16502,
07:00,24090,24155,14821,16502,
07:05,24432,24150,13852,8693,
07:10,24432,24447,13432,8693,
07:15,24432,24772,12817,8693,
07:20,24486,24754,12013,8693,
07:25,24486,24751,11322,8693,
07:30,24486,24932,10619,8693,
07:35,24547,24823,10108,8693,
07:40,24547,24810,9739,8693,
07:45,24547,24772,9336,8693,
07:50,24160,24672,8856,8693,
07:55,24160,24688,8572,8693,
08:00,24160,24451,7939,8693,
08:05,24396,24748,7644,4048,
08:10,24396,24917,7525,4048,
08:15,24396,24762,7245,4048,
08:20,24422,24747,7119,4048,
08:25,24422,24717,6745,4048,
08:30,24422,24684,6596,4048,
08:35,24342,24561,6291,4048,
08:40,24342,24502,6121,4048,
08:45,24342,24398,5837,4048,
08:50,24242,24372,5595,4048,
08:55,24242,24222,5486,4048,
09:00,24242,24159,5274,4048,
09:05,24148,24102,5134,1493,
09:10,24148,24006,4982,1493,
09:15,24148,23933,4862,1493,
09:20,23824,23762,4597,1493,
09:25,23824,23598,4458,1493,
09:30,23824,23529,4192,1493,
09:35,23489,23377,3886,1493,
09:40,23489,23100,3596,1493,
09:45,23489,23013,3460,1493,
09:50,22974,22748,3203,1493,
09:55,22974,22464,3047,1493,
10:00,22974,22214,3102,1493,
10:05,22632,22115,2767,-329,
10:10,22632,22275,2770,-329,
10:15,22632,22201,2711,-329,
10:20,22113,21958,2485,-329,
10:25,22113,21859,2306,-329,
10:30,22113,21770,2131,-329,
10:35,21446,21558,1995,-329,
10:40,21446,21296,2243,-329,
10:45,21446,21273,2123,-329,
10:50,21176,21503,2024,-329,
10:55,21176,21318,1548,-329,
11:00,21176,21193,1024,-329,
11:05,20871,20975,720,-1381,
