Time,Hour ahead forecast,Current demand,Net demand,Net demand forecast,Demand response
00:00,24575,24433,19923,20049,
00:05,24575,24677,19935,18949,
00:10,24575,24714,20163,18949,
00:15,24575,24656,20059,18949,
00:20,24428,24553,19954,18949,
00:25,24428,24479,19872,18949,
00:30,24428,24358,19732,18949,
00:35,24075,24263,19638,18949,
00:40,24075,24124,19580,18949,
00:45,24075,23994,19468,18949,
00:50,23789,23820,19361,18949,
00:55,23789,23799,19329,18949,
01:00,23789,23570,19195,18949,
01:05,23577,23604,19093,18073,
01:10,23577,23762,19259,18073,
01:15,23577,23713,19274,18073,
01:20,23316,23634,19198,18073,
01:25,23316,23506,19073,18073,
01:30,23316,23379,18939,18073,
01:35,23013,23289,18775,18073,
01:40,23013,23204,18643,18073,
01:45,23013,23127,18596,18073,
01:50,22870,23035,18480,18073,
01:55,22870,22933,18424,18073,
02:00,22870,22860,18349,18073,
02:05,22551,22740,18302,17242,
02:10,22551,22548,18173,17242,
02:15,22551,22564,18180,17242,
02:20,22280,22550,18228,17242,
02:25,22280,22475,18244,17242,
02:30,22280,22384,18249,17242,
02:35,22140,22264,18114,17242,
02:40,22140,22197,18027,17242,
02:45,22140,22166,18038,17242,
02:50,21966,22103,18045,17242,
02:55,21966,22083,18018,17242,
03:00,21966,22060,18069,17242,
03:05,21995,22001,17994,17096,
03:10,21995,22041,18061,17096,
03:15,21995,21998,18061,17096,
03:20,21852,21996,18111,17096,
03:25,21852,21913,18099,17096,
03:30,21852,21923,18080,17096,
03:35,21849,21852,18101,17096,
03:40,21849,21802,18083,17096,
03:45,21849,21836,18071,17096,
03:50,21792,21776,18007,17096,
03:55,21792,21759,17999,17096,
04:00,21792,21767,18037,17096,
04:05,21946,21917,18181,17693,
04:10,21946,21890,18168,17693,
04:15,21946,22023,18367,17693,
04:20,21991,22032,18409,17693,
04:25,21991,22060,18427,17693,
04:30,21991,22055,18437,17693,
04:35,22064,22140,18519,17693,
04:40,22064,22185,18610,17693,
04:45,22064,22217,18674,17693,
04:50,22246,22268,18715,17693,
04:55,22246,22308,18796,17693,
05:00,22246,22399,18895,17693,
05:05,22642,22592,19185,19035,
05:10,22642,22768,19453,19035,
05:15,22642,22911,19600,19035,
05:20,22946,22970,19696,19035,
05:25,22946,23071,19805,19035,
05:30,22946,23120,19912,19035,
05:35,23225,23175,20004,19035,
05:40,23225,23277,20129,19035,
05:45,23225,23265,20165,19035,
05:50,23331,23256,20175,19035,
05:55,23331,23239,20097,19035,
06:00,23331,23320,19967,19035,
06:05,23787,23439,19793,16497,
06:10,23787,23596,19701,16497,
06:15,23787,23624,19356,16497,
06:20,23981,23697,18915,16497,
06:25,23981,23780,18379,16497,
06:30,23981,23821,17818,16497,
06:35,24152,23910,17116,16497,
06:40,24152,23989,16519,16497,
06:45,24152,23980,15713,16497,
06:50,24129,23942,14879,16497,
06:55,24129,24016,14151,16497,
07:00,24129,23852,13185,16497,
07:05,24358,24067,12336,8967,
07:10,24358,24209,11620,8967,
07:15,24358,24308,10897,8967,
07:20,24273,24420,10063,8967,
07:25,24273,24337,9255,8967,
07:30,24273,24239,8378,8967,
07:35,23972,24105,7619,8967,
07:40,23972,23930,6885,8967,
07:45,23972,23837,6582,8967,
07:50,23561,23679,6161,8967,
07:55,23561,23548,5776,8967,
08:00,23561,23455,5261,8967,
08:05,23579,23454,4794,3581,
08:10,23579,23535,4303,3581,
08:15,23579,23474,4124,3581,
08:20,23125,23321,3651,3581,
08:25,23125,23296,3331,3581,
08:30,23125,23189,3224,3581,
08:35,22793,23139,3115,3581,
08:40,22793,22934,2782,3581,
08:45,22793,22816,2735,3581,
08:50,22649,22715,2824,3581,
08:55,22649,22623,2731,3581,
09:00,22649,22540,2693,3581,
09:05,22422,22468,2378,1478,
09:10,22422,22335,2021,1478,
09:15,22422,22331,1935,1478,
09:20,22146,22274,1879,1478,
09:25,22146,22040,1818,1478,
09:30,22146,21941,1660,1478,
09:35,21684,21831,1518,1478,
09:40,21684,21577,1282,1478,
09:45,21684,21530,1197,1478,
09:50,21160,21420,1119,1478,
09:55,21160,21443,1114,1478,
10:00,21160,21363,1059,1478,
10:05,21038,21595,924,490,
10:10,21038,21302,582,490,
10:15,21038,21288,467,490,
10:20,20913,21177,365,490,
10:25,20913,21115,250,490,
10:30,20913,20983,-66,490,
10:35,20779,20891,-62,490,
10:40,20779,20811,-117,490,
10:45,20779,20773,-184,490,
10:50,20678,20652,-315,490,
10:55,20678,20509,-478,490,
11:00,20678,20622,-463,490,
11:05,20611,20533,-209,-21,
11:10,20611,20398,-413,-21,
11:15,20611,20405,-414,-21,
11:20,20484,20229,-573,-21,
11:25,20484,20325,-275,-21,
11:30,20484,20351,-137,-21,
11:35,20232,20504,-425,-21,
11:40,20232,20295,-546,-21,
11:45,20232,20155,-316,-21,
11:50,20258,20105,-222,-21,
11:55,20258,20152,-224,-21,
12:00,20258,20353,54,-21,
12:05,20237,20425,202,55,
12:10,20237,20218,38,55,
12:15,20237,20329,-117,55,
12:20,20547,20159,-60,55,
12:25,20547,20130,37,55,
12:30,20547,20267,191,55,
12:35,20369,20374,396,55,
12:40,20369,20026,274,55,
12:45,20369,20357,203,55,
12:50,20565,20425,275,55,
12:55,20565,20484,58,55,
13:00,20565,20540,64,55,
13:05,20717,20585,302,625,
13:10,20717,20854,90,625,
