timestep,solar_fraction
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0092166666666666
122,0.0184333333333333
123,0.0276499999999999
124,0.0368666666666666
125,0.0460833333333333
126,0.0552999999999999
127,0.0645166666666666
128,0.0737333333333333
129,0.08295
130,0.0921666666666666
131,0.1013833333333333
132,0.1105999999999999
133,0.1235041666666666
134,0.1364083333333333
135,0.1493125
136,0.1622166666666666
137,0.1751208333333333
138,0.188025
139,0.2009291666666667
140,0.2138333333333333
141,0.2267374999999999
142,0.2396416666666666
143,0.2525458333333333
144,0.2654499999999999
145,0.2799041666666666
146,0.2943583333333333
147,0.3088125
148,0.3232666666666666
149,0.3377208333333333
150,0.3521749999999999
151,0.3666291666666667
152,0.3810833333333333
153,0.3955375
154,0.4099916666666667
155,0.4244458333333333
156,0.4388999999999999
157,0.4495708333333333
158,0.4602416666666666
159,0.4709125
160,0.4815833333333333
161,0.4922541666666666
162,0.5029250000000001
163,0.5135958333333333
164,0.5242666666666667
165,0.5349375
166,0.5456083333333334
167,0.5562791666666667
168,0.5669500000000001
169,0.5758958333333334
170,0.5848416666666667
171,0.5937875
172,0.6027333333333333
173,0.6116791666666667
174,0.620625
175,0.6295708333333333
176,0.6385166666666666
177,0.6474624999999999
178,0.6564083333333333
179,0.6653541666666666
180,0.6742999999999999
181,0.6847083333333333
182,0.6951166666666667
183,0.705525
184,0.7159333333333333
185,0.7263416666666667
186,0.73675
187,0.7471583333333333
188,0.7575666666666667
189,0.7679750000000001
190,0.7783833333333333
191,0.7887916666666668
192,0.7992
193,0.8026333333333333
194,0.8060666666666667
195,0.8095
196,0.8129333333333334
197,0.8163666666666667
198,0.8198000000000001
199,0.8232333333333334
200,0.8266666666666667
201,0.8301000000000001
202,0.8335333333333333
203,0.8369666666666667
204,0.8403999999999999
205,0.8449
206,0.8493999999999999
207,0.8539
208,0.8583999999999999
209,0.8629
210,0.8674
211,0.8719
212,0.8764
213,0.8809
214,0.8854
215,0.8899
216,0.8944
217,0.8861958333333333
218,0.8779916666666667
219,0.8697875
220,0.8615833333333334
221,0.8533791666666667
222,0.8451750000000001
223,0.8369708333333333
224,0.8287666666666667
225,0.8205625
226,0.8123583333333333
227,0.8041541666666667
228,0.79595
229,0.7817000000000001
230,0.7674500000000001
231,0.7532000000000001
232,0.73895
233,0.7247
234,0.71045
235,0.6962
236,0.6819500000000001
237,0.6677000000000001
238,0.6534500000000001
239,0.6392
240,0.62495
241,0.611225
242,0.5975
243,0.583775
244,0.5700500000000001
245,0.5563250000000001
246,0.5426
247,0.528875
248,0.51515
249,0.501425
250,0.4876999999999999
251,0.473975
252,0.46025
253,0.4418999999999999
254,0.42355
255,0.4052
256,0.38685
257,0.3685
258,0.35015
259,0.3318
260,0.31345
261,0.2951
262,0.27675
263,0.2584
264,0.24005
265,0.2241241666666666
266,0.2081983333333333
267,0.1922725
268,0.1763466666666666
269,0.1604208333333333
270,0.144495
271,0.1285691666666666
272,0.1126433333333333
273,0.0967175
274,0.0807916666666666
275,0.0648658333333333
276,0.04894
277,0.0448616666666666
278,0.0407833333333333
279,0.036705
280,0.0326266666666666
281,0.0285483333333333
282,0.02447
283,0.0203916666666666
284,0.0163133333333333
285,0.012235
286,0.0081566666666666
287,0.0040783333333333
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0087166666666666
410,0.0174333333333333
411,0.02615
412,0.0348666666666666
413,0.0435833333333333
414,0.0523
415,0.0610166666666666
416,0.0697333333333333
417,0.07845
418,0.0871666666666666
419,0.0958833333333333
420,0.1046
421,0.1180875
422,0.131575
423,0.1450625
424,0.15855
425,0.1720374999999999
426,0.1855249999999999
427,0.1990124999999999
428,0.2125
429,0.2259874999999999
430,0.239475
431,0.2529625
432,0.2664499999999999
433,0.2826791666666666
434,0.2989083333333333
435,0.3151375
436,0.3313666666666667
437,0.3475958333333334
438,0.363825
439,0.3800541666666667
440,0.3962833333333334
441,0.4125125
442,0.4287416666666667
443,0.4449708333333333
444,0.4612
445,0.4749291666666667
446,0.4886583333333333
