timestep,solar_fraction
0,0.3626
1,0.3512166666666667
2,0.3398333333333334
3,0.32845
4,0.3170666666666666
5,0.3056833333333333
6,0.2943
7,0.2829166666666667
8,0.2715333333333333
9,0.26015
10,0.2487666666666667
11,0.2373833333333333
12,0.226
13,0.2094958333333333
14,0.1929916666666666
15,0.1764875
16,0.1599833333333333
17,0.1434791666666666
18,0.126975
19,0.1104708333333333
20,0.0939666666666666
21,0.0774625
22,0.0609583333333333
23,0.0444541666666666
24,0.02795
25,0.0256208333333333
26,0.0232916666666666
27,0.0209625
28,0.0186333333333333
29,0.0163041666666666
30,0.013975
31,0.0116458333333333
32,0.0093166666666666
33,0.0069875
34,0.0046583333333333
35,0.0023291666666666
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.004645
146,0.00929
147,0.013935
148,0.01858
149,0.023225
150,0.02787
151,0.032515
152,0.03716
153,0.041805
154,0.04645
155,0.051095
156,0.05574
157,0.0708283333333333
158,0.0859166666666666
159,0.101005
160,0.1160933333333333
161,0.1311816666666666
162,0.14627
163,0.1613583333333333
164,0.1764466666666666
165,0.1915349999999999
166,0.2066233333333333
167,0.2217116666666666
168,0.2368
169,0.2530958333333333
170,0.2693916666666666
171,0.2856875
172,0.3019833333333333
173,0.3182791666666667
174,0.334575
175,0.3508708333333333
176,0.3671666666666667
177,0.3834625
178,0.3997583333333333
179,0.4160541666666666
180,0.43235
181,0.4477208333333333
182,0.4630916666666667
183,0.4784625
184,0.4938333333333333
185,0.5092041666666667
186,0.524575
187,0.5399458333333333
188,0.5553166666666666
189,0.5706875
190,0.5860583333333332
191,0.6014291666666667
192,0.6167999999999999
193,0.6295758333333333
