machine_id,cpu_capacity,memory_capacity,cell
20731766,0.591796875,0.33349609375,a
20732703,0.591796875,0.33349609375,a
20732904,0.591796875,0.33349609375,a
20732905,0.591796875,0.33349609375,a
20732906,0.591796875,0.33349609375,a
20733592,0.591796875,0.33349609375,a
20733593,0.591796875,0.33349609375,a
20733594,0.591796875,0.33349609375,a
20733595,0.591796875,0.33349609375,a
20733596,0.591796875,0.33349609375,a
20733597,0.591796875,0.33349609375,a
20733598,0.591796875,0.33349609375,a
20733599,0.591796875,0.33349609375,a
20733600,0.591796875,0.33349609375,a
20733601,0.591796875,0.33349609375,a
20733602,0.591796875,0.33349609375,a
20733604,0.591796875,0.33349609375,a
20733605,0.591796875,0.33349609375,a
20733606,0.591796875,0.33349609375,a
20733607,0.591796875,0.33349609375,a
20733611,0.591796875,0.33349609375,a
20733612,0.591796875,0.33349609375,a
20733613,0.591796875,0.33349609375,a
20733614,0.591796875,0.33349609375,a
20733615,0.591796875,0.33349609375,a
20733616,0.591796875,0.33349609375,a
20733620,0.591796875,0.33349609375,a
20733621,0.591796875,0.33349609375,a
20733622,0.591796875,0.33349609375,a
20733623,0.591796875,0.33349609375,a
20733625,0.591796875,0.33349609375,a
20734320,0.591796875,0.33349609375,a
20734321,0.591796875,0.33349609375,a
20734322,0.591796875,0.33349609375,a
20734324,0.591796875,0.33349609375,a
20734325,0.591796875,0.33349609375,a
20734327,0.591796875,0.33349609375,a
20734328,0.591796875,0.33349609375,a
20734329,0.591796875,0.33349609375,a
20734333,0.591796875,0.33349609375,a
20734336,0.591796875,0.33349609375,a
20734337,0.591796875,0.33349609375,a
20734339,0.591796875,0.33349609375,a
20736590,0.591796875,0.33349609375,a
20736591,0.591796875,0.33349609375,a
20736592,0.591796875,0.33349609375,a
20736604,0.591796875,0.33349609375,a
20736605,0.591796875,0.33349609375,a
20736607,0.591796875,0.33349609375,a
20736634,0.591796875,0.33349609375,a
20736635,0.591796875,0.33349609375,a
20736636,0.591796875,0.33349609375,a
20736637,0.591796875,0.33349609375,a
20736638,0.591796875,0.33349609375,a
20736639,0.591796875,0.33349609375,a
20736640,0.591796875,0.33349609375,a
20736641,0.591796875,0.33349609375,a
20736642,0.591796875,0.33349609375,a
20736645,0.591796875,0.33349609375,a
20736647,0.591796875,0.33349609375,a
20736648,0.591796875,0.33349609375,a
20736649,0.591796875,0.33349609375,a
20736650,0.591796875,0.33349609375,a
20736652,0.591796875,0.33349609375,a
20736653,0.591796875,0.33349609375,a
20736655,0.591796875,0.33349609375,a
20736656,0.591796875,0.33349609375,a
