machine_id,cpu_capacity,memory_capacity,cell
438426,0.591796875,0.33349609375,b
441209,0.591796875,0.33349609375,b
441213,0.591796875,0.33349609375,b
441217,0.591796875,0.33349609375,b
441221,0.591796875,0.33349609375,b
441234,0.591796875,0.33349609375,b
441265,0.591796875,0.33349609375,b
441317,0.591796875,0.33349609375,b
441318,0.591796875,0.33349609375,b
441319,0.591796875,0.33349609375,b
441320,0.591796875,0.33349609375,b
441322,0.591796875,0.33349609375,b
441325,0.591796875,0.33349609375,b
441326,0.591796875,0.33349609375,b
441327,0.591796875,0.33349609375,b
441328,0.591796875,0.33349609375,b
441329,0.591796875,0.33349609375,b
441330,0.591796875,0.33349609375,b
441331,0.591796875,0.33349609375,b
441332,0.591796875,0.33349609375,b
441333,0.591796875,0.33349609375,b
441334,0.591796875,0.33349609375,b
441335,0.591796875,0.33349609375,b
441336,0.591796875,0.33349609375,b
441338,0.591796875,0.33349609375,b
441340,0.591796875,0.33349609375,b
442034,0.591796875,0.33349609375,b
442035,0.591796875,0.33349609375,b
442036,0.591796875,0.33349609375,b
442037,0.591796875,0.33349609375,b
442038,0.591796875,0.33349609375,b
442040,0.591796875,0.33349609375,b
442041,0.591796875,0.33349609375,b
442042,0.591796875,0.33349609375,b
442043,0.591796875,0.33349609375,b
442044,0.591796875,0.33349609375,b
442045,0.591796875,0.33349609375,b
442047,0.591796875,0.33349609375,b
442048,0.591796875,0.33349609375,b
442049,0.591796875,0.33349609375,b
442050,0.591796875,0.33349609375,b
442051,0.591796875,0.33349609375,b
442052,0.591796875,0.33349609375,b
442053,0.591796875,0.33349609375,b
442055,0.591796875,0.33349609375,b
442057,0.591796875,0.33349609375,b
442058,0.591796875,0.33349609375,b
442059,0.591796875,0.33349609375,b
442060,0.591796875,0.33349609375,b
442061,0.591796875,0.33349609375,b
442062,0.591796875,0.33349609375,b
442063,0.591796875,0.33349609375,b
442064,0.591796875,0.33349609375,b
442069,0.591796875,0.33349609375,b
442070,0.591796875,0.33349609375,b
442071,0.591796875,0.33349609375,b
442074,0.591796875,0.33349609375,b
442076,0.591796875,0.33349609375,b
442077,0.591796875,0.33349609375,b
442078,0.591796875,0.33349609375,b
442079,0.591796875,0.33349609375,b
442080,0.591796875,0.33349609375,b
442081,0.591796875,0.33349609375,b
442082,0.591796875,0.33349609375,b
442083,0.591796875,0.33349609375,b
442084,0.591796875,0.33349609375,b
442085,0.591796875,0.33349609375,b
442086,0.591796875,0.33349609375,b
442087,0.591796875,0.33349609375,b
442088,0.591796875,0.33349609375,b
442089,0.591796875,0.33349609375,b
442091,0.591796875,0.33349609375,b
442092,0.591796875,0.33349609375,b
442093,0.591796875,0.33349609375,b
442094,0.591796875,0.33349609375,b
442095,0.591796875,0.33349609375,b
442099,0.591796875,0.33349609375,b
442100,0.591796875,0.33349609375,b
442101,0.591796875,0.33349609375,b
442102,0.591796875,0.33349609375,b
442103,0.591796875,0.33349609375,b
442104,0.591796875,0.33349609375,b
442105,0.591796875,0.33349609375,b
442106,0.591796875,0.33349609375,b
442107,0.591796875,0.33349609375,b
442108,0.591796875,0.33349609375,b
442109,0.591796875,0.33349609375,b
442110,0.591796875,0.33349609375,b
442111,0.591796875,0.33349609375,b
442112,0.591796875,0.33349609375,b
442122,0.591796875,0.33349609375,b
442123,0.591796875,0.33349609375,b
442125,0.591796875,0.33349609375,b
442126,0.591796875,0.33349609375,b
442127,0.591796875,0.33349609375,b
442128,0.591796875,0.33349609375,b
442129,0.591796875,0.33349609375,b
442130,0.591796875,0.33349609375,b
442131,0.591796875,0.33349609375,b
442132,0.591796875,0.33349609375,b
442133,0.591796875,0.33349609375,b
442134,0.591796875,0.33349609375,b
442136,0.591796875,0.33349609375,b
442137,0.591796875,0.33349609375,b
442138,0.591796875,0.33349609375,b
442139,0.591796875,0.33349609375,b
442140,0.591796875,0.33349609375,b
442141,0.591796875,0.33349609375,b
442142,0.591796875,0.33349609375,b
442143,0.591796875,0.33349609375,b
442144,0.591796875,0.33349609375,b
442145,0.591796875,0.33349609375,b
442147,0.591796875,0.33349609375,b
442148,0.591796875,0.33349609375,b
442149,0.591796875,0.33349609375,b
442150,0.591796875,0.33349609375,b
442151,0.591796875,0.33349609375,b
