machine_id,cpu_capacity,memory_capacity,cell
284388922609,0.591796875,0.33349609375,g
287678644966,0.25927734375,0.166748046875,g
285797115659,0.591796875,0.33349609375,g
284893559089,0.591796875,0.33349609375,g
284894000723,0.591796875,0.33349609375,g
284928135423,0.591796875,0.33349609375,g
284908743818,0.591796875,0.33349609375,g
284908744339,0.591796875,0.33349609375,g
284916853636,0.591796875,0.33349609375,g
284890185821,0.591796875,0.33349609375,g
284906423522,0.591796875,0.33349609375,g
284896341107,0.591796875,0.33349609375,g
284894186528,0.591796875,0.33349609375,g
284928125397,0.591796875,0.33349609375,g
299150879698,0.591796875,0.33349609375,g
299150699880,0.591796875,0.33349609375,g
299186673271,0.591796875,0.33349609375,g
299150679211,0.591796875,0.33349609375,g
299150707394,0.591796875,0.33349609375,g
299149523127,0.591796875,0.33349609375,g
299160144383,0.591796875,0.33349609375,g
299150679212,0.591796875,0.33349609375,g
299150728400,0.591796875,0.33349609375,g
299295024087,0.591796875,0.33349609375,g
299119115535,0.591796875,0.33349609375,g
299150707396,0.591796875,0.33349609375,g
299156951163,0.591796875,0.33349609375,g
299160140615,0.591796875,0.33349609375,g
277431585809,0.708984375,0.33349609375,g
286664461412,0.708984375,0.33349609375,g
286660011067,0.708984375,0.33349609375,g
286659151543,0.708984375,0.33349609375,g
286662434248,0.708984375,0.33349609375,g
286660207012,0.708984375,0.33349609375,g
284394405702,0.708984375,0.33349609375,g
298916384058,0.25927734375,0.166748046875,g
287658329682,0.25927734375,0.166748046875,g
297487672662,0.25927734375,0.166748046875,g
286662434247,0.708984375,0.33349609375,g
284652811185,1.0,0.5,g
284663355010,1.0,0.5,g
285576662648,1.0,0.5,g
284661140217,1.0,0.5,g
284663310271,1.0,0.5,g
284656995494,1.0,0.5,g
284661181074,1.0,0.5,g
284663511246,1.0,0.5,g
284661164207,1.0,0.5,g
284658021722,1.0,0.5,g
281703975363,1.0,0.5,g
284396714656,0.25927734375,0.33349609375,g
284485765338,0.38671875,0.166748046875,g
280356196117,0.38671875,0.166748046875,g
298079620237,0.591796875,0.33349609375,g
298088651888,0.591796875,0.33349609375,g
296832596219,0.38671875,0.33349609375,g
297816357535,0.25927734375,0.166748046875,g
277767334224,0.38671875,0.166748046875,g
287672385807,0.25927734375,0.166748046875,g
288008236032,0.25927734375,0.166748046875,g
287658759109,0.25927734375,0.166748046875,g
298923557229,0.25927734375,0.166748046875,g
280294226345,0.591796875,0.166748046875,g
296796173421,0.591796875,0.166748046875,g
280295244136,0.708984375,0.33349609375,g
288002805182,0.708984375,0.33349609375,g
285780014738,0.708984375,0.33349609375,g
288078866655,0.708984375,0.33349609375,g
286660069161,0.708984375,0.33349609375,g
286659895540,0.708984375,0.33349609375,g
286660035236,0.708984375,0.33349609375,g
286660339207,0.708984375,0.33349609375,g
286661431669,0.708984375,0.33349609375,g
286660066637,0.708984375,0.33349609375,g
286662441258,0.708984375,0.33349609375,g
277454004358,0.708984375,0.33349609375,g
284383090587,0.958984375,0.5,g
296776355551,0.958984375,1.0,g
282144478094,0.25927734375,0.33349609375,g
284369675070,0.25927734375,0.33349609375,g
282151610125,0.25927734375,0.166748046875,g
284388916338,0.25927734375,0.166748046875,g
280434494790,0.25927734375,0.166748046875,g
284409181210,0.25927734375,0.166748046875,g
286291386975,0.25927734375,0.166748046875,g
286291386978,0.25927734375,0.166748046875,g
286291365396,0.25927734375,0.166748046875,g
286291375682,0.25927734375,0.166748046875,g
286291365394,0.25927734375,0.166748046875,g
286291365399,0.25927734375,0.166748046875,g
296801795949,0.25927734375,0.166748046875,g
296792987529,0.25927734375,0.166748046875,g
284381616963,0.25927734375,0.166748046875,g
284381788111,0.25927734375,0.166748046875,g
300508283471,0.25927734375,0.166748046875,g
297499688926,0.25927734375,0.166748046875,g
287664528968,0.25927734375,0.166748046875,g
287664528964,0.25927734375,0.166748046875,g
287665079044,0.25927734375,0.166748046875,g
296610374421,0.708984375,0.33349609375,g
284860668051,0.708984375,0.33349609375,g
284377002249,0.708984375,0.33349609375,g
287665914148,0.708984375,0.33349609375,g
297488109648,0.708984375,0.33349609375,g
280284561686,0.708984375,0.33349609375,g
277466148729,0.708984375,0.33349609375,g
289082742171,0.708984375,0.33349609375,g
281670291025,0.591796875,0.33349609375,g
281680317559,0.591796875,0.33349609375,g
281671708636,0.591796875,0.33349609375,g
281670461321,0.591796875,0.33349609375,g
281670427040,0.591796875,0.33349609375,g
281676931881,0.591796875,0.33349609375,g
281671778444,0.591796875,0.33349609375,g
281671690788,0.591796875,0.33349609375,g
281671778445,0.591796875,0.33349609375,g
280302052279,0.38671875,0.166748046875,g
297535421799,0.38671875,0.33349609375,g
284860572021,1.0,0.5,g
284860707698,1.0,0.5,g
284860582602,1.0,0.5,g
284860789510,1.0,0.5,g
284860265340,1.0,0.5,g
284860789506,1.0,0.5,g
