machine_id,cpu_capacity,memory_capacity,cell
4,0.38671875,0.166748046875,d
6,0.38671875,0.166748046875,d
7,0.38671875,0.166748046875,d
8,0.38671875,0.166748046875,d
9,0.38671875,0.166748046875,d
10,0.38671875,0.166748046875,d
12,0.38671875,0.166748046875,d
16,0.38671875,0.166748046875,d
17,0.38671875,0.166748046875,d
18,0.38671875,0.166748046875,d
19,0.38671875,0.166748046875,d
20,0.38671875,0.166748046875,d
21,0.38671875,0.166748046875,d
23,0.38671875,0.166748046875,d
24,0.38671875,0.166748046875,d
25,0.38671875,0.166748046875,d
28,0.38671875,0.166748046875,d
29,0.38671875,0.166748046875,d
34,0.38671875,0.166748046875,d
36,0.38671875,0.166748046875,d
37,0.38671875,0.166748046875,d
38,0.38671875,0.166748046875,d
39,0.38671875,0.166748046875,d
40,0.38671875,0.166748046875,d
41,0.38671875,0.166748046875,d
43,0.38671875,0.166748046875,d
44,0.38671875,0.166748046875,d
47,0.38671875,0.166748046875,d
49,0.38671875,0.166748046875,d
50,0.38671875,0.166748046875,d
52,0.38671875,0.166748046875,d
53,0.38671875,0.166748046875,d
54,0.38671875,0.166748046875,d
56,0.38671875,0.166748046875,d
57,0.38671875,0.166748046875,d
882666,0.38671875,0.166748046875,d
882919,0.38671875,0.166748046875,d
883378,0.38671875,0.166748046875,d
883379,0.38671875,0.166748046875,d
883694,0.38671875,0.166748046875,d
883841,0.38671875,0.166748046875,d
884105,0.38671875,0.166748046875,d
884436,0.38671875,0.166748046875,d
884438,0.38671875,0.166748046875,d
884588,0.38671875,0.166748046875,d
884589,0.38671875,0.166748046875,d
885253,0.38671875,0.166748046875,d
885257,0.38671875,0.166748046875,d
885378,0.38671875,0.166748046875,d
885557,0.38671875,0.166748046875,d
885558,0.38671875,0.166748046875,d
885709,0.38671875,0.166748046875,d
886137,0.38671875,0.166748046875,d
886321,0.38671875,0.166748046875,d
1030815,0.38671875,0.166748046875,d
1030816,0.38671875,0.166748046875,d
1031452,0.38671875,0.166748046875,d
1031895,0.38671875,0.166748046875,d
1031896,0.38671875,0.166748046875,d
1032227,0.38671875,0.166748046875,d
1034694,0.38671875,0.166748046875,d
1035349,0.38671875,0.166748046875,d
1035563,0.38671875,0.166748046875,d
1039756,0.38671875,0.166748046875,d
1079500,0.38671875,0.166748046875,d
1079626,0.38671875,0.166748046875,d
1079769,0.38671875,0.166748046875,d
1080065,0.38671875,0.166748046875,d
1080233,0.38671875,0.166748046875,d
1080234,0.38671875,0.166748046875,d
1080394,0.38671875,0.166748046875,d
1080546,0.38671875,0.166748046875,d
1080547,0.38671875,0.166748046875,d
1080548,0.38671875,0.166748046875,d
1080706,0.38671875,0.166748046875,d
1080867,0.38671875,0.166748046875,d
1081040,0.38671875,0.166748046875,d
1081041,0.38671875,0.166748046875,d
1081197,0.38671875,0.166748046875,d
1081198,0.38671875,0.166748046875,d
1081199,0.38671875,0.166748046875,d
1081376,0.38671875,0.166748046875,d
1081377,0.38671875,0.166748046875,d
1081378,0.38671875,0.166748046875,d
1081650,0.38671875,0.166748046875,d
1081651,0.38671875,0.166748046875,d
1081823,0.38671875,0.166748046875,d
1082309,0.38671875,0.166748046875,d
1082310,0.38671875,0.166748046875,d
1082466,0.38671875,0.166748046875,d
1082906,0.38671875,0.166748046875,d
1083086,0.38671875,0.166748046875,d
1083231,0.38671875,0.166748046875,d
1083383,0.38671875,0.166748046875,d
1083526,0.38671875,0.166748046875,d
1083527,0.38671875,0.166748046875,d
1083683,0.38671875,0.166748046875,d
1083827,0.38671875,0.166748046875,d
1088370,0.38671875,0.166748046875,d
1088681,0.38671875,0.166748046875,d
1088682,0.38671875,0.166748046875,d
1088825,0.38671875,0.166748046875,d
1088826,0.38671875,0.166748046875,d
1088978,0.38671875,0.166748046875,d
1089287,0.38671875,0.166748046875,d
1089867,0.38671875,0.166748046875,d
1089868,0.38671875,0.166748046875,d
1374416,0.38671875,0.166748046875,d
1374479,0.38671875,0.166748046875,d
1374494,0.38671875,0.166748046875,d
1401993,0.38671875,0.166748046875,d
1402965,0.38671875,0.166748046875,d
1402971,0.38671875,0.166748046875,d
1402972,0.38671875,0.166748046875,d
1403226,0.38671875,0.166748046875,d
1403267,0.38671875,0.166748046875,d
1403285,0.38671875,0.166748046875,d
1403351,0.38671875,0.166748046875,d
1403358,0.38671875,0.166748046875,d
1403359,0.38671875,0.166748046875,d
1403360,0.38671875,0.166748046875,d
1403383,0.38671875,0.166748046875,d
1403420,0.38671875,0.166748046875,d
1403422,0.38671875,0.166748046875,d
1403426,0.38671875,0.166748046875,d
1403427,0.38671875,0.166748046875,d
1403428,0.38671875,0.166748046875,d
1403429,0.38671875,0.166748046875,d
1476249,0.38671875,0.166748046875,d
1510596,0.38671875,0.166748046875,d
1539882,0.38671875,0.166748046875,d
2750115,0.38671875,0.166748046875,d
16266090,0.38671875,0.166748046875,d
16266876,0.38671875,0.166748046875,d
16266877,0.38671875,0.166748046875,d
16315090,0.38671875,0.166748046875,d
16315404,0.38671875,0.166748046875,d
16315406,0.38671875,0.166748046875,d
16315407,0.38671875,0.166748046875,d
16315408,0.38671875,0.166748046875,d
16315412,0.38671875,0.166748046875,d
16316536,0.38671875,0.166748046875,d
16316737,0.38671875,0.166748046875,d
16316738,0.38671875,0.166748046875,d
16316739,0.38671875,0.166748046875,d
16316740,0.38671875,0.166748046875,d
16316741,0.38671875,0.166748046875,d
16316742,0.38671875,0.166748046875,d
16316743,0.38671875,0.166748046875,d
16316744,0.38671875,0.166748046875,d
16316745,0.38671875,0.166748046875,d
16316753,0.38671875,0.166748046875,d
16316754,0.38671875,0.166748046875,d
16316755,0.38671875,0.166748046875,d
16316756,0.38671875,0.166748046875,d
16320994,0.38671875,0.166748046875,d
16320996,0.38671875,0.166748046875,d
16321418,0.38671875,0.166748046875,d
16321420,0.38671875,0.166748046875,d
16321421,0.38671875,0.166748046875,d
