machine_id,cpu_capacity,memory_capacity,cell
359879757982,1.0,0.5,f
346548693735,1.0,0.5,f
346549809599,1.0,0.5,f
346551844574,1.0,0.5,f
346548741104,1.0,0.5,f
346548693731,1.0,0.5,f
346548649997,1.0,0.5,f
346548607098,1.0,0.5,f
346548563799,1.0,0.5,f
346548563792,1.0,0.5,f
346548741103,1.0,0.5,f
359887380878,0.591796875,0.33349609375,f
348821000207,1.0,0.5,f
359879333197,0.708984375,0.33349609375,f
358363251635,1.0,0.5,f
359879731734,1.0,0.5,f
348789242536,1.0,0.5,f
346939795589,1.0,0.5,f
346914770397,1.0,0.5,f
348793346357,1.0,0.5,f
347109281600,0.958984375,1.0,f
347128440668,0.591796875,0.33349609375,f
358779417526,1.0,0.5,f
358255171335,1.0,0.5,f
346306294387,1.0,0.5,f
340928734181,0.708984375,0.33349609375,f
346905629491,1.0,0.5,f
348826335275,1.0,0.5,f
348834301913,1.0,0.5,f
348842126881,1.0,0.5,f
357877170933,0.591796875,0.33349609375,f
369181412944,0.591796875,0.33349609375,f
347024982198,1.0,0.5,f
341786258030,1.0,0.5,f
346318418002,1.0,0.5,f
346548607101,1.0,0.5,f
346548464908,1.0,0.5,f
346552922322,1.0,0.5,f
346548650007,1.0,0.5,f
346548491631,1.0,0.5,f
346552947910,1.0,0.5,f
346547438447,1.0,0.5,f
346547346778,1.0,0.5,f
346548735257,1.0,0.5,f
346548661517,1.0,0.5,f
346547406722,1.0,0.5,f
346552897215,1.0,0.5,f
346548733277,1.0,0.5,f
346548607102,1.0,0.5,f
346547386105,1.0,0.5,f
348872109307,1.0,0.5,f
348789132432,1.0,0.5,f
346548733278,1.0,0.5,f
346547346803,1.0,0.5,f
346548777848,1.0,0.5,f
346554986217,1.0,0.5,f
346547438449,1.0,0.5,f
346548607105,1.0,0.5,f
346547346807,1.0,0.5,f
346548693736,1.0,0.5,f
346552922321,1.0,0.5,f
346548733271,1.0,0.5,f
357770526738,1.0,0.5,f
371908307032,1.0,0.5,f
346549809606,1.0,0.5,f
346548661516,1.0,0.5,f
346548582825,1.0,0.5,f
346547406716,1.0,0.5,f
346554986220,1.0,0.5,f
346548464910,1.0,0.5,f
346548621198,1.0,0.5,f
346547425945,1.0,0.5,f
346551844573,1.0,0.5,f
346547425951,1.0,0.5,f
348790323176,1.0,0.5,f
358271866293,1.0,0.5,f
358257064273,1.0,0.5,f
348789131135,1.0,0.5,f
348790422632,1.0,0.5,f
346911042494,1.0,0.5,f
358736733610,1.0,0.5,f
359887517988,1.0,0.25,f
358304748909,1.0,0.5,f
346547358448,1.0,0.5,f
346550831943,1.0,0.5,f
346548464905,1.0,0.5,f
346548733275,1.0,0.5,f
357747506066,1.0,0.5,f
346548582819,1.0,0.5,f
346552897216,1.0,0.5,f
346549809609,1.0,0.5,f
358292307414,1.0,0.5,f
346551844568,1.0,0.5,f
346548464903,1.0,0.5,f
346550831944,1.0,0.5,f
346547360286,1.0,0.5,f
346549809610,1.0,0.5,f
346548777853,1.0,0.5,f
346548741105,1.0,0.5,f
346552922316,1.0,0.5,f
346548650022,1.0,0.5,f
346552897217,1.0,0.5,f
348782412612,1.0,0.5,f
370437755369,1.0,0.5,f
346306641581,0.38671875,0.33349609375,f
358271833523,1.0,0.5,f
358270409387,1.0,0.5,f
346551844413,1.0,0.5,f
346548504688,1.0,0.5,f
346547385054,1.0,0.5,f
346552896090,1.0,0.5,f
346547385055,1.0,0.5,f
346548658891,1.0,0.5,f
346548767152,1.0,0.5,f
346548594091,1.0,0.5,f
346548588477,1.0,0.5,f
346860136409,1.0,0.5,f
346548582020,1.0,0.5,f
358322520517,1.0,0.5,f
357768766627,1.0,0.5,f
332685563073,0.591796875,0.33349609375,f
358291937072,0.591796875,0.33349609375,f
332725020873,0.591796875,0.33349609375,f
332674151205,0.591796875,0.33349609375,f
332674186269,0.591796875,0.33349609375,f
358257421304,1.0,0.5,f
344556708685,1.0,0.5,f
346315504345,1.0,0.5,f
358674440332,1.0,0.5,f
357791972948,1.0,0.5,f
348836441843,1.0,0.5,f
357768720543,1.0,0.5,f
359886116156,1.0,0.5,f
348834335957,1.0,0.5,f
348834365973,1.0,0.5,f
346548464909,1.0,0.5,f
346549809605,1.0,0.5,f
346547438448,1.0,0.5,f
346548767339,1.0,0.5,f
346548621202,1.0,0.5,f
346551844579,1.0,0.5,f
346548588470,1.0,0.5,f
346548733257,1.0,0.5,f
346306909090,0.708984375,0.33349609375,f
335571410791,0.708984375,0.6669921875,f
332508436482,1.0,0.25,f
359877606325,1.0,0.5,f
359746458617,1.0,0.5,f
359742304338,1.0,0.5,f
359742194509,1.0,0.5,f
359742245372,1.0,0.5,f
359743326508,1.0,0.5,f
359743319991,1.0,0.5,f
359743319996,1.0,0.5,f
357875363111,1.0,0.5,f
346545327711,1.0,0.5,f
346547425950,1.0,0.5,f
346548733276,1.0,0.5,f
346548607096,1.0,0.5,f
346556127123,1.0,0.5,f
346548681050,1.0,0.5,f
346305080562,1.0,0.5,f
340666096654,1.0,0.5,f
359745372404,1.0,0.5,f
359746578371,1.0,0.5,f
359746500634,1.0,0.5,f
359745372406,1.0,0.5,f
359746600809,1.0,0.5,f
359742106007,1.0,0.5,f
359746477665,1.0,0.5,f
370437504731,1.0,0.5,f
345119886431,1.0,0.5,f
358256525646,1.0,0.5,f
346552921680,1.0,0.5,f
346547403280,1.0,0.5,f
346860675664,1.0,0.5,f
346548504687,1.0,0.5,f
346552881218,1.0,0.5,f
346548658892,1.0,0.5,f
346552921681,1.0,0.5,f
346550820173,1.0,0.5,f
346537276264,1.0,0.5,f
346548767151,1.0,0.5,f
346548650020,1.0,0.5,f
346548741102,1.0,0.5,f
346547386101,1.0,0.5,f
346548693725,1.0,0.5,f
346548741106,1.0,0.5,f
346547346809,1.0,0.5,f
346547425954,1.0,0.5,f
346554986219,1.0,0.5,f
346548693726,1.0,0.5,f
359742116809,1.0,0.5,f
359742237900,1.0,0.5,f
359742139762,1.0,0.5,f
359745420802,1.0,0.5,f
346548491429,1.0,0.5,f
346548681052,1.0,0.5,f
346552947911,1.0,0.5,f
346552947909,1.0,0.5,f
346860187607,1.0,0.5,f
346548650019,1.0,0.5,f
332681404045,0.591796875,0.33349609375,f
332729246410,0.591796875,0.33349609375,f
332683427200,0.591796875,0.33349609375,f
332674127947,0.591796875,0.33349609375,f
332729289039,0.591796875,0.33349609375,f
332685365084,0.591796875,0.33349609375,f
332723950281,0.591796875,0.33349609375,f
332723980140,0.591796875,0.33349609375,f
332720650752,0.591796875,0.33349609375,f
358744899839,0.591796875,0.33349609375,f
332720563297,0.591796875,0.33349609375,f
332675196354,0.591796875,0.33349609375,f
359745359868,1.0,0.5,f
359742139761,1.0,0.5,f
359743326501,1.0,0.5,f
359745359869,1.0,0.5,f
359742245373,1.0,0.5,f
359746600810,1.0,0.5,f
359742223886,1.0,0.5,f
359742194511,1.0,0.5,f
333010051680,1.0,0.5,f
348855100612,1.0,0.5,f
348756550835,1.0,0.5,f
368539409690,0.708984375,0.33349609375,f
346548491428,1.0,0.5,f
346551844576,1.0,0.5,f
346552922318,1.0,0.5,f
346548693727,1.0,0.5,f
346548661519,1.0,0.5,f
346548767337,1.0,0.5,f
348764146927,1.0,0.5,f
346548582826,1.0,0.5,f
346548563793,1.0,0.5,f
346547386099,1.0,0.5,f
372210066713,0.591796875,0.33349609375,f
348832287428,1.0,0.5,f
358293501433,1.0,0.5,f
348868197118,1.0,0.5,f
335796999520,1.0,0.25,f
346914795114,1.0,0.5,f
348868270542,1.0,0.5,f
358257480647,1.0,0.5,f
358256356215,1.0,0.5,f
348858885255,1.0,0.5,f
335639927533,1.0,0.5,f
358293477948,1.0,0.5,f
358268344890,1.0,0.5,f
348877271698,1.0,0.5,f
346913611238,1.0,0.5,f
358240775731,1.0,0.5,f
346939795586,1.0,0.5,f
358256629560,1.0,0.5,f
358240847440,1.0,0.5,f
348790454286,1.0,0.5,f
346914961492,1.0,0.5,f
346552881528,1.0,0.5,f
346547406712,1.0,0.5,f
346547406721,1.0,0.5,f
346547386093,1.0,0.5,f
346548563797,1.0,0.5,f
346548563796,1.0,0.5,f
346548681047,1.0,0.5,f
346548650021,1.0,0.5,f
346548607103,1.0,0.5,f
346547425952,1.0,0.5,f
346547386096,1.0,0.5,f
346547406713,1.0,0.5,f
346548650005,1.0,0.5,f
346548607099,1.0,0.5,f
346548563800,1.0,0.5,f
346549809607,1.0,0.5,f
346548548971,1.0,0.5,f
346548621195,1.0,0.5,f
370429311587,1.0,0.5,f
346548563795,1.0,0.5,f
346548733272,1.0,0.5,f
346555023182,1.0,0.5,f
346551844571,1.0,0.5,f
346552922319,1.0,0.5,f
346545327722,1.0,0.5,f
346548649999,1.0,0.5,f
346549809613,1.0,0.5,f
346552922317,1.0,0.5,f
346551844578,1.0,0.5,f
371910188957,1.0,0.5,f
346330816409,1.0,0.5,f
359911648985,1.0,0.5,f
370438988797,1.0,0.5,f
346860212585,1.0,0.5,f
346549809603,1.0,0.5,f
346550820180,1.0,0.5,f
346548491632,1.0,0.5,f
346547386092,1.0,0.5,f
346548563791,1.0,0.5,f
346548607097,1.0,0.5,f
346550840908,1.0,0.5,f
346548693723,1.0,0.5,f
346548548976,1.0,0.5,f
348813485940,1.0,0.5,f
358257055462,1.0,0.5,f
348884478662,1.0,0.5,f
358270439182,1.0,0.5,f
358256525644,1.0,0.5,f
358256605420,1.0,0.5,f
348789213089,1.0,0.5,f
341786258029,1.0,0.5,f
346548733270,1.0,0.5,f
346547386097,1.0,0.5,f
346552922320,1.0,0.5,f
346548507701,1.0,0.5,f
347070356012,0.38671875,0.166748046875,f
335587510309,0.38671875,0.33349609375,f
346330630852,1.0,0.5,f
343950168278,1.0,0.5,f
358271968657,1.0,0.5,f
358253031766,1.0,0.5,f
358270491431,1.0,0.5,f
368836295939,1.0,0.5,f
346547403278,1.0,0.5,f
358282558102,1.0,0.5,f
346550820174,1.0,0.5,f
346543327523,1.0,0.5,f
346552881217,1.0,0.5,f
346556127124,1.0,0.5,f
346548658890,1.0,0.5,f
335639923284,1.0,0.5,f
359883246219,0.708984375,0.33349609375,f
347556113212,0.708984375,0.33349609375,f
357752432476,1.0,0.5,f
368905346641,1.0,0.5,f
332720685665,0.591796875,0.33349609375,f
332727048587,0.591796875,0.33349609375,f
332674163019,0.591796875,0.33349609375,f
332672998122,0.591796875,0.33349609375,f
332673045781,0.591796875,0.33349609375,f
332674186267,0.591796875,0.33349609375,f
332720769828,0.591796875,0.33349609375,f
332673070902,0.591796875,0.33349609375,f
332723929483,0.591796875,0.33349609375,f
332720769829,0.591796875,0.33349609375,f
346309314411,1.0,0.5,f
348764292351,1.0,0.5,f
346305107557,0.708984375,0.33349609375,f
358321278448,0.708984375,0.33349609375,f
358241109059,1.0,0.5,f
346549809612,1.0,0.5,f
346547406714,1.0,0.5,f
346548582820,1.0,0.5,f
346547346806,1.0,0.5,f
346545327708,1.0,0.5,f
346548741101,1.0,0.5,f
346548650000,1.0,0.5,f
346860435038,1.0,0.5,f
346548588471,1.0,0.5,f
346551844569,1.0,0.5,f
346860397065,1.0,0.5,f
359879407329,0.708984375,0.6669921875,f
358282368515,1.0,0.25,f
359746458616,1.0,0.5,f
359746513515,1.0,0.5,f
359742237897,1.0,0.5,f
359743326504,1.0,0.5,f
359742194510,1.0,0.5,f
359746458618,1.0,0.5,f
359742139764,1.0,0.5,f
359746549488,1.0,0.5,f
359742209138,1.0,0.5,f
359742116807,1.0,0.5,f
359744338138,1.0,0.5,f
359745359865,1.0,0.5,f
359746458619,1.0,0.5,f
359745366058,1.0,0.5,f
346548767338,1.0,0.5,f
346548548970,1.0,0.5,f
346548588473,1.0,0.5,f
346548496940,1.0,0.5,f
346547438450,1.0,0.5,f
346550831941,1.0,0.5,f
346547406715,1.0,0.5,f
346548607104,1.0,0.5,f
346556039759,1.0,0.5,f
346548661521,1.0,0.5,f
346548621197,1.0,0.5,f
346547346805,1.0,0.5,f
368289504486,0.38671875,0.33349609375,f
371922396625,0.38671875,0.166748046875,f
335568832557,0.38671875,0.166748046875,f
346332049335,1.0,0.5,f
359744346208,1.0,0.5,f
359744346206,1.0,0.5,f
359743326507,1.0,0.5,f
359746458615,1.0,0.5,f
359742304343,1.0,0.5,f
359745359867,1.0,0.5,f
359877719205,0.708984375,0.33349609375,f
346305019465,1.0,0.5,f
348790368321,1.0,0.5,f
368330208971,1.0,0.5,f
348793334066,1.0,0.5,f
346548767150,1.0,0.5,f
346550820177,1.0,0.5,f
346548562698,1.0,0.5,f
346552896087,1.0,0.5,f
346548658893,1.0,0.5,f
346552896088,1.0,0.5,f
346547346804,1.0,0.5,f
346547385052,1.0,0.5,f
346548588476,1.0,0.5,f
346548563794,1.0,0.5,f
346548735258,1.0,0.5,f
346548548972,1.0,0.5,f
346545327728,1.0,0.5,f
346548496954,1.0,0.5,f
346548464904,1.0,0.5,f
346551844575,1.0,0.5,f
346548681049,1.0,0.5,f
346548681053,1.0,0.5,f
346548681048,1.0,0.5,f
346548661520,1.0,0.5,f
335577420088,0.708984375,0.33349609375,f
359742223891,1.0,0.5,f
359746500633,1.0,0.5,f
359742237896,1.0,0.5,f
359745359864,1.0,0.5,f
359746500635,1.0,0.5,f
359742106008,1.0,0.5,f
359745420806,1.0,0.5,f
359742245374,1.0,0.5,f
359742209137,1.0,0.5,f
359742237898,1.0,0.5,f
359742209136,1.0,0.5,f
359742223884,1.0,0.5,f
359742237899,1.0,0.5,f
346547346780,1.0,0.5,f
