interaction_count,mean_raw_joint_reward,mean_raw_ramp_reward,mean_raw_peak_reward,mean_raw_ramp_squared,mean_raw_peak_increment,mean_raw_incremental_ramp_impact,episode_count,mean_completed_episode_return,elapsed_seconds
2048,-1.4137051558009496e-05,-3.1081889666566146e-06,-1.1028862591352882e-05,0.008405670703004955,0.007184539828873252,3.750998345981413e-05,0,nan,11.046256200002972
4096,-1.4177558864616368e-05,-3.6101706381694813e-06,-1.0567388226446886e-05,0.008393702146118086,0.006864979404921288,4.356795625283629e-05,4,-0.008149226996909557,23.517745100019965
6144,-1.3760415451560664e-05,-2.759212051910063e-06,-1.1001203399650601e-05,0.006946229369441787,0.006150349887698555,3.329848974420495e-05,4,-0.007831337488065323,35.360395100025926
8192,-1.4027882336675659e-06,-1.897112202660015e-06,4.943239689924494e-07,0.008931215801041123,0.00046769934025902345,2.2894569186935273e-05,0,nan,40.48882369999774
10240,-1.238513107379858e-05,-1.6174439868607465e-06,-1.0767687086937837e-05,0.008622957010940287,0.00744288663215563,1.951950085569721e-05,4,-0.0068198402276913915,46.77049620001344
12288,-1.0843586318244494e-05,-1.4758243486729708e-06,-9.367761969571522e-06,0.008890798337738188,0.007299399311691741,1.7810418704323885e-05,4,-0.00596496141509298,52.88295370002743
14336,-2.812604002012994e-06,-1.4358201681878712e-06,-1.3767838338251228e-06,0.009909102457862098,0.0005577901508646905,1.7327643633561824e-05,0,nan,57.893309200007934
16384,-9.108244723776832e-06,1.4798674016443763e-07,-9.256231463941271e-06,0.008296618026618968,0.007426336956229981,-1.785921073457417e-06,4,-0.006464859023963781,64.04673920001369
18432,-1.0335667228956925e-05,-9.77879301641527e-07,-9.357787927315396e-06,0.0073929052552758594,0.007157051337096195,1.180116036179232e-05,4,-0.005518563324539859,70.3950464000227
20480,-3.7800772140194205e-06,-2.285839374551804e-07,-3.55149327656424e-06,0.009339458633956414,0.002168842185957989,2.758577359711171e-06,1,-0.00562029286264665,75.74529849999817
22528,-6.436462866970799e-06,4.6788466133798134e-07,-6.904347528308778e-06,0.008255860420927675,0.005710705122221479,-5.646486135869273e-06,3,-0.005331816499856486,81.60354790004203
24576,-9.289635505885238e-06,4.2910032004475684e-07,-9.718735825929997e-06,0.0084542529110327,0.006914343184672599,-5.178432225371831e-06,4,-0.00447618210569601,87.77799030003371
26624,-1.0528660801145461e-05,-1.1129055510245376e-07,-1.0417370246043004e-05,0.00929219862147702,0.006008530284998833,1.3430672735502818e-06,4,-0.005059984504671563,94.00876950001111
28672,6.347967620133502e-07,5.401704383998072e-07,9.46263236135428e-08,0.0074731093646921536,0.0007836195916254102,-6.518839242792986e-06,0,nan,99.10661479999544
30720,-8.6045665807052e-06,1.0904015481869557e-06,-9.694968128892155e-06,0.006887071805570178,0.006356066102471282,-1.3159091829942485e-05,4,-0.0048568941388937616,105.23574229999213
32768,-8.932328093863166e-06,1.8253760418097975e-06,-1.0757704135672963e-05,0.007241192614933296,0.0063226873464715,-2.2028848911936467e-05,4,-0.003786540285124191,111.29024180001579
34816,8.980808327075616e-08,2.825684902989068e-06,-2.7358768197183117e-06,0.00820036927457761,0.0015531585806650404,-3.4100691788948136e-05,1,-0.00196988779559136,116.76386690000072
36864,-3.249649307697123e-06,3.1273278205369022e-06,-6.376977128234024e-06,0.00873685026219259,0.0057900622117056455,-3.774095335906759e-05,3,-0.004336841703211123,122.75846169999568
38912,-7.607538943696092e-06,3.0591537538224357e-06,-1.0666692697518529e-05,0.008790807309080533,0.006945916887476157,-3.691822084753737e-05,4,-0.00254149363820328,128.95994150004117
40960,-6.941583583179908e-06,3.1455575575132762e-06,-1.0087141140693183e-05,0.007384190644348317,0.0066974826061814855,-3.7960951930517406e-05,4,-0.0030027349446151708,136.6510310000158
43008,4.525906809890957e-06,4.136862184926276e-06,3.8904462496468195e-07,0.009042142181688834,0.0011600949373559502,-4.992413067440708e-05,0,nan,148.84300739999162
45056,-6.0314446769659515e-06,3.875272624659272e-06,-9.906717301625225e-06,0.008493629031206491,0.006592941511007512,-4.676723764630073e-05,4,-0.002196658708217711,162.79315690003568
47104,-5.268941092539604e-06,4.308180271091578e-06,-9.577121363631184e-06,0.00742633664186148,0.0068965063417808555,-5.199161712628131e-05,4,-0.001957776299331654,175.06072350003524
49152,3.745922849368546e-06,4.1288119794139345e-06,-3.82889130045388e-07,0.008831616444751302,0.0012133337130280134,-4.9826979864448173e-05,0,nan,180.47939370002132
